51 0 AP890908-0222    1 17.06233 BM25_short 
68 0 AP891116-0188  961 5.01584 BM25_short 
68 0 AP890105-0047  962 5.01313 BM25_short 
68 0 AP890107-0041  963 5.01313 BM25_short 
68 0 AP890107-0042  964 5.01313 BM25_short 
68 0 AP890110-0051  965 5.01313 BM25_short 
68 0 AP890215-0230  966 5.01313 BM25_short 
68 0 AP890302-0272  967 5.01313 BM25_short 
68 0 AP890619-0080  968 5.01313 BM25_short 
68 0 AP890902-0129  969 5.01313 BM25_short 
68 0 AP890908-0133  970 5.01313 BM25_short 
68 0 AP890908-0154  971 5.01313 BM25_short 
68 0 AP891030-0070  972 5.01313 BM25_short 
68 0 AP891031-0055  973 5.01313 BM25_short 
68 0 AP891109-0265  974 5.01313 BM25_short 
68 0 AP891121-0140  975 5.01313 BM25_short 
68 0 AP890131-0018  976 5.00824 BM25_short 
68 0 AP891222-0027  977 4.99875 BM25_short 
68 0 AP890506-0023  978 4.98732 BM25_short 
68 0 AP890303-0042  979 4.98537 BM25_short 
68 0 AP890302-0064  980 4.98436 BM25_short 
68 0 AP890310-0053  981 4.98436 BM25_short 
68 0 AP890717-0012  982 4.98436 BM25_short 
68 0 AP890717-0100  983 4.98436 BM25_short 
68 0 AP891114-0240  984 4.98436 BM25_short 
68 0 AP890510-0152  985 4.98335 BM25_short 
68 0 AP890327-0205  986 4.98250 BM25_short 
68 0 AP890809-0107  987 4.98250 BM25_short 
68 0 AP890629-0251  988 4.98080 BM25_short 
68 0 AP891023-0002  989 4.98080 BM25_short 
68 0 AP891102-0210  990 4.98080 BM25_short 
68 0 AP891203-0016  991 4.98080 BM25_short 
68 0 AP890510-0036  992 4.96784 BM25_short 
68 0 AP890510-0039  993 4.96784 BM25_short 
68 0 AP890728-0078  994 4.96784 BM25_short 
68 0 AP890920-0174  995 4.96784 BM25_short 
68 0 AP891103-0138  996 4.96784 BM25_short 
68 0 AP891212-0172  997 4.96784 BM25_short 
68 0 AP890613-0183  998 4.96353 BM25_short 
68 0 AP890613-0233  999 4.96353 BM25_short 
68 0 AP890928-0157 1000 4.96353 BM25_short 
69 0 AP890329-0199    1 16.16117 BM25_short 
69 0 AP890620-0133    2 15.74702 BM25_short 
69 0 AP890529-0015    3 15.44285 BM25_short 
69 0 AP891030-0024    4 14.79597 BM25_short 
69 0 AP891013-0033    5 13.54633 BM25_short 
69 0 AP890907-0171    6 13.50678 BM25_short 
69 0 AP891025-0220    7 13.31178 BM25_short 
69 0 AP890424-0015    8 12.64470 BM25_short 
69 0 AP890306-0200    9 12.26545 BM25_short 
69 0 AP891030-0182   10 12.26545 BM25_short 
69 0 AP891101-0038   11 12.24460 BM25_short 
69 0 AP891219-0128   12 11.90800 BM25_short 
69 0 AP891022-0087   13 11.71776 BM25_short 
69 0 AP890416-0066   14 11.65709 BM25_short 
69 0 AP890329-0187   15 11.50024 BM25_short 
69 0 AP890111-0097   16 11.36204 BM25_short 
69 0 AP891029-0065   17 11.36204 BM25_short 
69 0 AP891220-0098   18 11.25371 BM25_short 
69 0 AP890923-0115   19 11.16929 BM25_short 
69 0 AP890501-0187   20 11.12846 BM25_short 
69 0 AP890314-0167   21 10.88882 BM25_short 
69 0 AP890721-0058   22 10.88137 BM25_short 
69 0 AP890721-0119   23 10.88137 BM25_short 
69 0 AP890610-0017   24 10.77408 BM25_short 
69 0 AP890320-0101   25 10.74572 BM25_short 
69 0 AP890628-0178   26 10.57911 BM25_short 
69 0 AP890728-0061   27 10.54421 BM25_short 
69 0 AP890412-0176   28 10.53999 BM25_short 
69 0 AP890529-0105   29 10.53999 BM25_short 
69 0 AP891102-0204   30 10.45079 BM25_short 
69 0 AP891031-0077   31 10.42121 BM25_short 
69 0 AP890705-0110   32 10.40583 BM25_short 
69 0 AP890217-0086   33 10.33217 BM25_short 
69 0 AP891204-0126   34 10.27232 BM25_short 
69 0 AP890925-0119   35 10.27114 BM25_short 
69 0 AP891012-0079   36 10.27114 BM25_short 
69 0 AP890424-0270   37 10.23075 BM25_short 
69 0 AP890123-0070   38 10.06965 BM25_short 
69 0 AP890728-0184   39 10.04292 BM25_short 
69 0 AP890226-0001   40 10.02797 BM25_short 
69 0 AP890125-0143   41 9.99169 BM25_short 
69 0 AP890128-0140   42 9.87326 BM25_short 
69 0 AP891103-0064   43 9.87326 BM25_short 
69 0 AP890425-0241   44 9.83393 BM25_short 
69 0 AP890117-0269   45 9.82541 BM25_short 
69 0 AP891227-0016   46 9.73110 BM25_short 
69 0 AP890130-0100   47 9.65288 BM25_short 
69 0 AP890612-0190   48 9.65260 BM25_short 
69 0 AP891201-0025   49 9.65048 BM25_short 
69 0 AP891116-0202   50 9.65032 BM25_short 
69 0 AP891101-0126   51 9.62090 BM25_short 
69 0 AP890911-0208   52 9.61016 BM25_short 
69 0 AP891024-0114   53 9.51185 BM25_short 
69 0 AP890812-0019   54 9.47937 BM25_short 
69 0 AP890510-0176   55 9.42978 BM25_short 
69 0 AP890725-0158   56 9.42978 BM25_short 
69 0 AP890104-0176   57 9.36943 BM25_short 
69 0 AP890227-0227   58 9.31772 BM25_short 
69 0 AP891114-0144   59 9.24775 BM25_short 
69 0 AP891221-0155   60 9.24775 BM25_short 
69 0 AP890709-0013   61 9.20417 BM25_short 
69 0 AP890314-0070   62 9.18813 BM25_short 
69 0 AP890908-0051   63 9.18813 BM25_short 
69 0 AP890323-0149   64 9.14096 BM25_short 
69 0 AP890314-0153   65 9.12139 BM25_short 
69 0 AP890327-0033   66 9.12139 BM25_short 
69 0 AP890515-0232   67 9.07065 BM25_short 
69 0 AP890320-0139   68 9.05012 BM25_short 
69 0 AP890202-0223   69 9.02209 BM25_short 
69 0 AP891005-0200   70 9.02209 BM25_short 
69 0 AP890904-0159   71 8.98797 BM25_short 
69 0 AP890228-0041   72 8.97599 BM25_short 
69 0 AP891110-0192   73 8.97599 BM25_short 
69 0 AP890306-0257   74 8.95593 BM25_short 
69 0 AP891002-0076   75 8.95593 BM25_short 
69 0 AP891117-0109   76 8.95593 BM25_short 
69 0 AP890320-0078   77 8.90854 BM25_short 
69 0 AP890521-0082   78 8.90854 BM25_short 
69 0 AP890522-0059   79 8.90854 BM25_short 
69 0 AP890203-0167   80 8.89347 BM25_short 
69 0 AP890206-0164   81 8.89347 BM25_short 
69 0 AP890817-0220   82 8.89347 BM25_short 
69 0 AP891126-0015   83 8.89347 BM25_short 
69 0 AP890121-0059   84 8.89184 BM25_short 
69 0 AP890210-0132   85 8.89184 BM25_short 
69 0 AP890513-0104   86 8.89184 BM25_short 
69 0 AP891127-0191   87 8.89184 BM25_short 
69 0 AP890810-0142   88 8.84076 BM25_short 
69 0 AP891212-0085   89 8.79674 BM25_short 
69 0 AP890831-0042   90 8.79443 BM25_short 
69 0 AP890325-0116   91 8.73396 BM25_short 
69 0 AP890605-0016   92 8.70655 BM25_short 
69 0 AP890329-0121   93 8.70122 BM25_short 
69 0 AP891116-0010   94 8.67245 BM25_short 
69 0 AP890214-0091   95 8.65331 BM25_short 
69 0 AP890502-0114   96 8.65331 BM25_short 
69 0 AP891218-0065   97 8.63966 BM25_short 
69 0 AP890406-0107   98 8.59661 BM25_short 
69 0 AP890711-0008   99 8.58761 BM25_short 
69 0 AP890508-0267  100 8.58640 BM25_short 
69 0 AP890522-0005  101 8.57983 BM25_short 
69 0 AP890719-0041  102 8.57740 BM25_short 
69 0 AP890525-0138  103 8.56842 BM25_short 
69 0 AP890424-0080  104 8.47206 BM25_short 
69 0 AP890524-0220  105 8.46472 BM25_short 
69 0 AP890524-0225  106 8.46472 BM25_short 
69 0 AP890215-0030  107 8.42968 BM25_short 
69 0 AP891023-0131  108 8.42968 BM25_short 
69 0 AP891113-0191  109 8.42532 BM25_short 
69 0 AP890523-0174  110 8.42031 BM25_short 
69 0 AP890425-0077  111 8.40017 BM25_short 
69 0 AP890424-0108  112 8.25830 BM25_short 
69 0 AP890215-0138  113 8.23070 BM25_short 
69 0 AP890111-0189  114 8.21077 BM25_short 
69 0 AP890420-0135  115 8.21077 BM25_short 
69 0 AP890126-0067  116 8.20160 BM25_short 
69 0 AP890908-0054  117 8.19406 BM25_short 
69 0 AP891113-0235  118 8.19406 BM25_short 
69 0 AP890227-0228  119 8.18073 BM25_short 
69 0 AP890703-0241  120 8.18073 BM25_short 
69 0 AP890823-0140  121 8.18073 BM25_short 
69 0 AP891218-0206  122 8.18073 BM25_short 
69 0 AP890502-0119  123 8.17900 BM25_short 
69 0 AP890529-0133  124 8.16275 BM25_short 
69 0 AP890404-0083  125 8.11098 BM25_short 
69 0 AP890407-0283  126 8.08918 BM25_short 
69 0 AP890214-0174  127 8.08128 BM25_short 
69 0 AP890215-0047  128 8.08128 BM25_short 
69 0 AP890301-0053  129 8.02413 BM25_short 
69 0 AP891005-0034  130 8.02413 BM25_short 
69 0 AP890721-0177  131 8.01832 BM25_short 
69 0 AP890126-0141  132 7.99826 BM25_short 
69 0 AP890826-0071  133 7.93985 BM25_short 
69 0 AP890605-0143  134 7.93627 BM25_short 
69 0 AP890621-0214  135 7.93627 BM25_short 
69 0 AP890621-0215  136 7.93627 BM25_short 
69 0 AP890505-0245  137 7.92303 BM25_short 
69 0 AP890130-0213  138 7.91952 BM25_short 
69 0 AP890825-0074  139 7.89339 BM25_short 
69 0 AP890206-0180  140 7.87726 BM25_short 
69 0 AP890909-0099  141 7.87726 BM25_short 
69 0 AP890103-0188  142 7.86220 BM25_short 
69 0 AP890213-0173  143 7.86220 BM25_short 
69 0 AP890403-0098  144 7.86220 BM25_short 
69 0 AP890828-0189  145 7.86220 BM25_short 
69 0 AP890902-0075  146 7.86220 BM25_short 
69 0 AP890505-0010  147 7.85661 BM25_short 
69 0 AP891010-0226  148 7.85661 BM25_short 
69 0 AP890110-0126  149 7.83831 BM25_short 
69 0 AP890414-0232  150 7.83831 BM25_short 
69 0 AP890420-0005  151 7.83831 BM25_short 
69 0 AP890603-0136  152 7.83831 BM25_short 
69 0 AP890507-0028  153 7.82121 BM25_short 
69 0 AP890202-0218  154 7.72709 BM25_short 
69 0 AP890211-0045  155 7.72709 BM25_short 
69 0 AP890320-0105  156 7.72709 BM25_short 
69 0 AP890425-0030  157 7.72709 BM25_short 
69 0 AP891002-0229  158 7.72709 BM25_short 
69 0 AP891107-0090  159 7.72709 BM25_short 
69 0 AP890203-0066  160 7.71402 BM25_short 
69 0 AP890213-0094  161 7.71402 BM25_short 
69 0 AP891107-0170  162 7.68500 BM25_short 
69 0 AP890720-0171  163 7.62560 BM25_short 
69 0 AP890227-0072  164 7.61398 BM25_short 
69 0 AP890611-0072  165 7.61398 BM25_short 
69 0 AP890221-0123  166 7.61253 BM25_short 
69 0 AP891112-0067  167 7.61253 BM25_short 
69 0 AP890622-0081  168 7.56657 BM25_short 
69 0 AP890721-0163  169 7.56657 BM25_short 
69 0 AP890727-0025  170 7.56657 BM25_short 
69 0 AP891027-0079  171 7.56657 BM25_short 
69 0 AP891217-0075  172 7.56657 BM25_short 
69 0 AP890216-0029  173 7.55729 BM25_short 
69 0 AP890930-0046  174 7.54116 BM25_short 
69 0 AP890620-0164  175 7.52171 BM25_short 
69 0 AP890926-0138  176 7.51436 BM25_short 
69 0 AP891110-0019  177 7.51436 BM25_short 
69 0 AP890411-0110  178 7.49911 BM25_short 
69 0 AP890910-0016  179 7.49911 BM25_short 
69 0 AP891124-0027  180 7.49911 BM25_short 
69 0 AP890109-0312  181 7.48285 BM25_short 
69 0 AP890329-0186  182 7.48285 BM25_short 
69 0 AP890509-0075  183 7.48285 BM25_short 
69 0 AP890531-0061  184 7.48285 BM25_short 
69 0 AP890709-0040  185 7.48285 BM25_short 
69 0 AP891105-0052  186 7.48285 BM25_short 
69 0 AP890227-0099  187 7.47688 BM25_short 
69 0 AP891203-0023  188 7.47688 BM25_short 
69 0 AP890128-0001  189 7.46612 BM25_short 
69 0 AP890214-0072  190 7.46612 BM25_short 
69 0 AP890217-0045  191 7.46612 BM25_short 
69 0 AP890325-0052  192 7.46612 BM25_short 
69 0 AP890424-0190  193 7.46612 BM25_short 
69 0 AP890428-0153  194 7.46612 BM25_short 
69 0 AP890505-0173  195 7.46612 BM25_short 
69 0 AP890528-0090  196 7.46612 BM25_short 
69 0 AP890530-0206  197 7.46612 BM25_short 
69 0 AP890726-0125  198 7.46612 BM25_short 
69 0 AP890822-0229  199 7.46612 BM25_short 
69 0 AP890824-0057  200 7.46612 BM25_short 
69 0 AP890914-0053  201 7.46612 BM25_short 
69 0 AP890916-0080  202 7.46612 BM25_short 
69 0 AP890517-0181  203 7.42016 BM25_short 
69 0 AP890130-0010  204 7.38871 BM25_short 
69 0 AP890524-0150  205 7.38871 BM25_short 
69 0 AP890728-0099  206 7.38871 BM25_short 
69 0 AP891018-0090  207 7.38871 BM25_short 
69 0 AP891019-0084  208 7.38871 BM25_short 
69 0 AP890509-0229  209 7.35884 BM25_short 
69 0 AP890522-0272  210 7.35271 BM25_short 
69 0 AP890527-0141  211 7.35271 BM25_short 
69 0 AP890831-0001  212 7.35271 BM25_short 
69 0 AP890804-0166  213 7.30742 BM25_short 
69 0 AP891207-0186  214 7.30267 BM25_short 
69 0 AP890421-0024  215 7.28988 BM25_short 
69 0 AP890313-0172  216 7.28855 BM25_short 
69 0 AP890630-0042  217 7.28855 BM25_short 
69 0 AP891121-0033  218 7.28855 BM25_short 
69 0 AP891209-0088  219 7.28855 BM25_short 
69 0 AP891211-0127  220 7.28855 BM25_short 
69 0 AP890424-0178  221 7.27048 BM25_short 
69 0 AP890623-0048  222 7.27048 BM25_short 
69 0 AP890823-0088  223 7.27048 BM25_short 
69 0 AP891219-0150  224 7.27048 BM25_short 
69 0 AP890525-0104  225 7.21903 BM25_short 
69 0 AP890531-0152  226 7.21903 BM25_short 
69 0 AP890328-0088  227 7.21708 BM25_short 
69 0 AP890526-0206  228 7.21259 BM25_short 
69 0 AP890601-0284  229 7.17378 BM25_short 
69 0 AP890630-0192  230 7.17378 BM25_short 
69 0 AP891106-0241  231 7.17378 BM25_short 
69 0 AP890325-0061  232 7.14206 BM25_short 
69 0 AP890818-0160  233 7.14206 BM25_short 
69 0 AP890925-0122  234 7.14206 BM25_short 
69 0 AP891024-0097  235 7.14206 BM25_short 
69 0 AP890123-0100  236 7.13654 BM25_short 
69 0 AP890515-0172  237 7.10968 BM25_short 
69 0 AP890820-0021  238 7.10968 BM25_short 
69 0 AP890717-0011  239 7.10736 BM25_short 
69 0 AP891214-0197  240 7.10736 BM25_short 
69 0 AP890622-0067  241 7.10136 BM25_short 
69 0 AP890818-0032  242 7.10136 BM25_short 
69 0 AP891020-0304  243 7.10136 BM25_short 
69 0 AP891108-0128  244 7.10136 BM25_short 
69 0 AP891114-0094  245 7.10136 BM25_short 
69 0 AP891117-0052  246 7.10136 BM25_short 
69 0 AP891224-0007  247 7.10136 BM25_short 
69 0 AP890802-0114  248 7.09458 BM25_short 
69 0 AP890703-0237  249 7.09430 BM25_short 
69 0 AP890705-0171  250 7.09430 BM25_short 
69 0 AP890828-0190  251 7.09430 BM25_short 
69 0 AP890127-0027  252 7.09202 BM25_short 
69 0 AP890423-0087  253 7.09202 BM25_short 
69 0 AP890610-0026  254 7.09056 BM25_short 
69 0 AP891103-0150  255 7.09056 BM25_short 
69 0 AP891214-0100  256 7.09056 BM25_short 
69 0 AP890213-0092  257 7.05777 BM25_short 
69 0 AP890320-0149  258 7.05777 BM25_short 
69 0 AP891220-0131  259 7.05777 BM25_short 
69 0 AP890130-0112  260 7.04549 BM25_short 
69 0 AP890316-0130  261 7.04549 BM25_short 
69 0 AP890528-0037  262 7.04549 BM25_short 
69 0 AP890727-0101  263 7.04549 BM25_short 
69 0 AP890207-0189  264 7.04068 BM25_short 
69 0 AP890215-0007  265 7.04068 BM25_short 
69 0 AP890718-0112  266 7.04068 BM25_short 
69 0 AP890718-0144  267 7.04068 BM25_short 
69 0 AP890927-0066  268 7.04068 BM25_short 
69 0 AP891017-0029  269 7.04068 BM25_short 
69 0 AP891214-0090  270 7.03584 BM25_short 
69 0 AP891219-0063  271 7.03584 BM25_short 
69 0 AP890319-0067  272 7.00015 BM25_short 
69 0 AP890616-0059  273 7.00015 BM25_short 
69 0 AP891002-0194  274 7.00015 BM25_short 
69 0 AP891229-0012  275 7.00015 BM25_short 
69 0 AP890316-0052  276 6.99731 BM25_short 
69 0 AP890320-0153  277 6.99731 BM25_short 
69 0 AP890407-0086  278 6.99731 BM25_short 
69 0 AP890906-0200  279 6.99731 BM25_short 
69 0 AP890917-0022  280 6.99731 BM25_short 
69 0 AP891023-0152  281 6.99439 BM25_short 
69 0 AP890420-0087  282 6.98867 BM25_short 
69 0 AP890724-0204  283 6.98867 BM25_short 
69 0 AP890317-0207  284 6.98315 BM25_short 
69 0 AP891117-0241  285 6.98315 BM25_short 
69 0 AP890528-0042  286 6.97008 BM25_short 
69 0 AP890619-0209  287 6.97008 BM25_short 
69 0 AP890628-0048  288 6.97008 BM25_short 
69 0 AP890821-0154  289 6.97008 BM25_short 
69 0 AP890828-0191  290 6.97008 BM25_short 
69 0 AP890925-0203  291 6.97008 BM25_short 
69 0 AP891008-0008  292 6.97008 BM25_short 
69 0 AP891026-0001  293 6.97008 BM25_short 
69 0 AP891026-0122  294 6.97008 BM25_short 
69 0 AP891027-0086  295 6.97008 BM25_short 
69 0 AP891211-0091  296 6.97008 BM25_short 
69 0 AP890416-0044  297 6.92964 BM25_short 
69 0 AP890518-0009  298 6.92964 BM25_short 
69 0 AP890619-0072  299 6.92964 BM25_short 
69 0 AP890619-0129  300 6.92964 BM25_short 
69 0 AP891024-0202  301 6.92964 BM25_short 
69 0 AP890116-0184  302 6.92204 BM25_short 
69 0 AP890322-0012  303 6.85845 BM25_short 
69 0 AP891024-0063  304 6.85845 BM25_short 
69 0 AP890712-0029  305 6.85732 BM25_short 
69 0 AP891020-0148  306 6.82729 BM25_short 
69 0 AP890124-0120  307 6.80530 BM25_short 
69 0 AP890130-0050  308 6.80530 BM25_short 
69 0 AP890320-0183  309 6.80530 BM25_short 
69 0 AP890325-0074  310 6.80530 BM25_short 
69 0 AP890621-0105  311 6.80530 BM25_short 
69 0 AP891109-0150  312 6.80530 BM25_short 
69 0 AP890101-0013  313 6.78273 BM25_short 
69 0 AP890310-0117  314 6.77822 BM25_short 
69 0 AP890512-0130  315 6.77822 BM25_short 
69 0 AP890524-0001  316 6.77822 BM25_short 
69 0 AP890706-0062  317 6.77822 BM25_short 
69 0 AP891027-0062  318 6.77822 BM25_short 
69 0 AP890504-0203  319 6.77715 BM25_short 
69 0 AP891130-0023  320 6.77715 BM25_short 
69 0 AP890407-0065  321 6.76852 BM25_short 
69 0 AP890526-0129  322 6.76852 BM25_short 
69 0 AP890807-0065  323 6.76852 BM25_short 
69 0 AP890913-0135  324 6.76852 BM25_short 
69 0 AP890913-0180  325 6.76852 BM25_short 
69 0 AP891009-0095  326 6.76852 BM25_short 
69 0 AP891011-0193  327 6.76852 BM25_short 
69 0 AP890203-0133  328 6.74028 BM25_short 
69 0 AP890306-0206  329 6.74028 BM25_short 
69 0 AP890311-0104  330 6.74028 BM25_short 
69 0 AP890413-0192  331 6.74028 BM25_short 
69 0 AP890622-0078  332 6.74028 BM25_short 
69 0 AP890703-0056  333 6.74028 BM25_short 
69 0 AP890713-0013  334 6.74028 BM25_short 
69 0 AP890813-0063  335 6.74028 BM25_short 
69 0 AP890116-0108  336 6.72521 BM25_short 
69 0 AP890116-0170  337 6.72521 BM25_short 
69 0 AP890123-0219  338 6.72521 BM25_short 
69 0 AP890130-0194  339 6.72521 BM25_short 
69 0 AP890220-0157  340 6.72521 BM25_short 
69 0 AP890306-0205  341 6.72521 BM25_short 
69 0 AP890313-0173  342 6.72521 BM25_short 
69 0 AP890314-0045  343 6.72521 BM25_short 
69 0 AP890318-0156  344 6.72521 BM25_short 
69 0 AP890501-0190  345 6.72521 BM25_short 
69 0 AP890515-0007  346 6.72521 BM25_short 
69 0 AP890516-0038  347 6.72521 BM25_short 
69 0 AP890522-0273  348 6.72521 BM25_short 
69 0 AP890527-0088  349 6.72521 BM25_short 
69 0 AP890527-0089  350 6.72521 BM25_short 
69 0 AP890527-0142  351 6.72521 BM25_short 
69 0 AP890528-0087  352 6.72521 BM25_short 
69 0 AP890530-0203  353 6.72521 BM25_short 
69 0 AP890605-0112  354 6.72521 BM25_short 
69 0 AP890605-0114  355 6.72521 BM25_short 
69 0 AP890615-0041  356 6.72521 BM25_short 
69 0 AP890620-0141  357 6.72521 BM25_short 
69 0 AP890628-0098  358 6.72521 BM25_short 
69 0 AP890718-0209  359 6.72521 BM25_short 
69 0 AP890917-0061  360 6.72521 BM25_short 
69 0 AP890925-0209  361 6.72521 BM25_short 
69 0 AP891007-0036  362 6.72521 BM25_short 
69 0 AP891023-0206  363 6.72521 BM25_short 
69 0 AP891120-0159  364 6.72521 BM25_short 
69 0 AP891129-0219  365 6.72521 BM25_short 
69 0 AP891226-0036  366 6.72521 BM25_short 
69 0 AP890323-0033  367 6.72130 BM25_short 
69 0 AP890506-0139  368 6.72130 BM25_short 
69 0 AP890515-0011  369 6.72130 BM25_short 
69 0 AP890920-0174  370 6.72130 BM25_short 
69 0 AP891023-0158  371 6.72130 BM25_short 
69 0 AP891023-0161  372 6.72130 BM25_short 
69 0 AP891024-0042  373 6.72130 BM25_short 
69 0 AP891025-0085  374 6.72130 BM25_short 
69 0 AP891030-0116  375 6.72130 BM25_short 
69 0 AP890326-0025  376 6.69579 BM25_short 
69 0 AP891130-0188  377 6.69579 BM25_short 
69 0 AP890722-0109  378 6.56309 BM25_short 
69 0 AP890825-0116  379 6.56309 BM25_short 
69 0 AP890901-0081  380 6.56309 BM25_short 
69 0 AP891008-0030  381 6.56309 BM25_short 
69 0 AP890630-0228  382 6.55323 BM25_short 
69 0 AP890704-0001  383 6.55323 BM25_short 
69 0 AP890329-0054  384 6.55101 BM25_short 
69 0 AP890601-0349  385 6.55101 BM25_short 
69 0 AP890615-0085  386 6.55101 BM25_short 
69 0 AP890707-0001  387 6.55101 BM25_short 
69 0 AP890810-0175  388 6.55101 BM25_short 
69 0 AP890820-0076  389 6.55101 BM25_short 
69 0 AP891016-0033  390 6.55101 BM25_short 
69 0 AP891020-0114  391 6.55101 BM25_short 
69 0 AP891208-0115  392 6.55101 BM25_short 
69 0 AP891214-0050  393 6.55101 BM25_short 
69 0 AP890407-0122  394 6.54252 BM25_short 
69 0 AP891113-0007  395 6.54252 BM25_short 
69 0 AP890320-0184  396 6.52719 BM25_short 
69 0 AP890525-0289  397 6.52719 BM25_short 
69 0 AP890530-0128  398 6.52719 BM25_short 
69 0 AP890820-0058  399 6.52719 BM25_short 
69 0 AP890929-0129  400 6.52719 BM25_short 
69 0 AP891010-0122  401 6.52719 BM25_short 
69 0 AP891114-0042  402 6.52719 BM25_short 
69 0 AP891118-0063  403 6.52719 BM25_short 
69 0 AP891129-0246  404 6.52719 BM25_short 
69 0 AP891204-0072  405 6.52719 BM25_short 
69 0 AP890329-0085  406 6.51231 BM25_short 
69 0 AP890103-0174  407 6.50618 BM25_short 
69 0 AP890928-0217  408 6.50618 BM25_short 
69 0 AP890322-0265  409 6.49765 BM25_short 
69 0 AP890323-0007  410 6.49765 BM25_short 
69 0 AP890407-0097  411 6.49765 BM25_short 
69 0 AP890627-0071  412 6.49765 BM25_short 
69 0 AP890914-0091  413 6.49765 BM25_short 
69 0 AP890927-0119  414 6.49765 BM25_short 
69 0 AP891207-0007  415 6.49765 BM25_short 
69 0 AP890317-0090  416 6.48643 BM25_short 
69 0 AP890329-0198  417 6.48643 BM25_short 
69 0 AP890404-0071  418 6.48643 BM25_short 
69 0 AP890410-0083  419 6.48643 BM25_short 
69 0 AP891108-0010  420 6.48643 BM25_short 
69 0 AP890113-0138  421 6.48032 BM25_short 
69 0 AP890514-0077  422 6.48032 BM25_short 
69 0 AP890523-0086  423 6.48032 BM25_short 
69 0 AP890612-0059  424 6.48032 BM25_short 
69 0 AP890629-0162  425 6.48032 BM25_short 
69 0 AP890705-0113  426 6.48032 BM25_short 
69 0 AP890706-0135  427 6.48032 BM25_short 
69 0 AP890925-0060  428 6.48032 BM25_short 
69 0 AP891021-0081  429 6.48032 BM25_short 
69 0 AP891207-0034  430 6.48032 BM25_short 
69 0 AP891213-0160  431 6.48032 BM25_short 
69 0 AP890110-0201  432 6.47548 BM25_short 
69 0 AP890126-0268  433 6.47548 BM25_short 
69 0 AP890216-0089  434 6.47548 BM25_short 
69 0 AP890216-0238  435 6.47548 BM25_short 
69 0 AP890228-0243  436 6.47548 BM25_short 
69 0 AP890525-0033  437 6.47548 BM25_short 
69 0 AP890726-0149  438 6.47548 BM25_short 
69 0 AP890804-0146  439 6.47548 BM25_short 
69 0 AP890818-0056  440 6.47548 BM25_short 
69 0 AP890824-0111  441 6.47548 BM25_short 
69 0 AP890830-0011  442 6.47548 BM25_short 
69 0 AP890927-0205  443 6.47548 BM25_short 
69 0 AP891004-0049  444 6.47548 BM25_short 
69 0 AP891115-0114  445 6.47548 BM25_short 
