51 0 AP890518-0275    1 0.54291 VSM_long 
74 0 AP891106-0065  554 0.05228 VSM_long 
74 0 AP890514-0039  555 0.05227 VSM_long 
74 0 AP891114-0046  556 0.05225 VSM_long 
74 0 AP890611-0062  557 0.05224 VSM_long 
74 0 AP890317-0143  558 0.05222 VSM_long 
74 0 AP890629-0167  559 0.05220 VSM_long 
74 0 AP891128-0075  560 0.05218 VSM_long 
74 0 AP890825-0017  561 0.05210 VSM_long 
74 0 AP890922-0112  562 0.05204 VSM_long 
74 0 AP890729-0039  563 0.05202 VSM_long 
74 0 AP891203-0023  564 0.05200 VSM_long 
74 0 AP890718-0281  565 0.05200 VSM_long 
74 0 AP890330-0013  566 0.05199 VSM_long 
74 0 AP891117-0201  567 0.05195 VSM_long 
74 0 AP891122-0001  568 0.05195 VSM_long 
74 0 AP890323-0020  569 0.05187 VSM_long 
74 0 AP891206-0073  570 0.05187 VSM_long 
74 0 AP890630-0242  571 0.05186 VSM_long 
74 0 AP890125-0173  572 0.05185 VSM_long 
74 0 AP890210-0211  573 0.05184 VSM_long 
74 0 AP891005-0105  574 0.05182 VSM_long 
74 0 AP890601-0126  575 0.05180 VSM_long 
74 0 AP890310-0310  576 0.05178 VSM_long 
74 0 AP891030-0205  577 0.05173 VSM_long 
74 0 AP890419-0216  578 0.05172 VSM_long 
74 0 AP891116-0006  579 0.05168 VSM_long 
74 0 AP891219-0169  580 0.05167 VSM_long 
74 0 AP891007-0121  581 0.05166 VSM_long 
74 0 AP890208-0244  582 0.05160 VSM_long 
74 0 AP890417-0102  583 0.05158 VSM_long 
74 0 AP890424-0096  584 0.05158 VSM_long 
74 0 AP890119-0036  585 0.05152 VSM_long 
74 0 AP890118-0250  586 0.05151 VSM_long 
74 0 AP890427-0082  587 0.05148 VSM_long 
74 0 AP890518-0170  588 0.05146 VSM_long 
74 0 AP891121-0130  589 0.05142 VSM_long 
74 0 AP890919-0163  590 0.05142 VSM_long 
74 0 AP890811-0043  591 0.05139 VSM_long 
74 0 AP890707-0010  592 0.05138 VSM_long 
74 0 AP890413-0095  593 0.05136 VSM_long 
74 0 AP890319-0035  594 0.05136 VSM_long 
74 0 AP890714-0057  595 0.05133 VSM_long 
74 0 AP890821-0095  596 0.05127 VSM_long 
74 0 AP890627-0119  597 0.05124 VSM_long 
74 0 AP890725-0036  598 0.05123 VSM_long 
74 0 AP890523-0037  599 0.05122 VSM_long 
74 0 AP890426-0065  600 0.05121 VSM_long 
74 0 AP890609-0080  601 0.05117 VSM_long 
74 0 AP890710-0119  602 0.05117 VSM_long 
74 0 AP890424-0119  603 0.05116 VSM_long 
74 0 AP890505-0076  604 0.05113 VSM_long 
74 0 AP890803-0220  605 0.05110 VSM_long 
74 0 AP891107-0293  606 0.05109 VSM_long 
74 0 AP891031-0177  607 0.05108 VSM_long 
74 0 AP890319-0058  608 0.05108 VSM_long 
74 0 AP890109-0194  609 0.05108 VSM_long 
74 0 AP890426-0039  610 0.05107 VSM_long 
74 0 AP891223-0004  611 0.05102 VSM_long 
74 0 AP890721-0056  612 0.05098 VSM_long 
74 0 AP891018-0236  613 0.05098 VSM_long 
74 0 AP890913-0043  614 0.05094 VSM_long 
74 0 AP891101-0023  615 0.05094 VSM_long 
74 0 AP891028-0043  616 0.05093 VSM_long 
74 0 AP890301-0308  617 0.05086 VSM_long 
74 0 AP890107-0104  618 0.05083 VSM_long 
74 0 AP891114-0151  619 0.05082 VSM_long 
74 0 AP890607-0222  620 0.05081 VSM_long 
74 0 AP890314-0183  621 0.05081 VSM_long 
74 0 AP890127-0106  622 0.05076 VSM_long 
74 0 AP890328-0175  623 0.05073 VSM_long 
74 0 AP890830-0146  624 0.05072 VSM_long 
74 0 AP890524-0275  625 0.05071 VSM_long 
74 0 AP891215-0095  626 0.05071 VSM_long 
74 0 AP890831-0029  627 0.05069 VSM_long 
74 0 AP890128-0144  628 0.05068 VSM_long 
74 0 AP890729-0113  629 0.05068 VSM_long 
74 0 AP891122-0212  630 0.05067 VSM_long 
74 0 AP890819-0087  631 0.05057 VSM_long 
74 0 AP890117-0153  632 0.05057 VSM_long 
74 0 AP890807-0123  633 0.05055 VSM_long 
74 0 AP891006-0030  634 0.05053 VSM_long 
74 0 AP890921-0122  635 0.05050 VSM_long 
74 0 AP890802-0025  636 0.05048 VSM_long 
74 0 AP890427-0087  637 0.05047 VSM_long 
74 0 AP890422-0083  638 0.05046 VSM_long 
74 0 AP891230-0083  639 0.05045 VSM_long 
74 0 AP890320-0195  640 0.05043 VSM_long 
74 0 AP890731-0164  641 0.05042 VSM_long 
74 0 AP890911-0085  642 0.05041 VSM_long 
74 0 AP891124-0058  643 0.05037 VSM_long 
74 0 AP891010-0059  644 0.05035 VSM_long 
74 0 AP891115-0195  645 0.05030 VSM_long 
74 0 AP890929-0154  646 0.05028 VSM_long 
74 0 AP890107-0135  647 0.05027 VSM_long 
74 0 AP890110-0117  648 0.05024 VSM_long 
74 0 AP890105-0268  649 0.05024 VSM_long 
74 0 AP890413-0033  650 0.05023 VSM_long 
74 0 AP890724-0152  651 0.05019 VSM_long 
74 0 AP890713-0192  652 0.05019 VSM_long 
74 0 AP891102-0298  653 0.05017 VSM_long 
74 0 AP890907-0066  654 0.05017 VSM_long 
74 0 AP890418-0177  655 0.05014 VSM_long 
74 0 AP891031-0185  656 0.05014 VSM_long 
74 0 AP890522-0018  657 0.05011 VSM_long 
74 0 AP890207-0069  658 0.05007 VSM_long 
74 0 AP890130-0034  659 0.05007 VSM_long 
74 0 AP890517-0283  660 0.05004 VSM_long 
74 0 AP890916-0079  661 0.05003 VSM_long 
74 0 AP890110-0067  662 0.05002 VSM_long 
74 0 AP890318-0164  663 0.04999 VSM_long 
74 0 AP891104-0014  664 0.04999 VSM_long 
74 0 AP890728-0074  665 0.04999 VSM_long 
74 0 AP890714-0162  666 0.04998 VSM_long 
74 0 AP890808-0030  667 0.04997 VSM_long 
74 0 AP890110-0184  668 0.04996 VSM_long 
74 0 AP890131-0143  669 0.04996 VSM_long 
74 0 AP890711-0209  670 0.04994 VSM_long 
74 0 AP890418-0014  671 0.04992 VSM_long 
74 0 AP890307-0094  672 0.04989 VSM_long 
74 0 AP891017-0071  673 0.04984 VSM_long 
74 0 AP890425-0011  674 0.04983 VSM_long 
74 0 AP891108-0251  675 0.04983 VSM_long 
74 0 AP891202-0038  676 0.04982 VSM_long 
74 0 AP890724-0159  677 0.04980 VSM_long 
74 0 AP890202-0095  678 0.04979 VSM_long 
74 0 AP890124-0219  679 0.04977 VSM_long 
74 0 AP890828-0044  680 0.04977 VSM_long 
74 0 AP890117-0174  681 0.04976 VSM_long 
74 0 AP890123-0095  682 0.04975 VSM_long 
74 0 AP890712-0124  683 0.04975 VSM_long 
74 0 AP890913-0129  684 0.04974 VSM_long 
74 0 AP891116-0218  685 0.04974 VSM_long 
74 0 AP890613-0075  686 0.04969 VSM_long 
74 0 AP891010-0171  687 0.04969 VSM_long 
74 0 AP891011-0213  688 0.04968 VSM_long 
74 0 AP890718-0185  689 0.04958 VSM_long 
74 0 AP891107-0227  690 0.04955 VSM_long 
74 0 AP890828-0082  691 0.04953 VSM_long 
74 0 AP890812-0043  692 0.04938 VSM_long 
74 0 AP891030-0264  693 0.04938 VSM_long 
74 0 AP890125-0256  694 0.04937 VSM_long 
74 0 AP890825-0174  695 0.04930 VSM_long 
74 0 AP890505-0123  696 0.04929 VSM_long 
74 0 AP891113-0017  697 0.04925 VSM_long 
74 0 AP891120-0067  698 0.04923 VSM_long 
74 0 AP891127-0015  699 0.04921 VSM_long 
74 0 AP891207-0160  700 0.04917 VSM_long 
74 0 AP890428-0082  701 0.04916 VSM_long 
74 0 AP890207-0249  702 0.04914 VSM_long 
74 0 AP890226-0103  703 0.04914 VSM_long 
74 0 AP890427-0031  704 0.04913 VSM_long 
74 0 AP890512-0117  705 0.04911 VSM_long 
74 0 AP890826-0024  706 0.04908 VSM_long 
74 0 AP891110-0087  707 0.04904 VSM_long 
74 0 AP890208-0128  708 0.04903 VSM_long 
74 0 AP890330-0147  709 0.04903 VSM_long 
74 0 AP891214-0102  710 0.04902 VSM_long 
74 0 AP890221-0156  711 0.04902 VSM_long 
74 0 AP890509-0151  712 0.04901 VSM_long 
74 0 AP890907-0228  713 0.04895 VSM_long 
74 0 AP890502-0065  714 0.04887 VSM_long 
74 0 AP890421-0169  715 0.04886 VSM_long 
74 0 AP891023-0196  716 0.04881 VSM_long 
74 0 AP890914-0182  717 0.04879 VSM_long 
74 0 AP890206-0111  718 0.04873 VSM_long 
74 0 AP890308-0124  719 0.04873 VSM_long 
74 0 AP891018-0217  720 0.04873 VSM_long 
74 0 AP890516-0174  721 0.04873 VSM_long 
74 0 AP890219-0068  722 0.04870 VSM_long 
74 0 AP890222-0206  723 0.04870 VSM_long 
74 0 AP890929-0050  724 0.04869 VSM_long 
74 0 AP891017-0167  725 0.04869 VSM_long 
74 0 AP890719-0149  726 0.04867 VSM_long 
74 0 AP890617-0031  727 0.04866 VSM_long 
74 0 AP890816-0024  728 0.04865 VSM_long 
74 0 AP890524-0098  729 0.04864 VSM_long 
74 0 AP890208-0163  730 0.04863 VSM_long 
74 0 AP890112-0028  731 0.04860 VSM_long 
74 0 AP890829-0029  732 0.04860 VSM_long 
74 0 AP890210-0134  733 0.04859 VSM_long 
74 0 AP890326-0082  734 0.04859 VSM_long 
74 0 AP890428-0191  735 0.04850 VSM_long 
74 0 AP890910-0023  736 0.04848 VSM_long 
74 0 AP890726-0246  737 0.04847 VSM_long 
74 0 AP890616-0135  738 0.04846 VSM_long 
74 0 AP890330-0261  739 0.04845 VSM_long 
74 0 AP890524-0199  740 0.04835 VSM_long 
74 0 AP890118-0232  741 0.04834 VSM_long 
74 0 AP891011-0276  742 0.04832 VSM_long 
74 0 AP891207-0094  743 0.04832 VSM_long 
74 0 AP890603-0078  744 0.04823 VSM_long 
74 0 AP890603-0083  745 0.04823 VSM_long 
74 0 AP890605-0015  746 0.04821 VSM_long 
74 0 AP891114-0170  747 0.04821 VSM_long 
74 0 AP890109-0102  748 0.04819 VSM_long 
74 0 AP891017-0175  749 0.04819 VSM_long 
74 0 AP890531-0101  750 0.04812 VSM_long 
74 0 AP891114-0109  751 0.04811 VSM_long 
74 0 AP891030-0125  752 0.04810 VSM_long 
74 0 AP890404-0022  753 0.04808 VSM_long 
74 0 AP891116-0172  754 0.04807 VSM_long 
74 0 AP890811-0108  755 0.04803 VSM_long 
74 0 AP890128-0151  756 0.04801 VSM_long 
74 0 AP891117-0178  757 0.04799 VSM_long 
74 0 AP890513-0105  758 0.04796 VSM_long 
74 0 AP890502-0160  759 0.04796 VSM_long 
74 0 AP890811-0135  760 0.04792 VSM_long 
74 0 AP890418-0109  761 0.04788 VSM_long 
74 0 AP890926-0192  762 0.04784 VSM_long 
74 0 AP890828-0229  763 0.04784 VSM_long 
74 0 AP890603-0067  764 0.04781 VSM_long 
74 0 AP890107-0080  765 0.04780 VSM_long 
74 0 AP890901-0185  766 0.04779 VSM_long 
74 0 AP890210-0292  767 0.04779 VSM_long 
74 0 AP890225-0079  768 0.04768 VSM_long 
74 0 AP890602-0166  769 0.04767 VSM_long 
74 0 AP890314-0152  770 0.04765 VSM_long 
74 0 AP890623-0242  771 0.04765 VSM_long 
74 0 AP891009-0084  772 0.04763 VSM_long 
74 0 AP890824-0029  773 0.04760 VSM_long 
74 0 AP890602-0092  774 0.04757 VSM_long 
74 0 AP890218-0088  775 0.04755 VSM_long 
74 0 AP890119-0088  776 0.04753 VSM_long 
74 0 AP891031-0055  777 0.04751 VSM_long 
74 0 AP890808-0038  778 0.04747 VSM_long 
74 0 AP891229-0036  779 0.04747 VSM_long 
74 0 AP890621-0233  780 0.04745 VSM_long 
74 0 AP890327-0008  781 0.04743 VSM_long 
74 0 AP890823-0032  782 0.04742 VSM_long 
74 0 AP890505-0065  783 0.04738 VSM_long 
74 0 AP890623-0162  784 0.04730 VSM_long 
74 0 AP890831-0145  785 0.04724 VSM_long 
74 0 AP890228-0122  786 0.04716 VSM_long 
74 0 AP890629-0056  787 0.04715 VSM_long 
74 0 AP890921-0054  788 0.04713 VSM_long 
74 0 AP890508-0150  789 0.04713 VSM_long 
74 0 AP890809-0129  790 0.04713 VSM_long 
74 0 AP890724-0095  791 0.04712 VSM_long 
74 0 AP890908-0075  792 0.04712 VSM_long 
74 0 AP890106-0038  793 0.04712 VSM_long 
74 0 AP891217-0026  794 0.04710 VSM_long 
74 0 AP891225-0114  795 0.04709 VSM_long 
74 0 AP890319-0095  796 0.04706 VSM_long 
74 0 AP890112-0144  797 0.04705 VSM_long 
74 0 AP891121-0105  798 0.04704 VSM_long 
74 0 AP890304-0074  799 0.04704 VSM_long 
74 0 AP891211-0017  800 0.04703 VSM_long 
74 0 AP890104-0049  801 0.04702 VSM_long 
74 0 AP890104-0129  802 0.04702 VSM_long 
74 0 AP890113-0083  803 0.04701 VSM_long 
74 0 AP891017-0130  804 0.04700 VSM_long 
74 0 AP890320-0016  805 0.04699 VSM_long 
74 0 AP890612-0031  806 0.04699 VSM_long 
74 0 AP890203-0212  807 0.04698 VSM_long 
74 0 AP890623-0099  808 0.04697 VSM_long 
74 0 AP891214-0139  809 0.04697 VSM_long 
74 0 AP890323-0237  810 0.04697 VSM_long 
74 0 AP890713-0236  811 0.04691 VSM_long 
74 0 AP890116-0082  812 0.04689 VSM_long 
74 0 AP890511-0125  813 0.04689 VSM_long 
74 0 AP890315-0136  814 0.04688 VSM_long 
74 0 AP890221-0114  815 0.04685 VSM_long 
74 0 AP890325-0010  816 0.04684 VSM_long 
74 0 AP890508-0174  817 0.04684 VSM_long 
74 0 AP890122-0018  818 0.04684 VSM_long 
74 0 AP890517-0107  819 0.04684 VSM_long 
74 0 AP890615-0022  820 0.04683 VSM_long 
74 0 AP890707-0106  821 0.04683 VSM_long 
74 0 AP890706-0030  822 0.04681 VSM_long 
74 0 AP890106-0078  823 0.04680 VSM_long 
74 0 AP890126-0211  824 0.04680 VSM_long 
74 0 AP890724-0117  825 0.04679 VSM_long 
74 0 AP890211-0018  826 0.04678 VSM_long 
74 0 AP891012-0104  827 0.04677 VSM_long 
74 0 AP890405-0113  828 0.04672 VSM_long 
74 0 AP890920-0069  829 0.04672 VSM_long 
74 0 AP891019-0136  830 0.04672 VSM_long 
74 0 AP890429-0088  831 0.04670 VSM_long 
74 0 AP890203-0096  832 0.04670 VSM_long 
74 0 AP890302-0050  833 0.04669 VSM_long 
74 0 AP891030-0086  834 0.04668 VSM_long 
74 0 AP890228-0091  835 0.04663 VSM_long 
74 0 AP890816-0199  836 0.04660 VSM_long 
74 0 AP890309-0164  837 0.04659 VSM_long 
74 0 AP891107-0263  838 0.04659 VSM_long 
74 0 AP890707-0235  839 0.04659 VSM_long 
74 0 AP890706-0103  840 0.04654 VSM_long 
74 0 AP890619-0087  841 0.04653 VSM_long 
74 0 AP890215-0054  842 0.04653 VSM_long 
74 0 AP890712-0204  843 0.04647 VSM_long 
74 0 AP890201-0089  844 0.04645 VSM_long 
74 0 AP890509-0129  845 0.04645 VSM_long 
74 0 AP890804-0073  846 0.04644 VSM_long 
74 0 AP890325-0003  847 0.04643 VSM_long 
74 0 AP891004-0141  848 0.04643 VSM_long 
74 0 AP890926-0132  849 0.04640 VSM_long 
74 0 AP891206-0094  850 0.04639 VSM_long 
74 0 AP891005-0080  851 0.04638 VSM_long 
74 0 AP890617-0048  852 0.04633 VSM_long 
74 0 AP890919-0182  853 0.04632 VSM_long 
74 0 AP890214-0001  854 0.04625 VSM_long 
74 0 AP890426-0094  855 0.04625 VSM_long 
74 0 AP891206-0163  856 0.04623 VSM_long 
74 0 AP891212-0101  857 0.04623 VSM_long 
74 0 AP890503-0099  858 0.04618 VSM_long 
74 0 AP890804-0038  859 0.04618 VSM_long 
74 0 AP890202-0179  860 0.04617 VSM_long 
74 0 AP890905-0137  861 0.04616 VSM_long 
74 0 AP890906-0031  862 0.04616 VSM_long 
74 0 AP890203-0138  863 0.04616 VSM_long 
74 0 AP890319-0060  864 0.04614 VSM_long 
74 0 AP890828-0015  865 0.04611 VSM_long 
74 0 AP890912-0058  866 0.04610 VSM_long 
74 0 AP891214-0213  867 0.04609 VSM_long 
74 0 AP890606-0042  868 0.04607 VSM_long 
74 0 AP890227-0026  869 0.04607 VSM_long 
74 0 AP890803-0185  870 0.04607 VSM_long 
74 0 AP890103-0004  871 0.04606 VSM_long 
74 0 AP890505-0018  872 0.04606 VSM_long 
74 0 AP890503-0182  873 0.04605 VSM_long 
74 0 AP890911-0255  874 0.04604 VSM_long 
74 0 AP890103-0246  875 0.04602 VSM_long 
74 0 AP890218-0018  876 0.04601 VSM_long 
74 0 AP890317-0069  877 0.04597 VSM_long 
74 0 AP890118-0148  878 0.04597 VSM_long 
74 0 AP890512-0172  879 0.04596 VSM_long 
74 0 AP890114-0001  880 0.04593 VSM_long 
74 0 AP890924-0082  881 0.04593 VSM_long 
74 0 AP890528-0070  882 0.04592 VSM_long 
74 0 AP891014-0020  883 0.04591 VSM_long 
74 0 AP890203-0277  884 0.04590 VSM_long 
74 0 AP890324-0069  885 0.04589 VSM_long 
74 0 AP891128-0189  886 0.04589 VSM_long 
74 0 AP890117-0161  887 0.04587 VSM_long 
74 0 AP891229-0212  888 0.04586 VSM_long 
74 0 AP890104-0073  889 0.04586 VSM_long 
74 0 AP891018-0176  890 0.04585 VSM_long 
74 0 AP890119-0257  891 0.04585 VSM_long 
74 0 AP891218-0180  892 0.04585 VSM_long 
74 0 AP890713-0209  893 0.04581 VSM_long 
74 0 AP890107-0086  894 0.04581 VSM_long 
74 0 AP890727-0122  895 0.04577 VSM_long 
74 0 AP891112-0047  896 0.04575 VSM_long 
74 0 AP890708-0048  897 0.04574 VSM_long 
74 0 AP890301-0257  898 0.04573 VSM_long 
74 0 AP890728-0188  899 0.04572 VSM_long 
74 0 AP890304-0097  900 0.04565 VSM_long 
74 0 AP890903-0028  901 0.04560 VSM_long 
74 0 AP890216-0096  902 0.04559 VSM_long 
74 0 AP890112-0054  903 0.04556 VSM_long 
74 0 AP890925-0070  904 0.04556 VSM_long 
74 0 AP890305-0023  905 0.04556 VSM_long 
74 0 AP891017-0125  906 0.04555 VSM_long 
74 0 AP890617-0130  907 0.04554 VSM_long 
74 0 AP890226-0098  908 0.04554 VSM_long 
74 0 AP890816-0042  909 0.04543 VSM_long 
74 0 AP890928-0085  910 0.04542 VSM_long 
74 0 AP890109-0190  911 0.04541 VSM_long 
74 0 AP891106-0274  912 0.04536 VSM_long 
74 0 AP890718-0104  913 0.04535 VSM_long 
74 0 AP890125-0086  914 0.04535 VSM_long 
74 0 AP890926-0045  915 0.04535 VSM_long 
74 0 AP890926-0244  916 0.04535 VSM_long 
74 0 AP890821-0237  917 0.04535 VSM_long 
74 0 AP891227-0096  918 0.04531 VSM_long 
74 0 AP891222-0017  919 0.04530 VSM_long 
74 0 AP890310-0124  920 0.04528 VSM_long 
74 0 AP890612-0007  921 0.04527 VSM_long 
74 0 AP890226-0062  922 0.04527 VSM_long 
74 0 AP891202-0061  923 0.04522 VSM_long 
74 0 AP890622-0111  924 0.04519 VSM_long 
74 0 AP891223-0011  925 0.04516 VSM_long 
74 0 AP890216-0017  926 0.04513 VSM_long 
74 0 AP890418-0072  927 0.04511 VSM_long 
74 0 AP890417-0115  928 0.04510 VSM_long 
74 0 AP890509-0059  929 0.04507 VSM_long 
74 0 AP890116-0109  930 0.04506 VSM_long 
74 0 AP891215-0266  931 0.04506 VSM_long 
74 0 AP891004-0113  932 0.04505 VSM_long 
74 0 AP890728-0021  933 0.04504 VSM_long 
74 0 AP890610-0025  934 0.04504 VSM_long 
74 0 AP891024-0176  935 0.04503 VSM_long 
74 0 AP891002-0173  936 0.04503 VSM_long 
74 0 AP890815-0089  937 0.04503 VSM_long 
74 0 AP891003-0157  938 0.04500 VSM_long 
74 0 AP890711-0231  939 0.04499 VSM_long 
74 0 AP891120-0124  940 0.04498 VSM_long 
74 0 AP890912-0071  941 0.04496 VSM_long 
74 0 AP890512-0256  942 0.04495 VSM_long 
74 0 AP890108-0045  943 0.04494 VSM_long 
74 0 AP890629-0122  944 0.04491 VSM_long 
74 0 AP890113-0262  945 0.04490 VSM_long 
74 0 AP890714-0215  946 0.04490 VSM_long 
74 0 AP890314-0055  947 0.04488 VSM_long 
74 0 AP890210-0190  948 0.04485 VSM_long 
74 0 AP890314-0164  949 0.04480 VSM_long 
74 0 AP890919-0084  950 0.04479 VSM_long 
74 0 AP890504-0146  951 0.04478 VSM_long 
74 0 AP890605-0160  952 0.04472 VSM_long 
74 0 AP890518-0102  953 0.04472 VSM_long 
74 0 AP891004-0135  954 0.04471 VSM_long 
74 0 AP890806-0067  955 0.04471 VSM_long 
74 0 AP890103-0133  956 0.04470 VSM_long 
74 0 AP890410-0129  957 0.04470 VSM_long 
74 0 AP890414-0030  958 0.04470 VSM_long 
74 0 AP890726-0066  959 0.04469 VSM_long 
74 0 AP891219-0145  960 0.04462 VSM_long 
74 0 AP890110-0031  961 0.04461 VSM_long 
74 0 AP891001-0047  962 0.04460 VSM_long 
74 0 AP890301-0137  963 0.04460 VSM_long 
74 0 AP890210-0206  964 0.04459 VSM_long 
74 0 AP890110-0127  965 0.04458 VSM_long 
74 0 AP890329-0107  966 0.04456 VSM_long 
74 0 AP891028-0015  967 0.04455 VSM_long 
74 0 AP890106-0010  968 0.04453 VSM_long 
74 0 AP891103-0271  969 0.04451 VSM_long 
74 0 AP890617-0081  970 0.04447 VSM_long 
74 0 AP891214-0052  971 0.04446 VSM_long 
74 0 AP890601-0013  972 0.04446 VSM_long 
74 0 AP890302-0297  973 0.04445 VSM_long 
74 0 AP890718-0244  974 0.04444 VSM_long 
74 0 AP890925-0018  975 0.04443 VSM_long 
74 0 AP890630-0147  976 0.04443 VSM_long 
74 0 AP890830-0091  977 0.04441 VSM_long 
74 0 AP890511-0187  978 0.04438 VSM_long 
74 0 AP890630-0093  979 0.04438 VSM_long 
74 0 AP890217-0055  980 0.04438 VSM_long 
74 0 AP890120-0222  981 0.04438 VSM_long 
74 0 AP890527-0118  982 0.04436 VSM_long 
74 0 AP890427-0236  983 0.04436 VSM_long 
74 0 AP890407-0127  984 0.04429 VSM_long 
74 0 AP890128-0073  985 0.04429 VSM_long 
74 0 AP890128-0143  986 0.04429 VSM_long 
74 0 AP890616-0123  987 0.04427 VSM_long 
74 0 AP890112-0243  988 0.04426 VSM_long 
74 0 AP890328-0106  989 0.04425 VSM_long 
74 0 AP890807-0082  990 0.04425 VSM_long 
74 0 AP890109-0221  991 0.04421 VSM_long 
74 0 AP890130-0118  992 0.04416 VSM_long 
74 0 AP890721-0194  993 0.04411 VSM_long 
74 0 AP891227-0067  994 0.04409 VSM_long 
74 0 AP891208-0192  995 0.04408 VSM_long 
74 0 AP890208-0158  996 0.04407 VSM_long 
74 0 AP890724-0147  997 0.04401 VSM_long 
74 0 AP890507-0034  998 0.04400 VSM_long 
74 0 AP891216-0149  999 0.04393 VSM_long 
74 0 AP890503-0131 1000 0.04393 VSM_long 
75 0 AP891023-0144    1 0.26161 VSM_long 
75 0 AP890824-0196    2 0.19174 VSM_long 
75 0 AP890412-0220    3 0.18844 VSM_long 
75 0 AP890421-0169    4 0.18656 VSM_long 
75 0 AP890501-0245    5 0.17021 VSM_long 
75 0 AP890126-0088    6 0.15860 VSM_long 
75 0 AP891012-0017    7 0.15641 VSM_long 
75 0 AP890906-0041    8 0.15182 VSM_long 
75 0 AP891101-0172    9 0.13760 VSM_long 
75 0 AP890725-0052   10 0.13750 VSM_long 
75 0 AP890313-0075   11 0.13526 VSM_long 
75 0 AP891024-0027   12 0.13222 VSM_long 
75 0 AP890417-0139   13 0.13117 VSM_long 
75 0 AP890109-0190   14 0.12991 VSM_long 
75 0 AP890905-0059   15 0.12989 VSM_long 
75 0 AP890505-0172   16 0.12835 VSM_long 
75 0 AP890209-0218   17 0.12720 VSM_long 
75 0 AP890304-0112   18 0.12707 VSM_long 
75 0 AP890208-0314   19 0.12656 VSM_long 
75 0 AP890505-0065   20 0.12543 VSM_long 
75 0 AP890619-0177   21 0.12301 VSM_long 
75 0 AP890731-0258   22 0.12243 VSM_long 
75 0 AP890301-0127   23 0.12219 VSM_long 
75 0 AP891222-0235   24 0.12207 VSM_long 
75 0 AP890511-0272   25 0.12189 VSM_long 
75 0 AP890124-0003   26 0.12186 VSM_long 
75 0 AP890124-0175   27 0.12186 VSM_long 
75 0 AP890521-0015   28 0.12160 VSM_long 
75 0 AP890724-0185   29 0.12082 VSM_long 
75 0 AP891004-0104   30 0.12079 VSM_long 
75 0 AP890615-0217   31 0.11992 VSM_long 
75 0 AP890619-0249   32 0.11992 VSM_long 
75 0 AP890318-0157   33 0.11923 VSM_long 
75 0 AP890127-0270   34 0.11719 VSM_long 
75 0 AP891019-0250   35 0.11708 VSM_long 
75 0 AP890513-0112   36 0.11602 VSM_long 
75 0 AP891011-0112   37 0.11515 VSM_long 
75 0 AP890728-0185   38 0.11480 VSM_long 
75 0 AP890112-0026   39 0.11458 VSM_long 
75 0 AP891228-0077   40 0.11398 VSM_long 
75 0 AP891228-0144   41 0.11383 VSM_long 
75 0 AP890305-0012   42 0.11320 VSM_long 
75 0 AP890619-0167   43 0.11207 VSM_long 
75 0 AP890405-0134   44 0.11140 VSM_long 
75 0 AP891118-0104   45 0.11125 VSM_long 
75 0 AP890816-0024   46 0.11085 VSM_long 
75 0 AP890908-0236   47 0.11080 VSM_long 
75 0 AP890125-0007   48 0.11063 VSM_long 
75 0 AP890221-0082   49 0.11061 VSM_long 
75 0 AP890518-0096   50 0.11055 VSM_long 
75 0 AP890313-0180   51 0.11034 VSM_long 
75 0 AP890401-0053   52 0.10963 VSM_long 
75 0 AP890912-0252   53 0.10955 VSM_long 
75 0 AP890408-0099   54 0.10941 VSM_long 
75 0 AP890831-0179   55 0.10930 VSM_long 
75 0 AP891102-0235   56 0.10911 VSM_long 
75 0 AP891031-0055   57 0.10854 VSM_long 
75 0 AP890725-0124   58 0.10823 VSM_long 
75 0 AP891222-0141   59 0.10820 VSM_long 
75 0 AP890131-0240   60 0.10820 VSM_long 
75 0 AP890407-0110   61 0.10802 VSM_long 
75 0 AP890313-0230   62 0.10765 VSM_long 
75 0 AP891206-0014   63 0.10629 VSM_long 
75 0 AP890913-0102   64 0.10598 VSM_long 
75 0 AP890807-0089   65 0.10572 VSM_long 
75 0 AP890115-0037   66 0.10571 VSM_long 
75 0 AP890925-0171   67 0.10551 VSM_long 
75 0 AP890215-0021   68 0.10512 VSM_long 
75 0 AP890906-0010   69 0.10483 VSM_long 
75 0 AP890913-0238   70 0.10444 VSM_long 
75 0 AP890902-0038   71 0.10338 VSM_long 
75 0 AP890406-0194   72 0.10333 VSM_long 
75 0 AP890507-0096   73 0.10315 VSM_long 
75 0 AP891214-0177   74 0.10303 VSM_long 
75 0 AP890211-0129   75 0.10254 VSM_long 
75 0 AP891214-0126   76 0.10141 VSM_long 
75 0 AP890914-0069   77 0.10136 VSM_long 
75 0 AP890822-0041   78 0.10050 VSM_long 
75 0 AP891117-0146   79 0.09967 VSM_long 
75 0 AP891103-0263   80 0.09939 VSM_long 
75 0 AP891105-0089   81 0.09939 VSM_long 
75 0 AP890330-0147   82 0.09913 VSM_long 
75 0 AP890406-0262   83 0.09901 VSM_long 
75 0 AP890428-0082   84 0.09893 VSM_long 
75 0 AP891006-0094   85 0.09893 VSM_long 
75 0 AP890210-0130   86 0.09891 VSM_long 
75 0 AP890515-0185   87 0.09878 VSM_long 
75 0 AP890203-0025   88 0.09859 VSM_long 
