51 0 AP891126-0082    1 0.44663 TREC_long 
24894 0 AP891215-0104  844 0.03584 TREC_long 
24895 0 AP890623-0059  845 0.03584 TREC_long 
24896 0 AP890125-0151  846 0.03584 TREC_long 
24897 0 AP890414-0121  847 0.03584 TREC_long 
24898 0 AP890426-0087  848 0.03583 TREC_long 
24899 0 AP890425-0226  849 0.03582 TREC_long 
24900 0 AP890628-0192  850 0.03579 TREC_long 
24901 0 AP890125-0040  851 0.03579 TREC_long 
24902 0 AP890110-0186  852 0.03578 TREC_long 
24903 0 AP891121-0074  853 0.03578 TREC_long 
24904 0 AP891222-0156  854 0.03578 TREC_long 
24905 0 AP890102-0077  855 0.03578 TREC_long 
24906 0 AP890826-0068  856 0.03578 TREC_long 
24907 0 AP890903-0068  857 0.03578 TREC_long 
24908 0 AP890726-0139  858 0.03569 TREC_long 
24909 0 AP890507-0047  859 0.03568 TREC_long 
24910 0 AP891025-0055  860 0.03567 TREC_long 
24911 0 AP890802-0007  861 0.03567 TREC_long 
24912 0 AP891026-0152  862 0.03562 TREC_long 
24913 0 AP891215-0155  863 0.03562 TREC_long 
24914 0 AP890127-0053  864 0.03562 TREC_long 
24915 0 AP890303-0154  865 0.03560 TREC_long 
24916 0 AP890615-0299  866 0.03558 TREC_long 
24917 0 AP890509-0235  867 0.03555 TREC_long 
24918 0 AP890613-0265  868 0.03555 TREC_long 
24919 0 AP890914-0069  869 0.03550 TREC_long 
24920 0 AP891128-0182  870 0.03548 TREC_long 
24921 0 AP890411-0228  871 0.03544 TREC_long 
24922 0 AP890809-0281  872 0.03544 TREC_long 
24923 0 AP890906-0037  873 0.03544 TREC_long 
24924 0 AP890111-0114  874 0.03542 TREC_long 
24925 0 AP890403-0073  875 0.03542 TREC_long 
24926 0 AP890620-0220  876 0.03542 TREC_long 
24927 0 AP890113-0286  877 0.03542 TREC_long 
24928 0 AP891014-0132  878 0.03536 TREC_long 
24929 0 AP890524-0275  879 0.03536 TREC_long 
24930 0 AP890123-0068  880 0.03536 TREC_long 
24931 0 AP890705-0087  881 0.03536 TREC_long 
24932 0 AP890412-0171  882 0.03536 TREC_long 
24933 0 AP890502-0115  883 0.03533 TREC_long 
24934 0 AP890412-0121  884 0.03532 TREC_long 
24935 0 AP890418-0306  885 0.03530 TREC_long 
24936 0 AP891109-0176  886 0.03530 TREC_long 
24937 0 AP890125-0007  887 0.03528 TREC_long 
24938 0 AP891011-0283  888 0.03524 TREC_long 
24939 0 AP890620-0030  889 0.03524 TREC_long 
24940 0 AP890425-0043  890 0.03524 TREC_long 
24941 0 AP890425-0119  891 0.03522 TREC_long 
24942 0 AP891125-0042  892 0.03521 TREC_long 
24943 0 AP890614-0236  893 0.03521 TREC_long 
24944 0 AP890111-0281  894 0.03521 TREC_long 
24945 0 AP890825-0262  895 0.03521 TREC_long 
24946 0 AP890918-0220  896 0.03521 TREC_long 
24947 0 AP891206-0104  897 0.03520 TREC_long 
24948 0 AP891221-0149  898 0.03520 TREC_long 
24949 0 AP891224-0011  899 0.03520 TREC_long 
24950 0 AP890722-0124  900 0.03520 TREC_long 
24951 0 AP890713-0167  901 0.03511 TREC_long 
24952 0 AP890804-0049  902 0.03511 TREC_long 
24953 0 AP890409-0066  903 0.03510 TREC_long 
24954 0 AP890522-0332  904 0.03503 TREC_long 
24955 0 AP891004-0032  905 0.03503 TREC_long 
24956 0 AP890601-0382  906 0.03498 TREC_long 
24957 0 AP890111-0230  907 0.03494 TREC_long 
24958 0 AP890125-0180  908 0.03494 TREC_long 
24959 0 AP890724-0159  909 0.03483 TREC_long 
24960 0 AP890602-0193  910 0.03479 TREC_long 
24961 0 AP891024-0149  911 0.03478 TREC_long 
24962 0 AP890901-0077  912 0.03477 TREC_long 
24963 0 AP890315-0063  913 0.03477 TREC_long 
24964 0 AP890629-0164  914 0.03476 TREC_long 
24965 0 AP890127-0043  915 0.03471 TREC_long 
24966 0 AP890207-0019  916 0.03468 TREC_long 
24967 0 AP890525-0005  917 0.03459 TREC_long 
24968 0 AP890204-0111  918 0.03459 TREC_long 
24969 0 AP891027-0216  919 0.03459 TREC_long 
24970 0 AP890412-0189  920 0.03459 TREC_long 
24971 0 AP890802-0197  921 0.03459 TREC_long 
24972 0 AP891007-0136  922 0.03459 TREC_long 
24973 0 AP891115-0147  923 0.03458 TREC_long 
24974 0 AP890211-0058  924 0.03458 TREC_long 
24975 0 AP890531-0137  925 0.03458 TREC_long 
24976 0 AP890730-0069  926 0.03452 TREC_long 
24977 0 AP891126-0023  927 0.03450 TREC_long 
24978 0 AP890218-0008  928 0.03450 TREC_long 
24979 0 AP890720-0004  929 0.03450 TREC_long 
24980 0 AP890421-0132  930 0.03450 TREC_long 
24981 0 AP890428-0019  931 0.03450 TREC_long 
24982 0 AP891020-0002  932 0.03449 TREC_long 
24983 0 AP890415-0106  933 0.03447 TREC_long 
24984 0 AP890827-0073  934 0.03447 TREC_long 
24985 0 AP890203-0059  935 0.03447 TREC_long 
24986 0 AP890112-0028  936 0.03444 TREC_long 
24987 0 AP890325-0063  937 0.03444 TREC_long 
24988 0 AP891019-0138  938 0.03443 TREC_long 
24989 0 AP891101-0062  939 0.03443 TREC_long 
24990 0 AP890531-0068  940 0.03439 TREC_long 
24991 0 AP890117-0261  941 0.03439 TREC_long 
24992 0 AP890527-0100  942 0.03439 TREC_long 
24993 0 AP890310-0154  943 0.03438 TREC_long 
24994 0 AP890522-0086  944 0.03438 TREC_long 
24995 0 AP891015-0022  945 0.03438 TREC_long 
24996 0 AP891018-0025  946 0.03438 TREC_long 
24997 0 AP890524-0226  947 0.03438 TREC_long 
24998 0 AP890313-0164  948 0.03438 TREC_long 
24999 0 AP890529-0012  949 0.03438 TREC_long 
25000 0 AP890206-0234  950 0.03438 TREC_long 
25001 0 AP891104-0046  951 0.03438 TREC_long 
25002 0 AP890318-0095  952 0.03438 TREC_long 
25003 0 AP890111-0132  953 0.03438 TREC_long 
25004 0 AP890322-0059  954 0.03438 TREC_long 
25005 0 AP891123-0085  955 0.03438 TREC_long 
25006 0 AP891126-0058  956 0.03438 TREC_long 
25007 0 AP891201-0045  957 0.03438 TREC_long 
25008 0 AP890617-0040  958 0.03438 TREC_long 
25009 0 AP890324-0022  959 0.03438 TREC_long 
25010 0 AP890619-0078  960 0.03438 TREC_long 
25011 0 AP890619-0097  961 0.03438 TREC_long 
25012 0 AP891210-0036  962 0.03438 TREC_long 
25013 0 AP890325-0138  963 0.03438 TREC_long 
25014 0 AP890327-0075  964 0.03438 TREC_long 
25015 0 AP890211-0154  965 0.03438 TREC_long 
25016 0 AP891220-0099  966 0.03438 TREC_long 
25017 0 AP891220-0178  967 0.03438 TREC_long 
25018 0 AP891221-0176  968 0.03438 TREC_long 
25019 0 AP890123-0116  969 0.03438 TREC_long 
25020 0 AP891223-0049  970 0.03438 TREC_long 
25021 0 AP890330-0096  971 0.03438 TREC_long 
25022 0 AP890629-0071  972 0.03438 TREC_long 
25023 0 AP890107-0111  973 0.03438 TREC_long 
25024 0 AP890717-0053  974 0.03438 TREC_long 
25025 0 AP890412-0030  975 0.03438 TREC_long 
25026 0 AP890719-0302  976 0.03438 TREC_long 
25027 0 AP890113-0198  977 0.03438 TREC_long 
25028 0 AP890221-0036  978 0.03438 TREC_long 
25029 0 AP890726-0062  979 0.03438 TREC_long 
25030 0 AP890126-0010  980 0.03438 TREC_long 
25031 0 AP890126-0295  981 0.03438 TREC_long 
25032 0 AP890127-0122  982 0.03438 TREC_long 
25033 0 AP890128-0049  983 0.03438 TREC_long 
25034 0 AP890818-0162  984 0.03438 TREC_long 
25035 0 AP890829-0026  985 0.03438 TREC_long 
25036 0 AP890903-0004  986 0.03438 TREC_long 
25037 0 AP890906-0162  987 0.03438 TREC_long 
25038 0 AP890908-0270  988 0.03438 TREC_long 
25039 0 AP890505-0230  989 0.03438 TREC_long 
25040 0 AP890510-0079  990 0.03438 TREC_long 
25041 0 AP890118-0216  991 0.03438 TREC_long 
25042 0 AP890202-0075  992 0.03438 TREC_long 
25043 0 AP890514-0079  993 0.03438 TREC_long 
25044 0 AP890928-0127  994 0.03438 TREC_long 
25045 0 AP890601-0039  995 0.03438 TREC_long 
25046 0 AP891115-0249  996 0.03438 TREC_long 
25047 0 AP890919-0241  997 0.03438 TREC_long 
25048 0 AP890630-0242  998 0.03437 TREC_long 
25049 0 AP890823-0014  999 0.03437 TREC_long 
25050 0 AP890429-0070 1000 0.03437 TREC_long 
25051 0 AP890207-0122    1 0.32653 TREC_long 
25052 0 AP890502-0303    2 0.23508 TREC_long 
25053 0 AP890627-0154    3 0.18630 TREC_long 
25054 0 AP890725-0104    4 0.18407 TREC_long 
25055 0 AP890628-0022    5 0.18089 TREC_long 
25056 0 AP890519-0240    6 0.17870 TREC_long 
25057 0 AP890308-0200    7 0.17762 TREC_long 
25058 0 AP890714-0186    8 0.16209 TREC_long 
25059 0 AP890128-0151    9 0.16032 TREC_long 
25060 0 AP890103-0133   10 0.15764 TREC_long 
25061 0 AP890726-0138   11 0.15723 TREC_long 
25062 0 AP890813-0090   12 0.15704 TREC_long 
25063 0 AP890814-0205   13 0.15704 TREC_long 
25064 0 AP890926-0268   14 0.15704 TREC_long 
25065 0 AP890728-0155   15 0.15389 TREC_long 
25066 0 AP890628-0111   16 0.15258 TREC_long 
25067 0 AP890623-0191   17 0.14980 TREC_long 
25068 0 AP890831-0118   18 0.14882 TREC_long 
25069 0 AP891101-0203   19 0.14652 TREC_long 
25070 0 AP890511-0099   20 0.14647 TREC_long 
25071 0 AP890719-0198   21 0.14488 TREC_long 
25072 0 AP891018-0039   22 0.14236 TREC_long 
25073 0 AP890724-0155   23 0.14002 TREC_long 
25074 0 AP890913-0112   24 0.13558 TREC_long 
25075 0 AP891220-0038   25 0.13538 TREC_long 
25076 0 AP891005-0133   26 0.13364 TREC_long 
25077 0 AP890714-0038   27 0.13320 TREC_long 
25078 0 AP890922-0042   28 0.13315 TREC_long 
25079 0 AP890628-0139   29 0.13275 TREC_long 
25080 0 AP891127-0034   30 0.13223 TREC_long 
25081 0 AP891018-0142   31 0.13206 TREC_long 
25082 0 AP891107-0185   32 0.13056 TREC_long 
25083 0 AP890816-0024   33 0.12965 TREC_long 
25084 0 AP890210-0130   34 0.12900 TREC_long 
25085 0 AP890206-0274   35 0.12880 TREC_long 
25086 0 AP890501-0072   36 0.12869 TREC_long 
25087 0 AP890508-0245   37 0.12724 TREC_long 
25088 0 AP890119-0139   38 0.12672 TREC_long 
25089 0 AP890210-0090   39 0.12567 TREC_long 
25090 0 AP890806-0031   40 0.12453 TREC_long 
25091 0 AP891110-0026   41 0.12405 TREC_long 
25092 0 AP890210-0149   42 0.12338 TREC_long 
25093 0 AP890726-0081   43 0.12333 TREC_long 
25094 0 AP890628-0041   44 0.12288 TREC_long 
25095 0 AP891017-0173   45 0.12259 TREC_long 
25096 0 AP890927-0079   46 0.12246 TREC_long 
25097 0 AP890815-0050   47 0.12128 TREC_long 
25098 0 AP890515-0108   48 0.12122 TREC_long 
25099 0 AP890718-0151   49 0.12056 TREC_long 
25100 0 AP890320-0179   50 0.12052 TREC_long 
25101 0 AP890713-0162   51 0.11836 TREC_long 
25102 0 AP890624-0028   52 0.11762 TREC_long 
25103 0 AP891019-0109   53 0.11624 TREC_long 
25104 0 AP890912-0018   54 0.11473 TREC_long 
25105 0 AP891121-0253   55 0.11449 TREC_long 
25106 0 AP891006-0034   56 0.11440 TREC_long 
25107 0 AP890509-0202   57 0.11436 TREC_long 
25108 0 AP890718-0145   58 0.11427 TREC_long 
25109 0 AP891017-0033   59 0.11398 TREC_long 
25110 0 AP891206-0073   60 0.11397 TREC_long 
25111 0 AP890805-0035   61 0.11379 TREC_long 
25112 0 AP890805-0140   62 0.11324 TREC_long 
25113 0 AP890705-0116   63 0.11300 TREC_long 
25114 0 AP890629-0205   64 0.11205 TREC_long 
25115 0 AP890811-0081   65 0.11194 TREC_long 
25116 0 AP890722-0081   66 0.11122 TREC_long 
25117 0 AP890718-0097   67 0.11025 TREC_long 
25118 0 AP890926-0112   68 0.10980 TREC_long 
25119 0 AP890725-0171   69 0.10904 TREC_long 
25120 0 AP890223-0073   70 0.10890 TREC_long 
25121 0 AP890814-0080   71 0.10830 TREC_long 
25122 0 AP890104-0018   72 0.10800 TREC_long 
25123 0 AP890425-0156   73 0.10769 TREC_long 
25124 0 AP890714-0045   74 0.10679 TREC_long 
25125 0 AP890130-0076   75 0.10677 TREC_long 
25126 0 AP890703-0029   76 0.10636 TREC_long 
25127 0 AP890912-0095   77 0.10591 TREC_long 
25128 0 AP890226-0101   78 0.10538 TREC_long 
25129 0 AP890609-0084   79 0.10524 TREC_long 
25130 0 AP891213-0166   80 0.10506 TREC_long 
25131 0 AP891020-0130   81 0.10493 TREC_long 
25132 0 AP891020-0132   82 0.10493 TREC_long 
25133 0 AP891127-0085   83 0.10454 TREC_long 
25134 0 AP890630-0081   84 0.10386 TREC_long 
25135 0 AP890316-0083   85 0.10374 TREC_long 
25136 0 AP890411-0073   86 0.10313 TREC_long 
25137 0 AP890814-0102   87 0.10313 TREC_long 
25138 0 AP890713-0101   88 0.10269 TREC_long 
25139 0 AP890727-0185   89 0.10213 TREC_long 
25140 0 AP890424-0095   90 0.10165 TREC_long 
25141 0 AP890406-0194   91 0.10042 TREC_long 
25142 0 AP890517-0064   92 0.10038 TREC_long 
25143 0 AP890302-0132   93 0.09930 TREC_long 
25144 0 AP890120-0108   94 0.09917 TREC_long 
25145 0 AP890410-0016   95 0.09865 TREC_long 
25146 0 AP890728-0071   96 0.09864 TREC_long 
25147 0 AP890911-0050   97 0.09828 TREC_long 
25148 0 AP890909-0089   98 0.09811 TREC_long 
25149 0 AP891220-0169   99 0.09801 TREC_long 
25150 0 AP891011-0073  100 0.09801 TREC_long 
25151 0 AP890411-0038  101 0.09794 TREC_long 
25152 0 AP890517-0112  102 0.09772 TREC_long 
25153 0 AP890711-0180  103 0.09720 TREC_long 
25154 0 AP890205-0051  104 0.09653 TREC_long 
25155 0 AP890214-0058  105 0.09641 TREC_long 
25156 0 AP890213-0114  106 0.09592 TREC_long 
25157 0 AP890717-0155  107 0.09591 TREC_long 
25158 0 AP890422-0133  108 0.09585 TREC_long 
25159 0 AP890703-0148  109 0.09564 TREC_long 
25160 0 AP891013-0066  110 0.09558 TREC_long 
25161 0 AP891222-0193  111 0.09554 TREC_long 
25162 0 AP890926-0033  112 0.09518 TREC_long 
25163 0 AP891227-0104  113 0.09498 TREC_long 
25164 0 AP890804-0109  114 0.09462 TREC_long 
25165 0 AP891004-0262  115 0.09451 TREC_long 
25166 0 AP890622-0211  116 0.09434 TREC_long 
25167 0 AP890629-0179  117 0.09434 TREC_long 
25168 0 AP890630-0074  118 0.09425 TREC_long 
25169 0 AP890703-0020  119 0.09421 TREC_long 
25170 0 AP890210-0167  120 0.09407 TREC_long 
25171 0 AP890802-0100  121 0.09381 TREC_long 
25172 0 AP891101-0124  122 0.09362 TREC_long 
25173 0 AP891010-0075  123 0.09358 TREC_long 
25174 0 AP890731-0020  124 0.09332 TREC_long 
25175 0 AP890531-0193  125 0.09330 TREC_long 
25176 0 AP890924-0091  126 0.09323 TREC_long 
25177 0 AP890727-0129  127 0.09314 TREC_long 
25178 0 AP890627-0173  128 0.09249 TREC_long 
25179 0 AP891201-0103  129 0.09242 TREC_long 
25180 0 AP890726-0159  130 0.09239 TREC_long 
25181 0 AP890830-0063  131 0.09221 TREC_long 
25182 0 AP890721-0193  132 0.09110 TREC_long 
25183 0 AP890418-0027  133 0.09090 TREC_long 
25184 0 AP890515-0076  134 0.09044 TREC_long 
25185 0 AP891031-0070  135 0.09017 TREC_long 
25186 0 AP891016-0016  136 0.08978 TREC_long 
25187 0 AP890502-0248  137 0.08944 TREC_long 
25188 0 AP891025-0214  138 0.08941 TREC_long 
25189 0 AP890804-0009  139 0.08887 TREC_long 
25190 0 AP890103-0109  140 0.08886 TREC_long 
25191 0 AP890621-0103  141 0.08825 TREC_long 
25192 0 AP890719-0160  142 0.08815 TREC_long 
25193 0 AP891030-0166  143 0.08796 TREC_long 
25194 0 AP890725-0205  144 0.08789 TREC_long 
25195 0 AP890307-0123  145 0.08784 TREC_long 
25196 0 AP890426-0212  146 0.08765 TREC_long 
25197 0 AP890911-0022  147 0.08677 TREC_long 
25198 0 AP890719-0225  148 0.08672 TREC_long 
25199 0 AP890211-0129  149 0.08669 TREC_long 
25200 0 AP890606-0142  150 0.08664 TREC_long 
25201 0 AP890326-0080  151 0.08664 TREC_long 
25202 0 AP890706-0148  152 0.08664 TREC_long 
25203 0 AP890707-0203  153 0.08664 TREC_long 
25204 0 AP890725-0201  154 0.08664 TREC_long 
25205 0 AP890802-0192  155 0.08664 TREC_long 
25206 0 AP890803-0123  156 0.08661 TREC_long 
25207 0 AP890804-0064  157 0.08655 TREC_long 
25208 0 AP890810-0033  158 0.08640 TREC_long 
25209 0 AP891228-0215  159 0.08553 TREC_long 
25210 0 AP890703-0183  160 0.08548 TREC_long 
25211 0 AP891109-0180  161 0.08529 TREC_long 
25212 0 AP891004-0186  162 0.08529 TREC_long 
25213 0 AP890912-0160  163 0.08518 TREC_long 
25214 0 AP890315-0077  164 0.08495 TREC_long 
25215 0 AP891101-0030  165 0.08457 TREC_long 
25216 0 AP890714-0187  166 0.08456 TREC_long 
25217 0 AP890424-0003  167 0.08434 TREC_long 
25218 0 AP891121-0074  168 0.08406 TREC_long 
25219 0 AP890125-0323  169 0.08395 TREC_long 
25220 0 AP890703-0086  170 0.08385 TREC_long 
25221 0 AP890629-0077  171 0.08378 TREC_long 
25222 0 AP890127-0069  172 0.08354 TREC_long 
25223 0 AP890718-0113  173 0.08346 TREC_long 
25224 0 AP890705-0130  174 0.08346 TREC_long 
25225 0 AP890407-0262  175 0.08340 TREC_long 
25226 0 AP891020-0015  176 0.08309 TREC_long 
25227 0 AP890728-0198  177 0.08298 TREC_long 
25228 0 AP891208-0174  178 0.08292 TREC_long 
25229 0 AP890123-0090  179 0.08292 TREC_long 
25230 0 AP890130-0034  180 0.08284 TREC_long 
25231 0 AP890222-0238  181 0.08276 TREC_long 
25232 0 AP890510-0111  182 0.08274 TREC_long 
25233 0 AP890708-0136  183 0.08263 TREC_long 
25234 0 AP890810-0088  184 0.08217 TREC_long 
25235 0 AP891020-0042  185 0.08170 TREC_long 
25236 0 AP891020-0043  186 0.08170 TREC_long 
25237 0 AP891020-0047  187 0.08170 TREC_long 
25238 0 AP890923-0001  188 0.08160 TREC_long 
25239 0 AP890426-0134  189 0.08159 TREC_long 
25240 0 AP890830-0151  190 0.08159 TREC_long 
25241 0 AP891016-0088  191 0.08120 TREC_long 
25242 0 AP890620-0090  192 0.08115 TREC_long 
25243 0 AP891121-0265  193 0.08112 TREC_long 
25244 0 AP890901-0164  194 0.08106 TREC_long 
25245 0 AP890920-0101  195 0.08096 TREC_long 
25246 0 AP891019-0162  196 0.08079 TREC_long 
25247 0 AP891222-0183  197 0.08063 TREC_long 
25248 0 AP890817-0135  198 0.08062 TREC_long 
25249 0 AP890828-0143  199 0.08060 TREC_long 
25250 0 AP890820-0024  200 0.08056 TREC_long 
25251 0 AP890920-0100  201 0.08044 TREC_long 
25252 0 AP890720-0167  202 0.08041 TREC_long 
25253 0 AP890519-0194  203 0.08032 TREC_long 
25254 0 AP890220-0073  204 0.08016 TREC_long 
25255 0 AP890826-0068  205 0.08005 TREC_long 
25256 0 AP890531-0109  206 0.08005 TREC_long 
25257 0 AP890907-0143  207 0.07959 TREC_long 
25258 0 AP890208-0029  208 0.07955 TREC_long 
25259 0 AP891026-0148  209 0.07948 TREC_long 
25260 0 AP890906-0266  210 0.07948 TREC_long 
25261 0 AP891129-0193  211 0.07944 TREC_long 
25262 0 AP891201-0065  212 0.07944 TREC_long 
25263 0 AP890720-0169  213 0.07925 TREC_long 
25264 0 AP891214-0098  214 0.07918 TREC_long 
25265 0 AP890731-0025  215 0.07909 TREC_long 
25266 0 AP891031-0231  216 0.07890 TREC_long 
25267 0 AP890630-0173  217 0.07871 TREC_long 
25268 0 AP891004-0018  218 0.07841 TREC_long 
25269 0 AP890711-0167  219 0.07834 TREC_long 
25270 0 AP891123-0030  220 0.07833 TREC_long 
25271 0 AP890614-0153  221 0.07823 TREC_long 
25272 0 AP890421-0159  222 0.07802 TREC_long 
25273 0 AP890315-0148  223 0.07779 TREC_long 
25274 0 AP890206-0186  224 0.07775 TREC_long 
25275 0 AP890801-0113  225 0.07775 TREC_long 
25276 0 AP890109-0102  226 0.07754 TREC_long 
25277 0 AP890728-0031  227 0.07728 TREC_long 
25278 0 AP890306-0295  228 0.07694 TREC_long 
25279 0 AP890110-0112  229 0.07689 TREC_long 
25280 0 AP890320-0054  230 0.07684 TREC_long 
25281 0 AP891018-0219  231 0.07677 TREC_long 
25282 0 AP890309-0274  232 0.07671 TREC_long 
25283 0 AP890614-0012  233 0.07670 TREC_long 
25284 0 AP891102-0151  234 0.07668 TREC_long 
25285 0 AP890629-0143  235 0.07659 TREC_long 
25286 0 AP890629-0151  236 0.07659 TREC_long 
25287 0 AP891201-0019  237 0.07656 TREC_long 
25288 0 AP890502-0223  238 0.07634 TREC_long 
25289 0 AP890720-0143  239 0.07625 TREC_long 
25290 0 AP890517-0160  240 0.07622 TREC_long 
25291 0 AP891105-0047  241 0.07596 TREC_long 
25292 0 AP890223-0093  242 0.07596 TREC_long 
25293 0 AP891030-0015  243 0.07593 TREC_long 
25294 0 AP891113-0116  244 0.07589 TREC_long 
25295 0 AP890725-0124  245 0.07581 TREC_long 
25296 0 AP891123-0097  246 0.07552 TREC_long 
25297 0 AP890926-0079  247 0.07552 TREC_long 
25298 0 AP890428-0044  248 0.07552 TREC_long 
25299 0 AP890527-0012  249 0.07546 TREC_long 
25300 0 AP890427-0150  250 0.07530 TREC_long 
25301 0 AP890216-0058  251 0.07502 TREC_long 
25302 0 AP890503-0307  252 0.07500 TREC_long 
25303 0 AP890831-0024  253 0.07500 TREC_long 
25304 0 AP890505-0076  254 0.07496 TREC_long 
25305 0 AP890906-0264  255 0.07493 TREC_long 
25306 0 AP890815-0023  256 0.07491 TREC_long 
25307 0 AP891130-0095  257 0.07488 TREC_long 
25308 0 AP891102-0049  258 0.07483 TREC_long 
25309 0 AP890914-0108  259 0.07468 TREC_long 
25310 0 AP890421-0097  260 0.07455 TREC_long 
25311 0 AP890120-0115  261 0.07449 TREC_long 
25312 0 AP890425-0124  262 0.07425 TREC_long 
25313 0 AP890427-0057  263 0.07409 TREC_long 
25314 0 AP890122-0031  264 0.07405 TREC_long 
25315 0 AP890517-0009  265 0.07383 TREC_long 
25316 0 AP891027-0153  266 0.07371 TREC_long 
25317 0 AP890617-0089  267 0.07366 TREC_long 
25318 0 AP891026-0140  268 0.07333 TREC_long 
25319 0 AP890316-0139  269 0.07320 TREC_long 
25320 0 AP891019-0144  270 0.07319 TREC_long 
25321 0 AP890726-0147  271 0.07316 TREC_long 
25322 0 AP890131-0212  272 0.07312 TREC_long 
25323 0 AP890328-0087  273 0.07303 TREC_long 
25324 0 AP890508-0150  274 0.07299 TREC_long 
25325 0 AP890628-0100  275 0.07284 TREC_long 
25326 0 AP891114-0152  276 0.07274 TREC_long 
25327 0 AP890714-0099  277 0.07266 TREC_long 
25328 0 AP890221-0078  278 0.07260 TREC_long 
25329 0 AP890529-0005  279 0.07218 TREC_long 
25330 0 AP890517-0030  280 0.07218 TREC_long 
25331 0 AP890718-0229  281 0.07211 TREC_long 
25332 0 AP891013-0005  282 0.07209 TREC_long 
25333 0 AP890829-0029  283 0.07207 TREC_long 
25334 0 AP890506-0014  284 0.07182 TREC_long 
25335 0 AP890207-0127  285 0.07164 TREC_long 
25336 0 AP891005-0290  286 0.07164 TREC_long 
25337 0 AP890111-0142  287 0.07164 TREC_long 
25338 0 AP891202-0124  288 0.07158 TREC_long 
25339 0 AP890831-0095  289 0.07158 TREC_long 
25340 0 AP890307-0155  290 0.07157 TREC_long 
25341 0 AP890207-0216  291 0.07155 TREC_long 
25342 0 AP890308-0145  292 0.07147 TREC_long 
25343 0 AP890307-0176  293 0.07139 TREC_long 
25344 0 AP890128-0075  294 0.07130 TREC_long 
25345 0 AP890104-0099  295 0.07119 TREC_long 
25346 0 AP890808-0105  296 0.07115 TREC_long 
25347 0 AP891018-0214  297 0.07112 TREC_long 
25348 0 AP891216-0124  298 0.07111 TREC_long 
25349 0 AP890922-0178  299 0.07105 TREC_long 
25350 0 AP891023-0164  300 0.07088 TREC_long 
25351 0 AP890914-0208  301 0.07086 TREC_long 
25352 0 AP891128-0056  302 0.07080 TREC_long 
25353 0 AP890628-0067  303 0.07076 TREC_long 
25354 0 AP890501-0245  304 0.07067 TREC_long 
25355 0 AP890427-0112  305 0.07064 TREC_long 
