51 0 AP890518-0275    1 29.14379 LMwJMS_long 
83 0 AP890525-0127  456 7.43731 LMwJMS_long 
83 0 AP890809-0100  457 7.43347 LMwJMS_long 
83 0 AP890603-0131  458 7.43064 LMwJMS_long 
83 0 AP890831-0115  459 7.42887 LMwJMS_long 
83 0 AP890405-0101  460 7.42830 LMwJMS_long 
83 0 AP890816-0082  461 7.42332 LMwJMS_long 
83 0 AP890515-0171  462 7.41643 LMwJMS_long 
83 0 AP890920-0155  463 7.41643 LMwJMS_long 
83 0 AP890602-0034  464 7.41554 LMwJMS_long 
83 0 AP890406-0089  465 7.40847 LMwJMS_long 
83 0 AP890317-0253  466 7.40197 LMwJMS_long 
83 0 AP891031-0112  467 7.40132 LMwJMS_long 
83 0 AP891204-0067  468 7.39936 LMwJMS_long 
83 0 AP891213-0264  469 7.39860 LMwJMS_long 
83 0 AP891003-0222  470 7.39804 LMwJMS_long 
83 0 AP890313-0118  471 7.39749 LMwJMS_long 
83 0 AP890921-0117  472 7.39680 LMwJMS_long 
83 0 AP890529-0007  473 7.39536 LMwJMS_long 
83 0 AP891103-0075  474 7.39468 LMwJMS_long 
83 0 AP890503-0099  475 7.39199 LMwJMS_long 
83 0 AP891107-0191  476 7.38821 LMwJMS_long 
83 0 AP890401-0088  477 7.38817 LMwJMS_long 
83 0 AP890601-0218  478 7.38587 LMwJMS_long 
83 0 AP890501-0149  479 7.38491 LMwJMS_long 
83 0 AP890510-0033  480 7.38419 LMwJMS_long 
83 0 AP890322-0259  481 7.37949 LMwJMS_long 
83 0 AP890712-0168  482 7.37756 LMwJMS_long 
83 0 AP891204-0010  483 7.37734 LMwJMS_long 
83 0 AP891220-0027  484 7.37718 LMwJMS_long 
83 0 AP891118-0096  485 7.36725 LMwJMS_long 
83 0 AP890624-0028  486 7.36545 LMwJMS_long 
83 0 AP890502-0168  487 7.36307 LMwJMS_long 
83 0 AP890725-0212  488 7.36307 LMwJMS_long 
83 0 AP890927-0066  489 7.36157 LMwJMS_long 
83 0 AP890913-0022  490 7.35762 LMwJMS_long 
83 0 AP890401-0102  491 7.35219 LMwJMS_long 
83 0 AP891011-0079  492 7.34342 LMwJMS_long 
83 0 AP891201-0056  493 7.34187 LMwJMS_long 
83 0 AP891128-0063  494 7.33553 LMwJMS_long 
83 0 AP890112-0062  495 7.33547 LMwJMS_long 
83 0 AP891213-0171  496 7.33076 LMwJMS_long 
83 0 AP890406-0177  497 7.32878 LMwJMS_long 
83 0 AP890821-0129  498 7.32417 LMwJMS_long 
83 0 AP890406-0053  499 7.31812 LMwJMS_long 
83 0 AP890424-0147  500 7.31812 LMwJMS_long 
83 0 AP890627-0072  501 7.31490 LMwJMS_long 
83 0 AP890803-0200  502 7.31237 LMwJMS_long 
83 0 AP890502-0207  503 7.30978 LMwJMS_long 
83 0 AP890728-0083  504 7.30978 LMwJMS_long 
83 0 AP890622-0290  505 7.30763 LMwJMS_long 
83 0 AP891128-0223  506 7.30763 LMwJMS_long 
83 0 AP890615-0128  507 7.30648 LMwJMS_long 
83 0 AP890306-0252  508 7.29942 LMwJMS_long 
83 0 AP891220-0096  509 7.29906 LMwJMS_long 
83 0 AP890327-0151  510 7.29579 LMwJMS_long 
83 0 AP890626-0251  511 7.29241 LMwJMS_long 
83 0 AP890824-0122  512 7.28888 LMwJMS_long 
83 0 AP890522-0117  513 7.28854 LMwJMS_long 
83 0 AP890123-0114  514 7.27849 LMwJMS_long 
83 0 AP890816-0024  515 7.27790 LMwJMS_long 
83 0 AP890609-0139  516 7.27768 LMwJMS_long 
83 0 AP891229-0009  517 7.27565 LMwJMS_long 
83 0 AP890923-0030  518 7.27215 LMwJMS_long 
83 0 AP891203-0043  519 7.26851 LMwJMS_long 
83 0 AP891106-0173  520 7.26127 LMwJMS_long 
83 0 AP890410-0017  521 7.25012 LMwJMS_long 
83 0 AP890108-0018  522 7.24710 LMwJMS_long 
83 0 AP890120-0078  523 7.23841 LMwJMS_long 
83 0 AP891216-0127  524 7.23615 LMwJMS_long 
83 0 AP891216-0119  525 7.23375 LMwJMS_long 
83 0 AP890110-0312  526 7.22959 LMwJMS_long 
83 0 AP890808-0136  527 7.22772 LMwJMS_long 
83 0 AP890205-0066  528 7.22591 LMwJMS_long 
83 0 AP891113-0165  529 7.22108 LMwJMS_long 
83 0 AP890117-0101  530 7.21538 LMwJMS_long 
83 0 AP890923-0070  531 7.21132 LMwJMS_long 
83 0 AP891026-0117  532 7.20794 LMwJMS_long 
83 0 AP890513-0118  533 7.20340 LMwJMS_long 
83 0 AP890126-0232  534 7.20285 LMwJMS_long 
83 0 AP891214-0052  535 7.19268 LMwJMS_long 
83 0 AP890323-0160  536 7.19025 LMwJMS_long 
83 0 AP890515-0268  537 7.18781 LMwJMS_long 
83 0 AP891221-0014  538 7.18443 LMwJMS_long 
83 0 AP890505-0027  539 7.17902 LMwJMS_long 
83 0 AP890112-0197  540 7.17895 LMwJMS_long 
83 0 AP890716-0043  541 7.17513 LMwJMS_long 
83 0 AP890202-0225  542 7.17234 LMwJMS_long 
83 0 AP890420-0159  543 7.16806 LMwJMS_long 
83 0 AP890716-0019  544 7.16626 LMwJMS_long 
83 0 AP890828-0131  545 7.16603 LMwJMS_long 
83 0 AP890329-0239  546 7.16464 LMwJMS_long 
83 0 AP890207-0157  547 7.16396 LMwJMS_long 
83 0 AP891026-0091  548 7.15895 LMwJMS_long 
83 0 AP891004-0186  549 7.15631 LMwJMS_long 
83 0 AP890217-0102  550 7.15615 LMwJMS_long 
83 0 AP890928-0276  551 7.15488 LMwJMS_long 
83 0 AP890701-0017  552 7.15180 LMwJMS_long 
83 0 AP890822-0247  553 7.14547 LMwJMS_long 
83 0 AP890311-0074  554 7.13999 LMwJMS_long 
83 0 AP890809-0198  555 7.13848 LMwJMS_long 
83 0 AP890911-0059  556 7.13747 LMwJMS_long 
83 0 AP890217-0081  557 7.13170 LMwJMS_long 
83 0 AP890804-0087  558 7.13170 LMwJMS_long 
83 0 AP890822-0093  559 7.13170 LMwJMS_long 
83 0 AP890927-0049  560 7.12788 LMwJMS_long 
83 0 AP891214-0098  561 7.12581 LMwJMS_long 
83 0 AP890628-0229  562 7.12292 LMwJMS_long 
83 0 AP890802-0175  563 7.12195 LMwJMS_long 
83 0 AP891030-0136  564 7.11490 LMwJMS_long 
83 0 AP890328-0108  565 7.09771 LMwJMS_long 
83 0 AP890922-0119  566 7.09771 LMwJMS_long 
83 0 AP890323-0044  567 7.09697 LMwJMS_long 
83 0 AP890801-0102  568 7.09517 LMwJMS_long 
83 0 AP890215-0151  569 7.09507 LMwJMS_long 
83 0 AP891208-0127  570 7.09494 LMwJMS_long 
83 0 AP891203-0024  571 7.09260 LMwJMS_long 
83 0 AP890320-0291  572 7.09199 LMwJMS_long 
83 0 AP890109-0190  573 7.08770 LMwJMS_long 
83 0 AP890612-0097  574 7.08518 LMwJMS_long 
83 0 AP891004-0310  575 7.07737 LMwJMS_long 
83 0 AP890708-0025  576 7.06368 LMwJMS_long 
83 0 AP890511-0021  577 7.06252 LMwJMS_long 
83 0 AP891222-0126  578 7.04959 LMwJMS_long 
83 0 AP890829-0028  579 7.04710 LMwJMS_long 
83 0 AP890105-0287  580 7.04681 LMwJMS_long 
83 0 AP890526-0080  581 7.04473 LMwJMS_long 
83 0 AP890319-0084  582 7.04440 LMwJMS_long 
83 0 AP890721-0020  583 7.04154 LMwJMS_long 
83 0 AP890515-0078  584 7.03900 LMwJMS_long 
83 0 AP890516-0171  585 7.03857 LMwJMS_long 
83 0 AP890502-0094  586 7.03848 LMwJMS_long 
83 0 AP890504-0128  587 7.03651 LMwJMS_long 
83 0 AP890913-0220  588 7.03477 LMwJMS_long 
83 0 AP890215-0145  589 7.02984 LMwJMS_long 
83 0 AP890406-0155  590 7.02343 LMwJMS_long 
83 0 AP891122-0079  591 7.02343 LMwJMS_long 
83 0 AP891213-0293  592 7.02282 LMwJMS_long 
83 0 AP890203-0066  593 7.01465 LMwJMS_long 
83 0 AP891113-0269  594 7.01224 LMwJMS_long 
83 0 AP890127-0102  595 7.01009 LMwJMS_long 
83 0 AP890325-0087  596 7.00112 LMwJMS_long 
83 0 AP890915-0139  597 7.00112 LMwJMS_long 
83 0 AP891011-0001  598 7.00096 LMwJMS_long 
83 0 AP890820-0038  599 7.00071 LMwJMS_long 
83 0 AP891112-0025  600 7.00071 LMwJMS_long 
83 0 AP890724-0241  601 6.99779 LMwJMS_long 
83 0 AP890426-0029  602 6.99569 LMwJMS_long 
83 0 AP890903-0068  603 6.99555 LMwJMS_long 
83 0 AP890203-0016  604 6.99465 LMwJMS_long 
83 0 AP890511-0033  605 6.99434 LMwJMS_long 
83 0 AP890216-0050  606 6.99099 LMwJMS_long 
83 0 AP890130-0042  607 6.98794 LMwJMS_long 
83 0 AP890128-0097  608 6.98496 LMwJMS_long 
83 0 AP890504-0099  609 6.98422 LMwJMS_long 
83 0 AP890721-0163  610 6.98422 LMwJMS_long 
83 0 AP891220-0050  611 6.98422 LMwJMS_long 
83 0 AP891003-0160  612 6.97901 LMwJMS_long 
83 0 AP891213-0111  613 6.97901 LMwJMS_long 
83 0 AP891013-0107  614 6.97846 LMwJMS_long 
83 0 AP890503-0009  615 6.97820 LMwJMS_long 
83 0 AP890612-0005  616 6.97820 LMwJMS_long 
83 0 AP890403-0012  617 6.97672 LMwJMS_long 
83 0 AP890922-0064  618 6.97116 LMwJMS_long 
83 0 AP891116-0262  619 6.96833 LMwJMS_long 
83 0 AP890210-0091  620 6.96743 LMwJMS_long 
83 0 AP890513-0010  621 6.96733 LMwJMS_long 
83 0 AP890511-0284  622 6.96654 LMwJMS_long 
83 0 AP890921-0086  623 6.96654 LMwJMS_long 
83 0 AP890113-0083  624 6.96651 LMwJMS_long 
83 0 AP890225-0043  625 6.96418 LMwJMS_long 
83 0 AP891218-0163  626 6.96150 LMwJMS_long 
83 0 AP890409-0037  627 6.96129 LMwJMS_long 
83 0 AP891115-0172  628 6.95437 LMwJMS_long 
83 0 AP891123-0080  629 6.95437 LMwJMS_long 
83 0 AP891220-0182  630 6.95437 LMwJMS_long 
83 0 AP890622-0285  631 6.95394 LMwJMS_long 
83 0 AP890220-0090  632 6.95393 LMwJMS_long 
83 0 AP890707-0030  633 6.95382 LMwJMS_long 
83 0 AP890717-0073  634 6.95197 LMwJMS_long 
83 0 AP890518-0091  635 6.95099 LMwJMS_long 
83 0 AP890628-0230  636 6.95099 LMwJMS_long 
83 0 AP891201-0027  637 6.95099 LMwJMS_long 
83 0 AP890417-0230  638 6.94559 LMwJMS_long 
83 0 AP890426-0277  639 6.94128 LMwJMS_long 
83 0 AP891220-0035  640 6.93833 LMwJMS_long 
83 0 AP890405-0032  641 6.92814 LMwJMS_long 
83 0 AP890622-0106  642 6.92814 LMwJMS_long 
83 0 AP890622-0143  643 6.92814 LMwJMS_long 
83 0 AP891002-0106  644 6.92814 LMwJMS_long 
83 0 AP891107-0010  645 6.92814 LMwJMS_long 
83 0 AP891214-0139  646 6.92814 LMwJMS_long 
83 0 AP890120-0058  647 6.92786 LMwJMS_long 
83 0 AP890211-0121  648 6.92437 LMwJMS_long 
83 0 AP890628-0034  649 6.91937 LMwJMS_long 
83 0 AP890113-0185  650 6.91906 LMwJMS_long 
83 0 AP890123-0183  651 6.91751 LMwJMS_long 
83 0 AP890920-0283  652 6.91751 LMwJMS_long 
83 0 AP891123-0063  653 6.91751 LMwJMS_long 
83 0 AP890822-0048  654 6.91218 LMwJMS_long 
83 0 AP890207-0216  655 6.91144 LMwJMS_long 
83 0 AP890307-0168  656 6.91110 LMwJMS_long 
83 0 AP890716-0009  657 6.90575 LMwJMS_long 
83 0 AP890906-0153  658 6.90368 LMwJMS_long 
83 0 AP891108-0275  659 6.90201 LMwJMS_long 
83 0 AP890506-0029  660 6.89692 LMwJMS_long 
83 0 AP891207-0038  661 6.88836 LMwJMS_long 
83 0 AP890228-0108  662 6.88564 LMwJMS_long 
83 0 AP890307-0019  663 6.88220 LMwJMS_long 
83 0 AP890713-0305  664 6.88152 LMwJMS_long 
83 0 AP891010-0052  665 6.88152 LMwJMS_long 
83 0 AP890925-0100  666 6.87953 LMwJMS_long 
83 0 AP890725-0034  667 6.87544 LMwJMS_long 
83 0 AP890126-0069  668 6.86824 LMwJMS_long 
83 0 AP891017-0242  669 6.86793 LMwJMS_long 
83 0 AP890519-0204  670 6.86782 LMwJMS_long 
83 0 AP890618-0032  671 6.86062 LMwJMS_long 
83 0 AP890806-0019  672 6.86062 LMwJMS_long 
83 0 AP890412-0175  673 6.85987 LMwJMS_long 
83 0 AP890720-0027  674 6.85608 LMwJMS_long 
83 0 AP890610-0040  675 6.85238 LMwJMS_long 
83 0 AP890710-0195  676 6.85096 LMwJMS_long 
83 0 AP890104-0115  677 6.84914 LMwJMS_long 
83 0 AP890918-0013  678 6.84846 LMwJMS_long 
83 0 AP890617-0131  679 6.84227 LMwJMS_long 
83 0 AP890606-0139  680 6.84070 LMwJMS_long 
83 0 AP891031-0013  681 6.83899 LMwJMS_long 
83 0 AP891213-0196  682 6.83899 LMwJMS_long 
83 0 AP890107-0073  683 6.83401 LMwJMS_long 
83 0 AP890107-0101  684 6.83401 LMwJMS_long 
83 0 AP890919-0197  685 6.82152 LMwJMS_long 
83 0 AP890421-0193  686 6.81583 LMwJMS_long 
83 0 AP890912-0275  687 6.81346 LMwJMS_long 
83 0 AP890323-0243  688 6.81340 LMwJMS_long 
83 0 AP890524-0039  689 6.80787 LMwJMS_long 
83 0 AP891010-0013  690 6.80404 LMwJMS_long 
83 0 AP891018-0290  691 6.80126 LMwJMS_long 
83 0 AP891004-0281  692 6.79978 LMwJMS_long 
83 0 AP890524-0182  693 6.79233 LMwJMS_long 
83 0 AP890214-0213  694 6.79081 LMwJMS_long 
83 0 AP890413-0161  695 6.79081 LMwJMS_long 
83 0 AP890615-0255  696 6.79081 LMwJMS_long 
83 0 AP890703-0283  697 6.79081 LMwJMS_long 
83 0 AP891109-0183  698 6.79081 LMwJMS_long 
83 0 AP891028-0146  699 6.78295 LMwJMS_long 
83 0 AP890825-0260  700 6.78231 LMwJMS_long 
83 0 AP891219-0189  701 6.78149 LMwJMS_long 
83 0 AP890907-0256  702 6.78040 LMwJMS_long 
83 0 AP890406-0141  703 6.77985 LMwJMS_long 
83 0 AP891129-0245  704 6.77772 LMwJMS_long 
83 0 AP890628-0258  705 6.77148 LMwJMS_long 
83 0 AP890408-0099  706 6.77131 LMwJMS_long 
83 0 AP890130-0034  707 6.76813 LMwJMS_long 
83 0 AP891128-0056  708 6.76659 LMwJMS_long 
83 0 AP890818-0082  709 6.76624 LMwJMS_long 
83 0 AP890329-0191  710 6.76540 LMwJMS_long 
83 0 AP890208-0105  711 6.76394 LMwJMS_long 
83 0 AP890724-0030  712 6.76281 LMwJMS_long 
83 0 AP891109-0023  713 6.75887 LMwJMS_long 
83 0 AP891129-0189  714 6.75814 LMwJMS_long 
83 0 AP890814-0187  715 6.75482 LMwJMS_long 
83 0 AP890717-0157  716 6.75158 LMwJMS_long 
83 0 AP890122-0016  717 6.75020 LMwJMS_long 
83 0 AP891106-0063  718 6.74687 LMwJMS_long 
83 0 AP891125-0021  719 6.74687 LMwJMS_long 
83 0 AP891219-0118  720 6.74669 LMwJMS_long 
83 0 AP890301-0236  721 6.74573 LMwJMS_long 
83 0 AP890412-0123  722 6.74433 LMwJMS_long 
83 0 AP890214-0138  723 6.74414 LMwJMS_long 
83 0 AP891120-0114  724 6.74414 LMwJMS_long 
83 0 AP890424-0003  725 6.74341 LMwJMS_long 
83 0 AP891115-0245  726 6.73964 LMwJMS_long 
83 0 AP891121-0162  727 6.73870 LMwJMS_long 
83 0 AP890721-0025  728 6.73811 LMwJMS_long 
83 0 AP890719-0301  729 6.73755 LMwJMS_long 
83 0 AP891204-0196  730 6.73755 LMwJMS_long 
83 0 AP890428-0112  731 6.73557 LMwJMS_long 
83 0 AP891130-0077  732 6.73295 LMwJMS_long 
83 0 AP890712-0280  733 6.73036 LMwJMS_long 
83 0 AP891211-0080  734 6.72805 LMwJMS_long 
83 0 AP890614-0279  735 6.72215 LMwJMS_long 
83 0 AP890820-0043  736 6.72205 LMwJMS_long 
83 0 AP890516-0155  737 6.72108 LMwJMS_long 
83 0 AP890517-0020  738 6.72108 LMwJMS_long 
83 0 AP890727-0291  739 6.71854 LMwJMS_long 
83 0 AP890730-0002  740 6.71664 LMwJMS_long 
83 0 AP891022-0004  741 6.71664 LMwJMS_long 
83 0 AP891026-0062  742 6.71664 LMwJMS_long 
83 0 AP890701-0028  743 6.71423 LMwJMS_long 
83 0 AP890801-0229  744 6.71260 LMwJMS_long 
83 0 AP890626-0188  745 6.71141 LMwJMS_long 
83 0 AP890811-0125  746 6.70700 LMwJMS_long 
83 0 AP890621-0110  747 6.70672 LMwJMS_long 
83 0 AP890306-0251  748 6.70471 LMwJMS_long 
83 0 AP890522-0070  749 6.70471 LMwJMS_long 
83 0 AP890717-0092  750 6.70471 LMwJMS_long 
83 0 AP891030-0108  751 6.70471 LMwJMS_long 
83 0 AP890415-0068  752 6.70012 LMwJMS_long 
83 0 AP891217-0059  753 6.69996 LMwJMS_long 
83 0 AP891027-0039  754 6.69561 LMwJMS_long 
83 0 AP891206-0196  755 6.69415 LMwJMS_long 
83 0 AP890130-0048  756 6.69018 LMwJMS_long 
83 0 AP890907-0264  757 6.68877 LMwJMS_long 
83 0 AP890613-0131  758 6.68671 LMwJMS_long 
83 0 AP890211-0173  759 6.68474 LMwJMS_long 
83 0 AP890117-0217  760 6.68394 LMwJMS_long 
83 0 AP891115-0110  761 6.68387 LMwJMS_long 
83 0 AP891005-0267  762 6.68248 LMwJMS_long 
83 0 AP891108-0244  763 6.67817 LMwJMS_long 
83 0 AP891111-0096  764 6.67638 LMwJMS_long 
83 0 AP890502-0120  765 6.66775 LMwJMS_long 
83 0 AP891222-0073  766 6.66700 LMwJMS_long 
83 0 AP891028-0106  767 6.66473 LMwJMS_long 
83 0 AP890117-0153  768 6.66232 LMwJMS_long 
83 0 AP890727-0255  769 6.66186 LMwJMS_long 
83 0 AP890102-0009  770 6.65976 LMwJMS_long 
83 0 AP890815-0251  771 6.65938 LMwJMS_long 
83 0 AP890227-0130  772 6.65885 LMwJMS_long 
83 0 AP890325-0064  773 6.65768 LMwJMS_long 
83 0 AP890208-0036  774 6.65193 LMwJMS_long 
83 0 AP890114-0087  775 6.65095 LMwJMS_long 
83 0 AP890221-0167  776 6.65017 LMwJMS_long 
83 0 AP891030-0152  777 6.64358 LMwJMS_long 
83 0 AP890126-0205  778 6.64216 LMwJMS_long 
83 0 AP890416-0017  779 6.64016 LMwJMS_long 
83 0 AP890227-0162  780 6.63869 LMwJMS_long 
83 0 AP890807-0098  781 6.63392 LMwJMS_long 
83 0 AP890220-0127  782 6.63345 LMwJMS_long 
83 0 AP891121-0268  783 6.63235 LMwJMS_long 
83 0 AP890512-0293  784 6.63090 LMwJMS_long 
83 0 AP890516-0264  785 6.62995 LMwJMS_long 
83 0 AP890828-0042  786 6.62995 LMwJMS_long 
83 0 AP890728-0191  787 6.62929 LMwJMS_long 
83 0 AP890613-0192  788 6.62648 LMwJMS_long 
83 0 AP890318-0007  789 6.62333 LMwJMS_long 
83 0 AP890310-0237  790 6.61594 LMwJMS_long 
83 0 AP890504-0184  791 6.61465 LMwJMS_long 
83 0 AP890628-0038  792 6.60951 LMwJMS_long 
83 0 AP891201-0157  793 6.60774 LMwJMS_long 
83 0 AP891129-0208  794 6.60686 LMwJMS_long 
83 0 AP890727-0194  795 6.60630 LMwJMS_long 
83 0 AP890909-0118  796 6.59968 LMwJMS_long 
83 0 AP890218-0026  797 6.59901 LMwJMS_long 
83 0 AP890728-0008  798 6.59901 LMwJMS_long 
83 0 AP891019-0146  799 6.59777 LMwJMS_long 
83 0 AP890727-0229  800 6.59529 LMwJMS_long 
83 0 AP891025-0066  801 6.59515 LMwJMS_long 
83 0 AP891220-0088  802 6.59076 LMwJMS_long 
83 0 AP890702-0023  803 6.58931 LMwJMS_long 
83 0 AP890904-0059  804 6.58860 LMwJMS_long 
83 0 AP891202-0083  805 6.58472 LMwJMS_long 
83 0 AP891208-0030  806 6.58346 LMwJMS_long 
83 0 AP890705-0102  807 6.58254 LMwJMS_long 
83 0 AP890918-0181  808 6.58254 LMwJMS_long 
83 0 AP891106-0159  809 6.58254 LMwJMS_long 
83 0 AP890506-0130  810 6.57825 LMwJMS_long 
83 0 AP890109-0331  811 6.57803 LMwJMS_long 
83 0 AP890224-0195  812 6.57742 LMwJMS_long 
83 0 AP890110-0186  813 6.57585 LMwJMS_long 
83 0 AP891011-0047  814 6.57375 LMwJMS_long 
83 0 AP890504-0199  815 6.57354 LMwJMS_long 
83 0 AP890427-0175  816 6.57278 LMwJMS_long 
83 0 AP890518-0010  817 6.57035 LMwJMS_long 
83 0 AP890716-0068  818 6.56885 LMwJMS_long 
83 0 AP890412-0022  819 6.56823 LMwJMS_long 
83 0 AP890309-0271  820 6.56706 LMwJMS_long 
83 0 AP890518-0111  821 6.56680 LMwJMS_long 
83 0 AP890227-0230  822 6.56665 LMwJMS_long 
83 0 AP890508-0219  823 6.56360 LMwJMS_long 
83 0 AP891012-0269  824 6.56183 LMwJMS_long 
83 0 AP890128-0028  825 6.55898 LMwJMS_long 
83 0 AP890129-0063  826 6.55374 LMwJMS_long 
83 0 AP890518-0009  827 6.55374 LMwJMS_long 
83 0 AP891016-0169  828 6.55321 LMwJMS_long 
83 0 AP891030-0205  829 6.55321 LMwJMS_long 
83 0 AP891229-0212  830 6.55321 LMwJMS_long 
83 0 AP890917-0084  831 6.54988 LMwJMS_long 
83 0 AP890729-0089  832 6.54325 LMwJMS_long 
83 0 AP890819-0067  833 6.53656 LMwJMS_long 
83 0 AP891006-0125  834 6.53656 LMwJMS_long 
83 0 AP891212-0130  835 6.53428 LMwJMS_long 
83 0 AP890313-0096  836 6.53358 LMwJMS_long 
83 0 AP890322-0334  837 6.53287 LMwJMS_long 
83 0 AP890209-0241  838 6.52944 LMwJMS_long 
83 0 AP890915-0100  839 6.52787 LMwJMS_long 
83 0 AP891006-0285  840 6.52333 LMwJMS_long 
83 0 AP890607-0035  841 6.52191 LMwJMS_long 
83 0 AP890220-0164  842 6.52060 LMwJMS_long 
83 0 AP891026-0170  843 6.52035 LMwJMS_long 
83 0 AP891123-0103  844 6.51740 LMwJMS_long 
83 0 AP890118-0148  845 6.51688 LMwJMS_long 
83 0 AP890310-0116  846 6.51688 LMwJMS_long 
83 0 AP890606-0101  847 6.51604 LMwJMS_long 
83 0 AP890814-0252  848 6.51604 LMwJMS_long 
83 0 AP890902-0153  849 6.51604 LMwJMS_long 
83 0 AP891025-0083  850 6.51604 LMwJMS_long 
83 0 AP890529-0028  851 6.51594 LMwJMS_long 
83 0 AP891127-0259  852 6.51588 LMwJMS_long 
83 0 AP890926-0096  853 6.51354 LMwJMS_long 
83 0 AP890505-0210  854 6.50947 LMwJMS_long 
83 0 AP890310-0057  855 6.50633 LMwJMS_long 
83 0 AP890215-0056  856 6.50356 LMwJMS_long 
83 0 AP890802-0206  857 6.50356 LMwJMS_long 
83 0 AP890617-0089  858 6.50091 LMwJMS_long 
83 0 AP890802-0237  859 6.49900 LMwJMS_long 
83 0 AP890102-0085  860 6.49814 LMwJMS_long 
83 0 AP890320-0168  861 6.49784 LMwJMS_long 
83 0 AP890623-0162  862 6.49784 LMwJMS_long 
83 0 AP890505-0112  863 6.49616 LMwJMS_long 
83 0 AP890407-0032  864 6.49553 LMwJMS_long 
83 0 AP890703-0102  865 6.49376 LMwJMS_long 
83 0 AP890703-0205  866 6.49376 LMwJMS_long 
83 0 AP890508-0174  867 6.49324 LMwJMS_long 
83 0 AP890516-0245  868 6.49113 LMwJMS_long 
83 0 AP890618-0083  869 6.49025 LMwJMS_long 
83 0 AP890617-0107  870 6.48840 LMwJMS_long 
83 0 AP890627-0167  871 6.48770 LMwJMS_long 
83 0 AP890627-0166  872 6.48617 LMwJMS_long 
83 0 AP890519-0233  873 6.48535 LMwJMS_long 
83 0 AP890817-0117  874 6.48244 LMwJMS_long 
83 0 AP890525-0271  875 6.48187 LMwJMS_long 
83 0 AP890803-0228  876 6.47948 LMwJMS_long 
83 0 AP890317-0120  877 6.47942 LMwJMS_long 
83 0 AP890714-0242  878 6.47940 LMwJMS_long 
83 0 AP890519-0245  879 6.47650 LMwJMS_long 
83 0 AP890815-0025  880 6.47333 LMwJMS_long 
83 0 AP890928-0181  881 6.47311 LMwJMS_long 
83 0 AP890210-0167  882 6.46855 LMwJMS_long 
83 0 AP890216-0262  883 6.46751 LMwJMS_long 
83 0 AP890621-0093  884 6.46751 LMwJMS_long 
83 0 AP891028-0064  885 6.46731 LMwJMS_long 
83 0 AP890130-0100  886 6.46490 LMwJMS_long 
83 0 AP890802-0188  887 6.45534 LMwJMS_long 
83 0 AP890324-0223  888 6.45479 LMwJMS_long 
83 0 AP890430-0058  889 6.45088 LMwJMS_long 
83 0 AP890710-0137  890 6.45088 LMwJMS_long 
83 0 AP891129-0253  891 6.45088 LMwJMS_long 
83 0 AP890704-0075  892 6.44530 LMwJMS_long 
83 0 AP890421-0158  893 6.44479 LMwJMS_long 
83 0 AP891211-0091  894 6.43999 LMwJMS_long 
83 0 AP890602-0037  895 6.43967 LMwJMS_long 
83 0 AP891024-0011  896 6.43795 LMwJMS_long 
83 0 AP890602-0252  897 6.43617 LMwJMS_long 
83 0 AP890117-0002  898 6.43608 LMwJMS_long 
83 0 AP890127-0103  899 6.43608 LMwJMS_long 
83 0 AP890322-0176  900 6.43608 LMwJMS_long 
83 0 AP890728-0298  901 6.43597 LMwJMS_long 
83 0 AP890731-0220  902 6.43597 LMwJMS_long 
83 0 AP890523-0026  903 6.43538 LMwJMS_long 
83 0 AP890811-0113  904 6.43505 LMwJMS_long 
83 0 AP891206-0026  905 6.43444 LMwJMS_long 
83 0 AP891006-0091  906 6.43441 LMwJMS_long 
83 0 AP890603-0045  907 6.43372 LMwJMS_long 
83 0 AP890128-0082  908 6.43264 LMwJMS_long 
83 0 AP890427-0295  909 6.43039 LMwJMS_long 
83 0 AP891005-0084  910 6.43035 LMwJMS_long 
83 0 AP891221-0140  911 6.42973 LMwJMS_long 
83 0 AP890802-0177  912 6.42816 LMwJMS_long 
83 0 AP890925-0162  913 6.42816 LMwJMS_long 
83 0 AP891120-0229  914 6.42816 LMwJMS_long 
83 0 AP890113-0168  915 6.42683 LMwJMS_long 
83 0 AP890119-0001  916 6.42527 LMwJMS_long 
83 0 AP890215-0035  917 6.42376 LMwJMS_long 
83 0 AP890208-0144  918 6.42023 LMwJMS_long 
83 0 AP890918-0097  919 6.41833 LMwJMS_long 
83 0 AP890808-0107  920 6.41656 LMwJMS_long 
83 0 AP890104-0211  921 6.41656 LMwJMS_long 
83 0 AP891018-0214  922 6.41656 LMwJMS_long 
83 0 AP890115-0031  923 6.41557 LMwJMS_long 
83 0 AP890220-0116  924 6.41208 LMwJMS_long 
83 0 AP890309-0044  925 6.40809 LMwJMS_long 
83 0 AP890526-0209  926 6.40692 LMwJMS_long 
83 0 AP891222-0156  927 6.40436 LMwJMS_long 
83 0 AP890824-0207  928 6.40379 LMwJMS_long 
83 0 AP891207-0237  929 6.40089 LMwJMS_long 
83 0 AP890501-0269  930 6.39873 LMwJMS_long 
83 0 AP890509-0037  931 6.39567 LMwJMS_long 
83 0 AP890710-0082  932 6.39439 LMwJMS_long 
83 0 AP891114-0022  933 6.39424 LMwJMS_long 
83 0 AP890131-0231  934 6.39368 LMwJMS_long 
83 0 AP891101-0038  935 6.39292 LMwJMS_long 
83 0 AP890201-0009  936 6.38974 LMwJMS_long 
