51 0 AP890908-0222    1 0.95151 VSM_short 
76 0 AP891221-0013  631 0.09481 VSM_short 
76 0 AP890502-0248  632 0.09445 VSM_short 
76 0 AP890131-0212  633 0.09438 VSM_short 
76 0 AP890208-0189  634 0.09438 VSM_short 
76 0 AP890209-0057  635 0.09438 VSM_short 
76 0 AP890310-0182  636 0.09438 VSM_short 
76 0 AP890315-0045  637 0.09438 VSM_short 
76 0 AP890619-0201  638 0.09438 VSM_short 
76 0 AP890831-0206  639 0.09438 VSM_short 
76 0 AP890904-0007  640 0.09438 VSM_short 
76 0 AP890110-0253  641 0.09434 VSM_short 
76 0 AP890329-0151  642 0.09434 VSM_short 
76 0 AP890110-0310  643 0.09391 VSM_short 
76 0 AP890222-0180  644 0.09391 VSM_short 
76 0 AP890609-0151  645 0.09391 VSM_short 
76 0 AP890726-0173  646 0.09391 VSM_short 
76 0 AP890929-0249  647 0.09391 VSM_short 
76 0 AP890106-0026  648 0.09365 VSM_short 
76 0 AP890111-0076  649 0.09365 VSM_short 
76 0 AP890112-0271  650 0.09365 VSM_short 
76 0 AP890126-0249  651 0.09365 VSM_short 
76 0 AP890221-0008  652 0.09365 VSM_short 
76 0 AP890223-0282  653 0.09365 VSM_short 
76 0 AP890228-0236  654 0.09365 VSM_short 
76 0 AP890301-0244  655 0.09365 VSM_short 
76 0 AP890324-0007  656 0.09365 VSM_short 
76 0 AP890421-0221  657 0.09365 VSM_short 
76 0 AP890426-0132  658 0.09365 VSM_short 
76 0 AP890517-0161  659 0.09365 VSM_short 
76 0 AP890623-0154  660 0.09365 VSM_short 
76 0 AP890706-0038  661 0.09365 VSM_short 
76 0 AP890713-0076  662 0.09365 VSM_short 
76 0 AP890714-0042  663 0.09365 VSM_short 
76 0 AP890716-0031  664 0.09365 VSM_short 
76 0 AP890724-0001  665 0.09365 VSM_short 
76 0 AP890725-0099  666 0.09365 VSM_short 
76 0 AP890727-0036  667 0.09365 VSM_short 
76 0 AP890816-0034  668 0.09365 VSM_short 
76 0 AP890817-0137  669 0.09365 VSM_short 
76 0 AP890822-0250  670 0.09365 VSM_short 
76 0 AP890905-0026  671 0.09365 VSM_short 
76 0 AP890914-0060  672 0.09365 VSM_short 
76 0 AP890919-0152  673 0.09365 VSM_short 
76 0 AP891005-0265  674 0.09365 VSM_short 
76 0 AP891213-0152  675 0.09365 VSM_short 
76 0 AP890426-0212  676 0.09350 VSM_short 
76 0 AP890109-0262  677 0.09313 VSM_short 
76 0 AP890123-0220  678 0.09313 VSM_short 
76 0 AP890202-0059  679 0.09313 VSM_short 
76 0 AP890428-0148  680 0.09313 VSM_short 
76 0 AP890508-0196  681 0.09313 VSM_short 
76 0 AP890508-0199  682 0.09313 VSM_short 
76 0 AP890515-0221  683 0.09313 VSM_short 
76 0 AP890721-0071  684 0.09313 VSM_short 
76 0 AP890829-0147  685 0.09313 VSM_short 
76 0 AP890902-0015  686 0.09313 VSM_short 
76 0 AP891009-0159  687 0.09313 VSM_short 
76 0 AP891026-0142  688 0.09313 VSM_short 
76 0 AP891120-0053  689 0.09313 VSM_short 
76 0 AP891213-0213  690 0.09313 VSM_short 
76 0 AP891222-0077  691 0.09289 VSM_short 
76 0 AP890215-0205  692 0.09243 VSM_short 
76 0 AP890314-0289  693 0.09243 VSM_short 
76 0 AP890505-0208  694 0.09243 VSM_short 
76 0 AP890926-0054  695 0.09243 VSM_short 
76 0 AP890725-0269  696 0.09240 VSM_short 
76 0 AP890102-0130  697 0.09205 VSM_short 
76 0 AP890118-0161  698 0.09205 VSM_short 
76 0 AP890217-0141  699 0.09205 VSM_short 
76 0 AP890614-0097  700 0.09205 VSM_short 
76 0 AP890627-0259  701 0.09205 VSM_short 
76 0 AP890723-0064  702 0.09205 VSM_short 
76 0 AP891020-0221  703 0.09205 VSM_short 
76 0 AP891119-0054  704 0.09205 VSM_short 
76 0 AP891121-0264  705 0.09205 VSM_short 
76 0 AP890411-0152  706 0.09172 VSM_short 
76 0 AP890104-0054  707 0.09144 VSM_short 
76 0 AP890110-0144  708 0.09144 VSM_short 
76 0 AP890113-0062  709 0.09144 VSM_short 
76 0 AP890208-0095  710 0.09144 VSM_short 
76 0 AP890221-0129  711 0.09144 VSM_short 
76 0 AP890307-0016  712 0.09144 VSM_short 
76 0 AP890419-0034  713 0.09144 VSM_short 
76 0 AP890428-0065  714 0.09144 VSM_short 
76 0 AP890507-0054  715 0.09144 VSM_short 
76 0 AP890508-0254  716 0.09144 VSM_short 
76 0 AP890608-0092  717 0.09144 VSM_short 
76 0 AP890613-0211  718 0.09144 VSM_short 
76 0 AP890623-0180  719 0.09144 VSM_short 
76 0 AP890624-0141  720 0.09144 VSM_short 
76 0 AP890711-0015  721 0.09144 VSM_short 
76 0 AP890712-0272  722 0.09144 VSM_short 
76 0 AP890720-0063  723 0.09144 VSM_short 
76 0 AP890726-0075  724 0.09144 VSM_short 
76 0 AP890803-0267  725 0.09144 VSM_short 
76 0 AP890804-0178  726 0.09144 VSM_short 
76 0 AP890829-0154  727 0.09144 VSM_short 
76 0 AP890901-0095  728 0.09144 VSM_short 
76 0 AP890915-0203  729 0.09144 VSM_short 
76 0 AP890921-0081  730 0.09144 VSM_short 
76 0 AP891002-0111  731 0.09144 VSM_short 
76 0 AP891005-0227  732 0.09144 VSM_short 
76 0 AP891012-0180  733 0.09144 VSM_short 
76 0 AP891024-0004  734 0.09144 VSM_short 
76 0 AP891024-0060  735 0.09144 VSM_short 
76 0 AP891026-0076  736 0.09144 VSM_short 
76 0 AP891117-0030  737 0.09144 VSM_short 
76 0 AP891117-0252  738 0.09144 VSM_short 
76 0 AP891123-0136  739 0.09144 VSM_short 
76 0 AP891129-0117  740 0.09144 VSM_short 
76 0 AP891204-0071  741 0.09144 VSM_short 
76 0 AP891204-0096  742 0.09144 VSM_short 
76 0 AP891223-0036  743 0.09144 VSM_short 
76 0 AP890517-0186  744 0.09071 VSM_short 
76 0 AP890824-0149  745 0.09071 VSM_short 
76 0 AP891117-0023  746 0.09071 VSM_short 
76 0 AP891206-0004  747 0.09071 VSM_short 
76 0 AP890120-0264  748 0.09036 VSM_short 
76 0 AP891104-0126  749 0.09036 VSM_short 
76 0 AP891130-0135  750 0.09036 VSM_short 
76 0 AP890401-0144  751 0.09031 VSM_short 
76 0 AP891110-0272  752 0.09031 VSM_short 
76 0 AP891224-0006  753 0.09026 VSM_short 
76 0 AP890124-0295  754 0.09018 VSM_short 
76 0 AP890329-0262  755 0.09018 VSM_short 
76 0 AP890411-0092  756 0.09018 VSM_short 
76 0 AP890417-0118  757 0.09018 VSM_short 
76 0 AP890418-0109  758 0.09018 VSM_short 
76 0 AP890505-0126  759 0.09018 VSM_short 
76 0 AP890627-0166  760 0.09018 VSM_short 
76 0 AP890808-0033  761 0.09018 VSM_short 
76 0 AP890809-0181  762 0.09018 VSM_short 
76 0 AP890902-0073  763 0.09018 VSM_short 
76 0 AP890926-0267  764 0.09018 VSM_short 
76 0 AP890221-0140  765 0.08961 VSM_short 
76 0 AP890711-0172  766 0.08961 VSM_short 
76 0 AP890103-0183  767 0.08871 VSM_short 
76 0 AP890103-0188  768 0.08871 VSM_short 
76 0 AP890109-0258  769 0.08871 VSM_short 
76 0 AP890125-0179  770 0.08871 VSM_short 
76 0 AP890213-0168  771 0.08871 VSM_short 
76 0 AP890214-0064  772 0.08871 VSM_short 
76 0 AP890220-0155  773 0.08871 VSM_short 
76 0 AP890221-0275  774 0.08871 VSM_short 
76 0 AP890327-0068  775 0.08871 VSM_short 
76 0 AP890419-0168  776 0.08871 VSM_short 
76 0 AP890503-0293  777 0.08871 VSM_short 
76 0 AP890515-0220  778 0.08871 VSM_short 
76 0 AP890605-0069  779 0.08871 VSM_short 
76 0 AP890612-0001  780 0.08871 VSM_short 
76 0 AP890619-0026  781 0.08871 VSM_short 
76 0 AP890622-0238  782 0.08871 VSM_short 
76 0 AP890718-0210  783 0.08871 VSM_short 
76 0 AP890718-0212  784 0.08871 VSM_short 
76 0 AP890726-0049  785 0.08871 VSM_short 
76 0 AP890918-0182  786 0.08871 VSM_short 
76 0 AP891005-0089  787 0.08871 VSM_short 
76 0 AP891009-0127  788 0.08871 VSM_short 
76 0 AP891018-0164  789 0.08871 VSM_short 
76 0 AP891106-0126  790 0.08871 VSM_short 
76 0 AP891127-0205  791 0.08871 VSM_short 
76 0 AP891204-0067  792 0.08871 VSM_short 
76 0 AP891226-0140  793 0.08871 VSM_short 
76 0 AP890306-0065  794 0.08837 VSM_short 
76 0 AP890612-0191  795 0.08837 VSM_short 
76 0 AP890719-0020  796 0.08837 VSM_short 
76 0 AP890802-0164  797 0.08837 VSM_short 
76 0 AP890908-0065  798 0.08837 VSM_short 
76 0 AP891207-0111  799 0.08837 VSM_short 
76 0 AP890206-0186  800 0.08824 VSM_short 
76 0 AP890724-0155  801 0.08824 VSM_short 
76 0 AP890110-0297  802 0.08818 VSM_short 
76 0 AP890323-0201  803 0.08818 VSM_short 
76 0 AP890803-0121  804 0.08818 VSM_short 
76 0 AP891220-0031  805 0.08818 VSM_short 
76 0 AP890222-0097  806 0.08797 VSM_short 
76 0 AP890301-0115  807 0.08797 VSM_short 
76 0 AP890410-0080  808 0.08797 VSM_short 
76 0 AP890526-0251  809 0.08797 VSM_short 
76 0 AP890715-0152  810 0.08797 VSM_short 
76 0 AP890801-0123  811 0.08797 VSM_short 
76 0 AP890831-0181  812 0.08797 VSM_short 
76 0 AP891212-0115  813 0.08797 VSM_short 
76 0 AP891225-0071  814 0.08797 VSM_short 
76 0 AP890614-0012  815 0.08746 VSM_short 
76 0 AP890503-0085  816 0.08696 VSM_short 
76 0 AP890604-0018  817 0.08696 VSM_short 
76 0 AP890923-0082  818 0.08696 VSM_short 
76 0 AP891008-0028  819 0.08696 VSM_short 
76 0 AP891012-0244  820 0.08696 VSM_short 
76 0 AP891220-0153  821 0.08696 VSM_short 
76 0 AP890422-0107  822 0.08687 VSM_short 
76 0 AP890424-0023  823 0.08687 VSM_short 
76 0 AP890202-0101  824 0.08664 VSM_short 
76 0 AP890329-0113  825 0.08585 VSM_short 
76 0 AP891210-0068  826 0.08585 VSM_short 
76 0 AP890117-0174  827 0.08583 VSM_short 
76 0 AP890128-0104  828 0.08583 VSM_short 
76 0 AP890314-0204  829 0.08583 VSM_short 
76 0 AP890320-0222  830 0.08583 VSM_short 
76 0 AP890807-0141  831 0.08583 VSM_short 
76 0 AP890821-0095  832 0.08583 VSM_short 
76 0 AP890901-0081  833 0.08583 VSM_short 
76 0 AP891018-0065  834 0.08583 VSM_short 
76 0 AP891113-0193  835 0.08583 VSM_short 
76 0 AP891206-0148  836 0.08583 VSM_short 
76 0 AP890221-0136  837 0.08577 VSM_short 
76 0 AP890329-0119  838 0.08577 VSM_short 
76 0 AP890330-0247  839 0.08577 VSM_short 
76 0 AP890426-0032  840 0.08577 VSM_short 
76 0 AP890427-0006  841 0.08577 VSM_short 
76 0 AP890427-0184  842 0.08577 VSM_short 
76 0 AP890522-0253  843 0.08577 VSM_short 
76 0 AP890612-0106  844 0.08577 VSM_short 
76 0 AP890613-0094  845 0.08577 VSM_short 
76 0 AP890619-0165  846 0.08577 VSM_short 
76 0 AP890628-0133  847 0.08577 VSM_short 
76 0 AP890711-0144  848 0.08577 VSM_short 
76 0 AP890804-0068  849 0.08577 VSM_short 
76 0 AP890908-0222  850 0.08577 VSM_short 
76 0 AP890911-0270  851 0.08577 VSM_short 
76 0 AP890912-0204  852 0.08577 VSM_short 
76 0 AP890914-0054  853 0.08577 VSM_short 
76 0 AP890922-0218  854 0.08577 VSM_short 
76 0 AP891002-0234  855 0.08577 VSM_short 
76 0 AP891010-0127  856 0.08577 VSM_short 
76 0 AP891016-0188  857 0.08577 VSM_short 
76 0 AP891030-0021  858 0.08577 VSM_short 
76 0 AP891030-0198  859 0.08577 VSM_short 
76 0 AP891122-0064  860 0.08577 VSM_short 
76 0 AP891201-0065  861 0.08577 VSM_short 
76 0 AP891213-0036  862 0.08577 VSM_short 
76 0 AP890114-0147  863 0.08544 VSM_short 
76 0 AP891114-0182  864 0.08544 VSM_short 
76 0 AP891222-0193  865 0.08544 VSM_short 
76 0 AP890110-0127  866 0.08531 VSM_short 
76 0 AP890224-0001  867 0.08531 VSM_short 
76 0 AP890323-0271  868 0.08531 VSM_short 
76 0 AP890513-0125  869 0.08531 VSM_short 
76 0 AP890612-0108  870 0.08531 VSM_short 
76 0 AP890723-0033  871 0.08531 VSM_short 
76 0 AP890930-0089  872 0.08531 VSM_short 
76 0 AP891108-0106  873 0.08531 VSM_short 
76 0 AP890223-0073  874 0.08458 VSM_short 
76 0 AP890224-0065  875 0.08458 VSM_short 
76 0 AP890224-0174  876 0.08458 VSM_short 
76 0 AP890922-0235  877 0.08423 VSM_short 
76 0 AP890923-0065  878 0.08423 VSM_short 
76 0 AP890201-0211  879 0.08398 VSM_short 
76 0 AP890224-0219  880 0.08398 VSM_short 
76 0 AP890220-0128  881 0.08380 VSM_short 
76 0 AP890327-0063  882 0.08380 VSM_short 
76 0 AP890403-0003  883 0.08380 VSM_short 
76 0 AP890405-0209  884 0.08380 VSM_short 
76 0 AP890205-0051  885 0.08372 VSM_short 
76 0 AP890228-0058  886 0.08372 VSM_short 
76 0 AP890330-0240  887 0.08330 VSM_short 
76 0 AP890407-0022  888 0.08330 VSM_short 
76 0 AP890801-0150  889 0.08330 VSM_short 
76 0 AP890831-0258  890 0.08330 VSM_short 
76 0 AP890118-0113  891 0.08302 VSM_short 
76 0 AP890208-0231  892 0.08302 VSM_short 
76 0 AP890302-0204  893 0.08302 VSM_short 
76 0 AP890417-0218  894 0.08302 VSM_short 
76 0 AP890421-0046  895 0.08302 VSM_short 
76 0 AP890606-0156  896 0.08302 VSM_short 
76 0 AP890619-0203  897 0.08302 VSM_short 
76 0 AP890714-0068  898 0.08302 VSM_short 
76 0 AP890814-0180  899 0.08302 VSM_short 
76 0 AP890829-0008  900 0.08302 VSM_short 
76 0 AP890829-0188  901 0.08302 VSM_short 
76 0 AP890830-0053  902 0.08302 VSM_short 
76 0 AP890831-0150  903 0.08302 VSM_short 
76 0 AP891002-0207  904 0.08302 VSM_short 
76 0 AP891005-0195  905 0.08302 VSM_short 
76 0 AP890112-0187  906 0.08296 VSM_short 
76 0 AP890116-0168  907 0.08296 VSM_short 
76 0 AP890117-0201  908 0.08296 VSM_short 
76 0 AP890126-0089  909 0.08296 VSM_short 
76 0 AP890130-0188  910 0.08296 VSM_short 
76 0 AP890202-0210  911 0.08296 VSM_short 
76 0 AP890203-0033  912 0.08296 VSM_short 
76 0 AP890203-0054  913 0.08296 VSM_short 
76 0 AP890220-0117  914 0.08296 VSM_short 
76 0 AP890220-0154  915 0.08296 VSM_short 
76 0 AP890224-0042  916 0.08296 VSM_short 
76 0 AP890316-0118  917 0.08296 VSM_short 
76 0 AP890320-0078  918 0.08296 VSM_short 
76 0 AP890418-0141  919 0.08296 VSM_short 
76 0 AP890421-0209  920 0.08296 VSM_short 
76 0 AP890506-0085  921 0.08296 VSM_short 
76 0 AP890513-0100  922 0.08296 VSM_short 
76 0 AP890515-0162  923 0.08296 VSM_short 
76 0 AP890521-0081  924 0.08296 VSM_short 
76 0 AP890522-0059  925 0.08296 VSM_short 
76 0 AP890522-0273  926 0.08296 VSM_short 
76 0 AP890523-0205  927 0.08296 VSM_short 
76 0 AP890524-0023  928 0.08296 VSM_short 
76 0 AP890525-0249  929 0.08296 VSM_short 
76 0 AP890527-0137  930 0.08296 VSM_short 
76 0 AP890527-0142  931 0.08296 VSM_short 
76 0 AP890531-0057  932 0.08296 VSM_short 
76 0 AP890605-0010  933 0.08296 VSM_short 
76 0 AP890605-0114  934 0.08296 VSM_short 
76 0 AP890612-0104  935 0.08296 VSM_short 
76 0 AP890613-0009  936 0.08296 VSM_short 
76 0 AP890616-0172  937 0.08296 VSM_short 
76 0 AP890619-0075  938 0.08296 VSM_short 
76 0 AP890620-0121  939 0.08296 VSM_short 
76 0 AP890721-0166  940 0.08296 VSM_short 
76 0 AP890728-0028  941 0.08296 VSM_short 
76 0 AP890731-0176  942 0.08296 VSM_short 
76 0 AP890802-0248  943 0.08296 VSM_short 
76 0 AP890803-0208  944 0.08296 VSM_short 
76 0 AP890811-0078  945 0.08296 VSM_short 
76 0 AP890814-0002  946 0.08296 VSM_short 
76 0 AP890821-0082  947 0.08296 VSM_short 
76 0 AP890907-0154  948 0.08296 VSM_short 
76 0 AP890924-0040  949 0.08296 VSM_short 
76 0 AP890925-0052  950 0.08296 VSM_short 
76 0 AP890927-0177  951 0.08296 VSM_short 
76 0 AP891002-0152  952 0.08296 VSM_short 
76 0 AP891002-0252  953 0.08296 VSM_short 
76 0 AP891003-0049  954 0.08296 VSM_short 
76 0 AP891007-0077  955 0.08296 VSM_short 
76 0 AP891010-0103  956 0.08296 VSM_short 
76 0 AP891019-0033  957 0.08296 VSM_short 
76 0 AP891020-0189  958 0.08296 VSM_short 
76 0 AP890130-0070  959 0.08259 VSM_short 
76 0 AP890410-0237  960 0.08259 VSM_short 
76 0 AP890108-0004  961 0.08215 VSM_short 
76 0 AP890119-0182  962 0.08215 VSM_short 
76 0 AP890215-0149  963 0.08215 VSM_short 
76 0 AP890218-0018  964 0.08215 VSM_short 
76 0 AP890316-0294  965 0.08215 VSM_short 
76 0 AP890407-0115  966 0.08215 VSM_short 
76 0 AP890414-0090  967 0.08215 VSM_short 
76 0 AP890422-0085  968 0.08215 VSM_short 
76 0 AP890527-0108  969 0.08215 VSM_short 
76 0 AP890829-0202  970 0.08215 VSM_short 
76 0 AP890926-0194  971 0.08215 VSM_short 
76 0 AP890929-0001  972 0.08215 VSM_short 
76 0 AP891112-0034  973 0.08215 VSM_short 
76 0 AP891116-0208  974 0.08215 VSM_short 
76 0 AP891117-0093  975 0.08215 VSM_short 
76 0 AP891208-0285  976 0.08215 VSM_short 
76 0 AP890501-0193  977 0.08211 VSM_short 
76 0 AP890503-0248  978 0.08211 VSM_short 
76 0 AP890710-0074  979 0.08211 VSM_short 
76 0 AP890104-0005  980 0.08200 VSM_short 
76 0 AP890203-0017  981 0.08180 VSM_short 
76 0 AP890510-0111  982 0.08180 VSM_short 
76 0 AP890306-0279  983 0.08174 VSM_short 
76 0 AP890307-0216  984 0.08174 VSM_short 
76 0 AP890530-0260  985 0.08174 VSM_short 
76 0 AP890531-0196  986 0.08174 VSM_short 
76 0 AP890720-0233  987 0.08174 VSM_short 
76 0 AP890809-0279  988 0.08174 VSM_short 
76 0 AP890816-0110  989 0.08174 VSM_short 
76 0 AP890822-0139  990 0.08174 VSM_short 
76 0 AP890904-0034  991 0.08174 VSM_short 
76 0 AP890927-0108  992 0.08174 VSM_short 
76 0 AP891011-0293  993 0.08174 VSM_short 
76 0 AP891204-0095  994 0.08174 VSM_short 
76 0 AP890905-0224  995 0.08161 VSM_short 
76 0 AP890119-0339  996 0.08097 VSM_short 
76 0 AP890315-0077  997 0.08097 VSM_short 
76 0 AP890905-0201  998 0.08082 VSM_short 
76 0 AP891206-0016  999 0.08082 VSM_short 
76 0 AP890803-0200 1000 0.08072 VSM_short 
77 0 AP890325-0057    1 1.06595 VSM_short 
77 0 AP890425-0110    2 1.06595 VSM_short 
77 0 AP890211-0095    3 1.00499 VSM_short 
77 0 AP891108-0188    4 0.98316 VSM_short 
77 0 AP891127-0046    5 0.88830 VSM_short 
77 0 AP890821-0078    6 0.87937 VSM_short 
77 0 AP890722-0056    7 0.87035 VSM_short 
77 0 AP890107-0074    8 0.75374 VSM_short 
77 0 AP890613-0093    9 0.75374 VSM_short 
77 0 AP891101-0096   10 0.75374 VSM_short 
77 0 AP890216-0124   11 0.71064 VSM_short 
77 0 AP890407-0269   12 0.71064 VSM_short 
77 0 AP890421-0122   13 0.71064 VSM_short 
77 0 AP890825-0107   14 0.71064 VSM_short 
77 0 AP890918-0003   15 0.71064 VSM_short 
77 0 AP890920-0073   16 0.71064 VSM_short 
77 0 AP890308-0040   17 0.65276 VSM_short 
77 0 AP890821-0057   18 0.65276 VSM_short 
77 0 AP890108-0031   19 0.62812 VSM_short 
77 0 AP890221-0231   20 0.62812 VSM_short 
77 0 AP890227-0004   21 0.62812 VSM_short 
77 0 AP890317-0013   22 0.62812 VSM_short 
77 0 AP890319-0065   23 0.62812 VSM_short 
77 0 AP890615-0196   24 0.62812 VSM_short 
77 0 AP890803-0189   25 0.62812 VSM_short 
77 0 AP890916-0075   26 0.62812 VSM_short 
77 0 AP891019-0225   27 0.62812 VSM_short 
77 0 AP890403-0010   28 0.62181 VSM_short 
77 0 AP891117-0142   29 0.62181 VSM_short 
77 0 AP890322-0271   30 0.53298 VSM_short 
77 0 AP890601-0206   31 0.53298 VSM_short 
77 0 AP890719-0038   32 0.53298 VSM_short 
77 0 AP890728-0169   33 0.53298 VSM_short 
77 0 AP890729-0083   34 0.53298 VSM_short 
77 0 AP891213-0053   35 0.53298 VSM_short 
77 0 AP891214-0178   36 0.53298 VSM_short 
77 0 AP890111-0068   37 0.50250 VSM_short 
77 0 AP890511-0200   38 0.50250 VSM_short 
77 0 AP890622-0101   39 0.50250 VSM_short 
77 0 AP890717-0049   40 0.50250 VSM_short 
77 0 AP890717-0150   41 0.50250 VSM_short 
77 0 AP890727-0006   42 0.50250 VSM_short 
77 0 AP890815-0153   43 0.50250 VSM_short 
77 0 AP891007-0072   44 0.50250 VSM_short 
77 0 AP891009-0023   45 0.50250 VSM_short 
77 0 AP891017-0077   46 0.50250 VSM_short 
77 0 AP891027-0239   47 0.50250 VSM_short 
77 0 AP891127-0111   48 0.50250 VSM_short 
77 0 AP890821-0086   49 0.44415 VSM_short 
77 0 AP890823-0040   50 0.44415 VSM_short 
77 0 AP891016-0178   51 0.44415 VSM_short 
77 0 AP891214-0187   52 0.44415 VSM_short 
77 0 AP891218-0026   53 0.44415 VSM_short 
77 0 AP890124-0205   54 0.43968 VSM_short 
77 0 AP890502-0068   55 0.43968 VSM_short 
77 0 AP890510-0134   56 0.43968 VSM_short 
77 0 AP890727-0092   57 0.43968 VSM_short 
77 0 AP890901-0045   58 0.43968 VSM_short 
77 0 AP891019-0143   59 0.43968 VSM_short 
77 0 AP891204-0230   60 0.43968 VSM_short 
77 0 AP890125-0071   61 0.37687 VSM_short 
77 0 AP890710-0007   62 0.37687 VSM_short 
77 0 AP890727-0171   63 0.37687 VSM_short 
77 0 AP890729-0037   64 0.37687 VSM_short 
77 0 AP891017-0142   65 0.37687 VSM_short 
77 0 AP891114-0214   66 0.37687 VSM_short 
77 0 AP890828-0198   67 0.35532 VSM_short 
77 0 AP890830-0207   68 0.35532 VSM_short 
77 0 AP891218-0212   69 0.35532 VSM_short 
77 0 AP890621-0007   70 0.31406 VSM_short 
77 0 AP890823-0184   71 0.31406 VSM_short 
77 0 AP891006-0208   72 0.31406 VSM_short 
77 0 AP890313-0195   73 0.25125 VSM_short 
78 0 AP890618-0051    1 1.43911 VSM_short 
78 0 AP890109-0183    2 1.37941 VSM_short 
78 0 AP890129-0053    3 1.28718 VSM_short 
78 0 AP890201-0085    4 1.28718 VSM_short 
78 0 AP890618-0076    5 1.27201 VSM_short 
78 0 AP890202-0157    6 1.25922 VSM_short 
78 0 AP890202-0072    7 1.20405 VSM_short 
78 0 AP890630-0045    8 1.20405 VSM_short 
78 0 AP891030-0179    9 1.19461 VSM_short 
78 0 AP891212-0135   10 1.19461 VSM_short 
78 0 AP890319-0050   11 1.18235 VSM_short 
78 0 AP890921-0116   12 1.18235 VSM_short 
78 0 AP890502-0154   13 1.13772 VSM_short 
78 0 AP890702-0035   14 1.13772 VSM_short 
78 0 AP891215-0086   15 1.13772 VSM_short 
78 0 AP890107-0135   16 1.11473 VSM_short 
78 0 AP890110-0157   17 1.11473 VSM_short 
78 0 AP890729-0118   18 1.11473 VSM_short 
78 0 AP891130-0041   19 1.11473 VSM_short 
78 0 AP890131-0065   20 1.05354 VSM_short 
78 0 AP890728-0063   21 1.05354 VSM_short 
78 0 AP891213-0115   22 1.05354 VSM_short 
78 0 AP890301-0226   23 0.96539 VSM_short 
78 0 AP890729-0035   24 0.96539 VSM_short 
78 0 AP891130-0051   25 0.96539 VSM_short 
78 0 AP890315-0007   26 0.91018 VSM_short 
78 0 AP891204-0184   27 0.89945 VSM_short 
78 0 AP890302-0311   28 0.89041 VSM_short 
78 0 AP890509-0142   29 0.89041 VSM_short 
78 0 AP890727-0118   30 0.89041 VSM_short 
78 0 AP890829-0150   31 0.89041 VSM_short 
78 0 AP890612-0017   32 0.83605 VSM_short 
78 0 AP890711-0014   33 0.83605 VSM_short 
78 0 AP890520-0106   34 0.80449 VSM_short 
78 0 AP890306-0157   35 0.79640 VSM_short 
78 0 AP890424-0151   36 0.79640 VSM_short 
78 0 AP890816-0166   37 0.79640 VSM_short 
78 0 AP890817-0050   38 0.79640 VSM_short 
78 0 AP890729-0049   39 0.78823 VSM_short 
78 0 AP890729-0052   40 0.78823 VSM_short 
78 0 AP890810-0055   41 0.78823 VSM_short 
78 0 AP891128-0117   42 0.78823 VSM_short 
78 0 AP890213-0082   43 0.76321 VSM_short 
78 0 AP890214-0019   44 0.76321 VSM_short 
78 0 AP890501-0127   45 0.76321 VSM_short 
78 0 AP891027-0151   46 0.68971 VSM_short 
78 0 AP891215-0121   47 0.68971 VSM_short 
78 0 AP890509-0094   48 0.68263 VSM_short 
78 0 AP890606-0018   49 0.68263 VSM_short 
78 0 AP890606-0068   50 0.68263 VSM_short 
78 0 AP891213-0001   51 0.68263 VSM_short 
78 0 AP890613-0045   52 0.64359 VSM_short 
78 0 AP890802-0084   53 0.64359 VSM_short 
78 0 AP891202-0098   54 0.64359 VSM_short 
78 0 AP890302-0165   55 0.59118 VSM_short 
78 0 AP890307-0028   56 0.59118 VSM_short 
78 0 AP890504-0088   57 0.56314 VSM_short 
78 0 AP890709-0018   58 0.56314 VSM_short 
78 0 AP890710-0080   59 0.56314 VSM_short 
78 0 AP890729-0128   60 0.56314 VSM_short 
78 0 AP890823-0053   61 0.56314 VSM_short 
78 0 AP890525-0084   62 0.50880 VSM_short 
78 0 AP890303-0036   63 0.49265 VSM_short 
78 0 AP890509-0061   64 0.49265 VSM_short 
78 0 AP890710-0014   65 0.49265 VSM_short 
78 0 AP890711-0201   66 0.49265 VSM_short 
78 0 AP890730-0083   67 0.49265 VSM_short 
