51 0 AP890503-0279    1 0.26778 TREC_short 
22819 0 AP890913-0190  769 0.02488 TREC_short 
22820 0 AP890922-0159  770 0.02488 TREC_short 
22821 0 AP890512-0072  771 0.02488 TREC_short 
22822 0 AP890925-0141  772 0.02488 TREC_short 
22823 0 AP890926-0112  773 0.02488 TREC_short 
22824 0 AP891004-0135  774 0.02488 TREC_short 
22825 0 AP891004-0166  775 0.02488 TREC_short 
22826 0 AP891214-0076  776 0.02472 TREC_short 
22827 0 AP890412-0028  777 0.02472 TREC_short 
22828 0 AP890115-0030  778 0.02472 TREC_short 
22829 0 AP890206-0123  779 0.02457 TREC_short 
22830 0 AP890603-0039  780 0.02457 TREC_short 
22831 0 AP890607-0091  781 0.02457 TREC_short 
22832 0 AP890616-0002  782 0.02457 TREC_short 
22833 0 AP891210-0024  783 0.02457 TREC_short 
22834 0 AP890623-0069  784 0.02457 TREC_short 
22835 0 AP891227-0014  785 0.02457 TREC_short 
22836 0 AP891229-0075  786 0.02457 TREC_short 
22837 0 AP890629-0171  787 0.02457 TREC_short 
22838 0 AP890403-0123  788 0.02457 TREC_short 
22839 0 AP890703-0166  789 0.02457 TREC_short 
22840 0 AP890104-0192  790 0.02457 TREC_short 
22841 0 AP890714-0010  791 0.02457 TREC_short 
22842 0 AP890411-0082  792 0.02457 TREC_short 
22843 0 AP890219-0027  793 0.02457 TREC_short 
22844 0 AP890723-0075  794 0.02457 TREC_short 
22845 0 AP890422-0012  795 0.02457 TREC_short 
22846 0 AP890815-0125  796 0.02457 TREC_short 
22847 0 AP890109-0152  797 0.02457 TREC_short 
22848 0 AP890819-0142  798 0.02457 TREC_short 
22849 0 AP890822-0102  799 0.02457 TREC_short 
22850 0 AP890824-0056  800 0.02457 TREC_short 
22851 0 AP890827-0064  801 0.02457 TREC_short 
22852 0 AP890501-0248  802 0.02457 TREC_short 
22853 0 AP890831-0197  803 0.02457 TREC_short 
22854 0 AP890504-0086  804 0.02457 TREC_short 
22855 0 AP890912-0118  805 0.02457 TREC_short 
22856 0 AP890103-0234  806 0.02457 TREC_short 
22857 0 AP890920-0280  807 0.02457 TREC_short 
22858 0 AP891028-0074  808 0.02448 TREC_short 
22859 0 AP890630-0128  809 0.02448 TREC_short 
22860 0 AP890413-0189  810 0.02448 TREC_short 
22861 0 AP890126-0087  811 0.02448 TREC_short 
22862 0 AP890418-0212  812 0.02448 TREC_short 
22863 0 AP890815-0155  813 0.02448 TREC_short 
22864 0 AP890826-0100  814 0.02448 TREC_short 
22865 0 AP890907-0141  815 0.02448 TREC_short 
22866 0 AP890909-0049  816 0.02448 TREC_short 
22867 0 AP890915-0143  817 0.02448 TREC_short 
22868 0 AP890921-0215  818 0.02448 TREC_short 
22869 0 AP890522-0182  819 0.02437 TREC_short 
22870 0 AP890312-0070  820 0.02437 TREC_short 
22871 0 AP891020-0295  821 0.02437 TREC_short 
22872 0 AP890314-0071  822 0.02437 TREC_short 
22873 0 AP891024-0164  823 0.02437 TREC_short 
22874 0 AP891026-0165  824 0.02437 TREC_short 
22875 0 AP890206-0178  825 0.02437 TREC_short 
22876 0 AP891102-0205  826 0.02437 TREC_short 
22877 0 AP890602-0155  827 0.02437 TREC_short 
22878 0 AP890608-0055  828 0.02437 TREC_short 
22879 0 AP890608-0179  829 0.02437 TREC_short 
22880 0 AP891117-0049  830 0.02437 TREC_short 
22881 0 AP890611-0010  831 0.02437 TREC_short 
22882 0 AP891119-0014  832 0.02437 TREC_short 
22883 0 AP890611-0020  833 0.02437 TREC_short 
22884 0 AP891121-0050  834 0.02437 TREC_short 
22885 0 AP890613-0150  835 0.02437 TREC_short 
22886 0 AP890209-0082  836 0.02437 TREC_short 
22887 0 AP891128-0053  837 0.02437 TREC_short 
22888 0 AP890619-0099  838 0.02437 TREC_short 
22889 0 AP891211-0004  839 0.02437 TREC_short 
22890 0 AP890620-0118  840 0.02437 TREC_short 
22891 0 AP890622-0114  841 0.02437 TREC_short 
22892 0 AP890622-0131  842 0.02437 TREC_short 
22893 0 AP890122-0050  843 0.02437 TREC_short 
22894 0 AP891216-0021  844 0.02437 TREC_short 
22895 0 AP891221-0126  845 0.02437 TREC_short 
22896 0 AP890123-0140  846 0.02437 TREC_short 
22897 0 AP890629-0249  847 0.02437 TREC_short 
22898 0 AP890123-0203  848 0.02437 TREC_short 
22899 0 AP890214-0056  849 0.02437 TREC_short 
22900 0 AP890404-0004  850 0.02437 TREC_short 
22901 0 AP890703-0172  851 0.02437 TREC_short 
22902 0 AP890705-0120  852 0.02437 TREC_short 
22903 0 AP890713-0047  853 0.02437 TREC_short 
22904 0 AP890715-0014  854 0.02437 TREC_short 
22905 0 AP890717-0059  855 0.02437 TREC_short 
22906 0 AP890717-0110  856 0.02437 TREC_short 
22907 0 AP890717-0209  857 0.02437 TREC_short 
22908 0 AP890113-0132  858 0.02437 TREC_short 
22909 0 AP890721-0219  859 0.02437 TREC_short 
22910 0 AP890219-0109  860 0.02437 TREC_short 
22911 0 AP890723-0052  861 0.02437 TREC_short 
22912 0 AP890125-0286  862 0.02437 TREC_short 
22913 0 AP890725-0259  863 0.02437 TREC_short 
22914 0 AP890126-0020  864 0.02437 TREC_short 
22915 0 AP890727-0165  865 0.02437 TREC_short 
22916 0 AP890221-0128  866 0.02437 TREC_short 
22917 0 AP890731-0264  867 0.02437 TREC_short 
22918 0 AP890126-0161  868 0.02437 TREC_short 
22919 0 AP890419-0136  869 0.02437 TREC_short 
22920 0 AP890805-0120  870 0.02437 TREC_short 
22921 0 AP890223-0128  871 0.02437 TREC_short 
22922 0 AP890806-0072  872 0.02437 TREC_short 
22923 0 AP890420-0173  873 0.02437 TREC_short 
22924 0 AP890809-0025  874 0.02437 TREC_short 
22925 0 AP890423-0016  875 0.02437 TREC_short 
22926 0 AP890816-0010  876 0.02437 TREC_short 
22927 0 AP890817-0028  877 0.02437 TREC_short 
22928 0 AP890817-0103  878 0.02437 TREC_short 
22929 0 AP890825-0058  879 0.02437 TREC_short 
22930 0 AP890825-0213  880 0.02437 TREC_short 
22931 0 AP890905-0066  881 0.02437 TREC_short 
22932 0 AP890909-0064  882 0.02437 TREC_short 
22933 0 AP890507-0033  883 0.02437 TREC_short 
22934 0 AP890914-0244  884 0.02437 TREC_short 
22935 0 AP890915-0060  885 0.02437 TREC_short 
22936 0 AP890918-0139  886 0.02437 TREC_short 
22937 0 AP890201-0087  887 0.02437 TREC_short 
22938 0 AP890920-0199  888 0.02437 TREC_short 
22939 0 AP890512-0083  889 0.02437 TREC_short 
22940 0 AP890925-0292  890 0.02437 TREC_short 
22941 0 AP890513-0011  891 0.02437 TREC_short 
22942 0 AP890925-0302  892 0.02437 TREC_short 
22943 0 AP890202-0094  893 0.02437 TREC_short 
22944 0 AP890927-0139  894 0.02437 TREC_short 
22945 0 AP890515-0201  895 0.02437 TREC_short 
22946 0 AP890930-0115  896 0.02437 TREC_short 
22947 0 AP890516-0134  897 0.02437 TREC_short 
22948 0 AP890118-0147  898 0.02437 TREC_short 
22949 0 AP891005-0083  899 0.02437 TREC_short 
22950 0 AP890518-0157  900 0.02437 TREC_short 
22951 0 AP891006-0021  901 0.02437 TREC_short 
22952 0 AP890420-0002  902 0.02437 TREC_short 
22953 0 AP891128-0171  903 0.02425 TREC_short 
22954 0 AP890204-0054  904 0.02416 TREC_short 
22955 0 AP890616-0070  905 0.02416 TREC_short 
22956 0 AP890706-0073  906 0.02416 TREC_short 
22957 0 AP890822-0066  907 0.02416 TREC_short 
22958 0 AP890428-0058  908 0.02416 TREC_short 
22959 0 AP890830-0039  909 0.02416 TREC_short 
22960 0 AP890906-0062  910 0.02416 TREC_short 
22961 0 AP890302-0079  911 0.02416 TREC_short 
22962 0 AP890506-0050  912 0.02416 TREC_short 
22963 0 AP890916-0042  913 0.02416 TREC_short 
22964 0 AP890520-0067  914 0.02408 TREC_short 
22965 0 AP890524-0193  915 0.02408 TREC_short 
22966 0 AP891129-0082  916 0.02408 TREC_short 
22967 0 AP891212-0020  917 0.02408 TREC_short 
22968 0 AP891214-0141  918 0.02408 TREC_short 
22969 0 AP891218-0114  919 0.02408 TREC_short 
22970 0 AP890705-0123  920 0.02408 TREC_short 
22971 0 AP890227-0200  921 0.02408 TREC_short 
22972 0 AP890208-0207  922 0.02408 TREC_short 
22973 0 AP890123-0176  923 0.02408 TREC_short 
22974 0 AP890803-0083  924 0.02408 TREC_short 
22975 0 AP890807-0116  925 0.02408 TREC_short 
22976 0 AP890914-0041  926 0.02408 TREC_short 
22977 0 AP890316-0021  927 0.02378 TREC_short 
22978 0 AP890612-0203  928 0.02378 TREC_short 
22979 0 AP891214-0156  929 0.02378 TREC_short 
22980 0 AP891218-0086  930 0.02378 TREC_short 
22981 0 AP890807-0122  931 0.02378 TREC_short 
22982 0 AP890815-0043  932 0.02378 TREC_short 
22983 0 AP890310-0073  933 0.02368 TREC_short 
22984 0 AP891017-0019  934 0.02368 TREC_short 
22985 0 AP890102-0108  935 0.02368 TREC_short 
22986 0 AP891116-0051  936 0.02368 TREC_short 
22987 0 AP891117-0165  937 0.02368 TREC_short 
22988 0 AP890322-0068  938 0.02368 TREC_short 
22989 0 AP890325-0039  939 0.02368 TREC_short 
22990 0 AP890328-0040  940 0.02368 TREC_short 
22991 0 AP891220-0203  941 0.02368 TREC_short 
22992 0 AP890723-0069  942 0.02368 TREC_short 
22993 0 AP890220-0122  943 0.02368 TREC_short 
22994 0 AP890803-0046  944 0.02368 TREC_short 
22995 0 AP890420-0045  945 0.02368 TREC_short 
22996 0 AP890813-0045  946 0.02368 TREC_short 
22997 0 AP890116-0048  947 0.02368 TREC_short 
22998 0 AP890824-0080  948 0.02368 TREC_short 
22999 0 AP890827-0037  949 0.02368 TREC_short 
23000 0 AP890920-0059  950 0.02368 TREC_short 
23001 0 AP890511-0188  951 0.02368 TREC_short 
23002 0 AP891007-0044  952 0.02368 TREC_short 
23003 0 AP891011-0002  953 0.02355 TREC_short 
23004 0 AP891022-0087  954 0.02355 TREC_short 
23005 0 AP890612-0068  955 0.02355 TREC_short 
23006 0 AP890616-0095  956 0.02355 TREC_short 
23007 0 AP890210-0155  957 0.02355 TREC_short 
23008 0 AP891211-0062  958 0.02355 TREC_short 
23009 0 AP891215-0100  959 0.02355 TREC_short 
23010 0 AP890112-0133  960 0.02355 TREC_short 
23011 0 AP890721-0186  961 0.02355 TREC_short 
23012 0 AP890413-0199  962 0.02355 TREC_short 
23013 0 AP890128-0106  963 0.02355 TREC_short 
23014 0 AP890909-0001  964 0.02355 TREC_short 
23015 0 AP890516-0153  965 0.02355 TREC_short 
23016 0 AP890309-0047  966 0.02355 TREC_short 
23017 0 AP890525-0187  967 0.02349 TREC_short 
23018 0 AP890525-0199  968 0.02349 TREC_short 
23019 0 AP890531-0065  969 0.02349 TREC_short 
23020 0 AP890121-0149  970 0.02349 TREC_short 
23021 0 AP890704-0128  971 0.02349 TREC_short 
23022 0 AP890215-0077  972 0.02349 TREC_short 
23023 0 AP890728-0127  973 0.02349 TREC_short 
23024 0 AP890814-0138  974 0.02327 TREC_short 
23025 0 AP890202-0228  975 0.02327 TREC_short 
23026 0 AP891009-0135  976 0.02319 TREC_short 
23027 0 AP890521-0044  977 0.02319 TREC_short 
23028 0 AP890103-0039  978 0.02319 TREC_short 
23029 0 AP890106-0002  979 0.02319 TREC_short 
23030 0 AP891016-0182  980 0.02319 TREC_short 
23031 0 AP890312-0022  981 0.02319 TREC_short 
23032 0 AP891020-0067  982 0.02319 TREC_short 
23033 0 AP891020-0071  983 0.02319 TREC_short 
23034 0 AP890526-0094  984 0.02319 TREC_short 
23035 0 AP891023-0187  985 0.02319 TREC_short 
23036 0 AP890206-0006  986 0.02319 TREC_short 
23037 0 AP891025-0131  987 0.02319 TREC_short 
23038 0 AP890315-0088  988 0.02319 TREC_short 
23039 0 AP890315-0131  989 0.02319 TREC_short 
23040 0 AP890531-0131  990 0.02319 TREC_short 
23041 0 AP890316-0174  991 0.02319 TREC_short 
23042 0 AP890606-0007  992 0.02319 TREC_short 
23043 0 AP890606-0137  993 0.02319 TREC_short 
23044 0 AP891110-0054  994 0.02319 TREC_short 
23045 0 AP891110-0111  995 0.02319 TREC_short 
23046 0 AP890318-0087  996 0.02319 TREC_short 
23047 0 AP891111-0087  997 0.02319 TREC_short 
23048 0 AP891112-0002  998 0.02319 TREC_short 
23049 0 AP891113-0100  999 0.02319 TREC_short 
23050 0 AP891116-0004 1000 0.02319 TREC_short 
23051 0 AP890822-0070    1 0.09367 TREC_short 
23052 0 AP890511-0081    2 0.08781 TREC_short 
23053 0 AP890120-0289    3 0.08430 TREC_short 
23054 0 AP890826-0058    4 0.07889 TREC_short 
23055 0 AP890326-0057    5 0.07493 TREC_short 
23056 0 AP891018-0194    6 0.07493 TREC_short 
23057 0 AP890403-0026    7 0.07493 TREC_short 
23058 0 AP890728-0178    8 0.07493 TREC_short 
23059 0 AP890301-0051    9 0.07493 TREC_short 
23060 0 AP890225-0154   10 0.07493 TREC_short 
23061 0 AP890207-0146   11 0.07318 TREC_short 
23062 0 AP890629-0213   12 0.07318 TREC_short 
23063 0 AP890328-0130   13 0.06557 TREC_short 
23064 0 AP890908-0136   14 0.06469 TREC_short 
23065 0 AP890113-0176   15 0.06454 TREC_short 
23066 0 AP891018-0172   16 0.06323 TREC_short 
23067 0 AP890208-0205   17 0.06323 TREC_short 
23068 0 AP890502-0216   18 0.06323 TREC_short 
23069 0 AP890205-0013   19 0.05854 TREC_short 
23070 0 AP890301-0138   20 0.05854 TREC_short 
23071 0 AP890831-0122   21 0.05854 TREC_short 
23072 0 AP890616-0150   22 0.05737 TREC_short 
23073 0 AP891218-0141   23 0.05737 TREC_short 
23074 0 AP890405-0108   24 0.05737 TREC_short 
23075 0 AP890713-0137   25 0.05737 TREC_short 
23076 0 AP890410-0110   26 0.05737 TREC_short 
23077 0 AP890802-0245   27 0.05737 TREC_short 
23078 0 AP891002-0147   28 0.05737 TREC_short 
23079 0 AP890208-0095   29 0.05620 TREC_short 
23080 0 AP890323-0070   30 0.05620 TREC_short 
23081 0 AP891002-0219   31 0.05269 TREC_short 
23082 0 AP890921-0081   32 0.05161 TREC_short 
23083 0 AP890527-0137   33 0.05020 TREC_short 
23084 0 AP890102-0054   34 0.05020 TREC_short 
23085 0 AP890509-0045   35 0.05020 TREC_short 
23086 0 AP890731-0164   36 0.04922 TREC_short 
23087 0 AP890323-0204   37 0.04757 TREC_short 
23088 0 AP890322-0314   38 0.04752 TREC_short 
23089 0 AP890803-0285   39 0.04752 TREC_short 
23090 0 AP891025-0148   40 0.04742 TREC_short 
23091 0 AP891227-0115   41 0.04742 TREC_short 
23092 0 AP890410-0019   42 0.04742 TREC_short 
23093 0 AP891130-0048   43 0.04683 TREC_short 
23094 0 AP890211-0052   44 0.04683 TREC_short 
23095 0 AP891205-0009   45 0.04683 TREC_short 
23096 0 AP890623-0143   46 0.04683 TREC_short 
23097 0 AP890831-0054   47 0.04683 TREC_short 
23098 0 AP890922-0123   48 0.04683 TREC_short 
23099 0 AP890517-0279   49 0.04683 TREC_short 
23100 0 AP891006-0052   50 0.04683 TREC_short 
23101 0 AP890315-0100   51 0.04391 TREC_short 
23102 0 AP891122-0126   52 0.04391 TREC_short 
23103 0 AP891209-0091   53 0.04391 TREC_short 
23104 0 AP891211-0129   54 0.04391 TREC_short 
23105 0 AP890410-0085   55 0.04391 TREC_short 
23106 0 AP890502-0189   56 0.04391 TREC_short 
23107 0 AP890505-0201   57 0.04391 TREC_short 
23108 0 AP890519-0086   58 0.04391 TREC_short 
23109 0 AP890205-0003   59 0.04303 TREC_short 
23110 0 AP891116-0217   60 0.04303 TREC_short 
23111 0 AP891214-0236   61 0.04303 TREC_short 
23112 0 AP891222-0282   62 0.04303 TREC_short 
23113 0 AP890629-0150   63 0.04303 TREC_short 
23114 0 AP890714-0195   64 0.04303 TREC_short 
23115 0 AP891006-0008   65 0.04303 TREC_short 
23116 0 AP891012-0185   66 0.04215 TREC_short 
23117 0 AP890317-0163   67 0.04215 TREC_short 
23118 0 AP890602-0265   68 0.04215 TREC_short 
23119 0 AP890606-0135   69 0.04215 TREC_short 
23120 0 AP891108-0284   70 0.04215 TREC_short 
23121 0 AP890607-0079   71 0.04215 TREC_short 
23122 0 AP890324-0082   72 0.04215 TREC_short 
23123 0 AP890107-0006   73 0.04215 TREC_short 
23124 0 AP890401-0005   74 0.04215 TREC_short 
23125 0 AP890705-0203   75 0.04215 TREC_short 
23126 0 AP890710-0269   76 0.04215 TREC_short 
23127 0 AP890125-0255   77 0.04215 TREC_short 
23128 0 AP890805-0066   78 0.04215 TREC_short 
23129 0 AP890203-0072   79 0.04215 TREC_short 
23130 0 AP890906-0283   80 0.04215 TREC_short 
23131 0 AP890117-0100   81 0.04025 TREC_short 
23132 0 AP891017-0101   82 0.03769 TREC_short 
23133 0 AP891016-0054   83 0.03747 TREC_short 
23134 0 AP890603-0064   84 0.03747 TREC_short 
23135 0 AP891109-0192   85 0.03747 TREC_short 
23136 0 AP890123-0020   86 0.03747 TREC_short 
23137 0 AP890612-0171   87 0.03747 TREC_short 
23138 0 AP890615-0121   88 0.03747 TREC_short 
23139 0 AP891204-0093   89 0.03747 TREC_short 
23140 0 AP890403-0038   90 0.03747 TREC_short 
23141 0 AP890703-0040   91 0.03747 TREC_short 
23142 0 AP890406-0155   92 0.03747 TREC_short 
23143 0 AP890216-0131   93 0.03747 TREC_short 
23144 0 AP890414-0176   94 0.03747 TREC_short 
23145 0 AP890415-0018   95 0.03747 TREC_short 
23146 0 AP890728-0198   96 0.03747 TREC_short 
23147 0 AP890807-0061   97 0.03747 TREC_short 
23148 0 AP890810-0099   98 0.03747 TREC_short 
23149 0 AP890815-0214   99 0.03747 TREC_short 
23150 0 AP890901-0130  100 0.03747 TREC_short 
23151 0 AP890227-0146  101 0.03747 TREC_short 
23152 0 AP890228-0143  102 0.03747 TREC_short 
23153 0 AP890504-0193  103 0.03747 TREC_short 
23154 0 AP890914-0208  104 0.03747 TREC_short 
23155 0 AP890117-0146  105 0.03747 TREC_short 
23156 0 AP890202-0204  106 0.03747 TREC_short 
23157 0 AP890202-0144  107 0.03747 TREC_short 
23158 0 AP891012-0273  108 0.03688 TREC_short 
23159 0 AP891028-0102  109 0.03688 TREC_short 
23160 0 AP891108-0216  110 0.03688 TREC_short 
23161 0 AP891110-0117  111 0.03688 TREC_short 
23162 0 AP891110-0212  112 0.03688 TREC_short 
23163 0 AP891127-0015  113 0.03688 TREC_short 
23164 0 AP890120-0277  114 0.03688 TREC_short 
23165 0 AP890325-0070  115 0.03688 TREC_short 
23166 0 AP890802-0175  116 0.03688 TREC_short 
23167 0 AP890324-0069  117 0.03659 TREC_short 
23168 0 AP890324-0122  118 0.03659 TREC_short 
23169 0 AP890315-0027  119 0.03586 TREC_short 
23170 0 AP891103-0150  120 0.03586 TREC_short 
23171 0 AP891108-0282  121 0.03586 TREC_short 
23172 0 AP890620-0157  122 0.03586 TREC_short 
23173 0 AP890622-0125  123 0.03586 TREC_short 
23174 0 AP890624-0014  124 0.03586 TREC_short 
23175 0 AP890407-0089  125 0.03586 TREC_short 
23176 0 AP890414-0191  126 0.03586 TREC_short 
23177 0 AP890726-0261  127 0.03586 TREC_short 
23178 0 AP890503-0033  128 0.03586 TREC_short 
23179 0 AP890510-0051  129 0.03586 TREC_short 
23180 0 AP890518-0066  130 0.03586 TREC_short 
23181 0 AP891028-0137  131 0.03300 TREC_short 
23182 0 AP890209-0025  132 0.03300 TREC_short 
23183 0 AP890210-0131  133 0.03300 TREC_short 
23184 0 AP890706-0264  134 0.03300 TREC_short 
23185 0 AP890821-0232  135 0.03300 TREC_short 
23186 0 AP890831-0212  136 0.03300 TREC_short 
23187 0 AP890302-0271  137 0.03300 TREC_short 
23188 0 AP890109-0041  138 0.03300 TREC_short 
23189 0 AP890915-0107  139 0.03300 TREC_short 
23190 0 AP890930-0041  140 0.03300 TREC_short 
23191 0 AP890315-0297  141 0.03293 TREC_short 
23192 0 AP890302-0198  142 0.03293 TREC_short 
23193 0 AP890815-0116  143 0.03234 TREC_short 
23194 0 AP890201-0117  144 0.03234 TREC_short 
23195 0 AP890922-0075  145 0.03234 TREC_short 
23196 0 AP890310-0310  146 0.03161 TREC_short 
23197 0 AP890317-0009  147 0.03161 TREC_short 
23198 0 AP890119-0225  148 0.03161 TREC_short 
23199 0 AP891116-0251  149 0.03161 TREC_short 
23200 0 AP890322-0021  150 0.03161 TREC_short 
23201 0 AP891120-0067  151 0.03161 TREC_short 
23202 0 AP890705-0010  152 0.03161 TREC_short 
23203 0 AP890710-0023  153 0.03161 TREC_short 
23204 0 AP890221-0103  154 0.03161 TREC_short 
23205 0 AP890727-0063  155 0.03161 TREC_short 
23206 0 AP890830-0056  156 0.03161 TREC_short 
23207 0 AP890110-0053  157 0.03161 TREC_short 
23208 0 AP890913-0246  158 0.03161 TREC_short 
23209 0 AP890914-0137  159 0.03161 TREC_short 
23210 0 AP890509-0156  160 0.03161 TREC_short 
23211 0 AP890510-0146  161 0.03161 TREC_short 
23212 0 AP890928-0023  162 0.03161 TREC_short 
23213 0 AP890928-0062  163 0.03049 TREC_short 
23214 0 AP890520-0106  164 0.02927 TREC_short 
23215 0 AP890530-0079  165 0.02927 TREC_short 
23216 0 AP891102-0077  166 0.02927 TREC_short 
23217 0 AP890603-0053  167 0.02927 TREC_short 
23218 0 AP890206-0064  168 0.02927 TREC_short 
23219 0 AP891118-0038  169 0.02927 TREC_short 
23220 0 AP891120-0228  170 0.02927 TREC_short 
23221 0 AP891121-0199  171 0.02927 TREC_short 
23222 0 AP891129-0024  172 0.02927 TREC_short 
23223 0 AP891206-0161  173 0.02927 TREC_short 
23224 0 AP890327-0150  174 0.02927 TREC_short 
23225 0 AP890703-0053  175 0.02927 TREC_short 
23226 0 AP890125-0152  176 0.02927 TREC_short 
23227 0 AP890125-0253  177 0.02927 TREC_short 
23228 0 AP890413-0156  178 0.02927 TREC_short 
23229 0 AP890104-0237  179 0.02927 TREC_short 
23230 0 AP890414-0205  180 0.02927 TREC_short 
23231 0 AP890803-0093  181 0.02927 TREC_short 
23232 0 AP890801-0172  182 0.02927 TREC_short 
23233 0 AP890815-0182  183 0.02927 TREC_short 
23234 0 AP890130-0157  184 0.02927 TREC_short 
23235 0 AP890501-0061  185 0.02927 TREC_short 
23236 0 AP890502-0135  186 0.02927 TREC_short 
23237 0 AP890906-0082  187 0.02927 TREC_short 
23238 0 AP890301-0223  188 0.02927 TREC_short 
23239 0 AP890302-0173  189 0.02927 TREC_short 
23240 0 AP890508-0271  190 0.02927 TREC_short 
23241 0 AP890508-0262  191 0.02927 TREC_short 
23242 0 AP890201-0184  192 0.02927 TREC_short 
23243 0 AP891003-0256  193 0.02927 TREC_short 
23244 0 AP890329-0107  194 0.02903 TREC_short 
23245 0 AP891009-0204  195 0.02869 TREC_short 
23246 0 AP890522-0051  196 0.02869 TREC_short 
23247 0 AP891012-0274  197 0.02869 TREC_short 
23248 0 AP890313-0057  198 0.02869 TREC_short 
23249 0 AP891022-0015  199 0.02869 TREC_short 
23250 0 AP891023-0154  200 0.02869 TREC_short 
23251 0 AP890110-0153  201 0.02869 TREC_short 
23252 0 AP891024-0012  202 0.02869 TREC_short 
23253 0 AP891025-0193  203 0.02869 TREC_short 
23254 0 AP890530-0031  204 0.02869 TREC_short 
23255 0 AP890119-0149  205 0.02869 TREC_short 
23256 0 AP890119-0206  206 0.02869 TREC_short 
23257 0 AP890531-0063  207 0.02869 TREC_short 
23258 0 AP891102-0156  208 0.02869 TREC_short 
23259 0 AP891103-0284  209 0.02869 TREC_short 
