51 0 AP890908-0222    1 42.33588 BM25_long 
75 0 AP890505-0065   14 13.52414 BM25_long 
75 0 AP890905-0059   15 13.50945 BM25_long 
75 0 AP890816-0127   16 13.43225 BM25_long 
75 0 AP891024-0027   17 13.15856 BM25_long 
75 0 AP890417-0074   18 13.08763 BM25_long 
75 0 AP890513-0112   19 13.07666 BM25_long 
75 0 AP890209-0218   20 12.98861 BM25_long 
75 0 AP890728-0185   21 12.96533 BM25_long 
75 0 AP891011-0112   22 12.92468 BM25_long 
75 0 AP890208-0314   23 12.90481 BM25_long 
75 0 AP890109-0190   24 12.89254 BM25_long 
75 0 AP891004-0104   25 12.78025 BM25_long 
75 0 AP890408-0099   26 12.74951 BM25_long 
75 0 AP890505-0172   27 12.74689 BM25_long 
75 0 AP890913-0088   28 12.58389 BM25_long 
75 0 AP890614-0272   29 12.57809 BM25_long 
75 0 AP890318-0157   30 12.56578 BM25_long 
75 0 AP890301-0127   31 12.56385 BM25_long 
75 0 AP890731-0258   32 12.54616 BM25_long 
75 0 AP890619-0177   33 12.54171 BM25_long 
75 0 AP890211-0129   34 12.51475 BM25_long 
75 0 AP891110-0227   35 12.49035 BM25_long 
75 0 AP890305-0012   36 12.34200 BM25_long 
75 0 AP890106-0248   37 12.32217 BM25_long 
75 0 AP891222-0235   38 12.28614 BM25_long 
75 0 AP890406-0194   39 12.25524 BM25_long 
75 0 AP890428-0082   40 12.25025 BM25_long 
75 0 AP890619-0167   41 12.07043 BM25_long 
75 0 AP891117-0146   42 12.02428 BM25_long 
75 0 AP890727-0044   43 12.01315 BM25_long 
75 0 AP890516-0171   44 11.95266 BM25_long 
75 0 AP890525-0032   45 11.88798 BM25_long 
75 0 AP891101-0172   46 11.83927 BM25_long 
75 0 AP890124-0003   47 11.83523 BM25_long 
75 0 AP890124-0175   48 11.83523 BM25_long 
75 0 AP890902-0038   49 11.82324 BM25_long 
75 0 AP891031-0055   50 11.78709 BM25_long 
75 0 AP891222-0141   51 11.70126 BM25_long 
75 0 AP890407-0144   52 11.66250 BM25_long 
75 0 AP890221-0082   53 11.66026 BM25_long 
75 0 AP890925-0171   54 11.65304 BM25_long 
75 0 AP891102-0235   55 11.64077 BM25_long 
75 0 AP890906-0010   56 11.56629 BM25_long 
75 0 AP891118-0104   57 11.55738 BM25_long 
75 0 AP890306-0295   58 11.54127 BM25_long 
75 0 AP891107-0025   59 11.52435 BM25_long 
75 0 AP890831-0179   60 11.50430 BM25_long 
75 0 AP890407-0012   61 11.49606 BM25_long 
75 0 AP891222-0246   62 11.47617 BM25_long 
75 0 AP891214-0126   63 11.43198 BM25_long 
75 0 AP891109-0225   64 11.41031 BM25_long 
75 0 AP890511-0272   65 11.39311 BM25_long 
75 0 AP890109-0114   66 11.35029 BM25_long 
75 0 AP890615-0217   67 11.31868 BM25_long 
75 0 AP890619-0249   68 11.31868 BM25_long 
75 0 AP890330-0147   69 11.31738 BM25_long 
75 0 AP890425-0127   70 11.29907 BM25_long 
75 0 AP890127-0270   71 11.29897 BM25_long 
75 0 AP890913-0102   72 11.27352 BM25_long 
75 0 AP890112-0026   73 11.26877 BM25_long 
75 0 AP891206-0014   74 11.26620 BM25_long 
75 0 AP890203-0046   75 11.23295 BM25_long 
75 0 AP890725-0124   76 11.21806 BM25_long 
75 0 AP890521-0015   77 11.21611 BM25_long 
75 0 AP890131-0240   78 11.20456 BM25_long 
75 0 AP890211-0174   79 11.17615 BM25_long 
75 0 AP890203-0025   80 11.16341 BM25_long 
75 0 AP890816-0145   81 11.16286 BM25_long 
75 0 AP890405-0134   82 11.13665 BM25_long 
75 0 AP890125-0007   83 11.13073 BM25_long 
75 0 AP890530-0158   84 11.12662 BM25_long 
75 0 AP890816-0024   85 11.11031 BM25_long 
75 0 AP890313-0075   86 11.10294 BM25_long 
75 0 AP891222-0117   87 11.07643 BM25_long 
75 0 AP890913-0238   88 11.07618 BM25_long 
75 0 AP891110-0090   89 11.05774 BM25_long 
75 0 AP891228-0077   90 11.02618 BM25_long 
75 0 AP891118-0164   91 11.00984 BM25_long 
75 0 AP890201-0216   92 11.00193 BM25_long 
75 0 AP891110-0093   93 11.00058 BM25_long 
75 0 AP890313-0230   94 10.99121 BM25_long 
75 0 AP891110-0231   95 10.98823 BM25_long 
75 0 AP890407-0110   96 10.98287 BM25_long 
75 0 AP891108-0244   97 10.97324 BM25_long 
75 0 AP890814-0036   98 10.97129 BM25_long 
75 0 AP890215-0265   99 10.86824 BM25_long 
75 0 AP891108-0137  100 10.86408 BM25_long 
75 0 AP890803-0220  101 10.84359 BM25_long 
75 0 AP890314-0249  102 10.82578 BM25_long 
75 0 AP891030-0041  103 10.82374 BM25_long 
75 0 AP890908-0236  104 10.80846 BM25_long 
75 0 AP890508-0150  105 10.78978 BM25_long 
75 0 AP890203-0010  106 10.77322 BM25_long 
75 0 AP890314-0030  107 10.76876 BM25_long 
75 0 AP890914-0069  108 10.75327 BM25_long 
75 0 AP890912-0252  109 10.74422 BM25_long 
75 0 AP890708-0141  110 10.73351 BM25_long 
75 0 AP890408-0129  111 10.73100 BM25_long 
75 0 AP890412-0217  112 10.71654 BM25_long 
75 0 AP891208-0145  113 10.70677 BM25_long 
75 0 AP891221-0276  114 10.68768 BM25_long 
75 0 AP890730-0069  115 10.68658 BM25_long 
75 0 AP890822-0041  116 10.64730 BM25_long 
75 0 AP890601-0025  117 10.64611 BM25_long 
75 0 AP890407-0182  118 10.64594 BM25_long 
75 0 AP890320-0168  119 10.64125 BM25_long 
75 0 AP891103-0075  120 10.63856 BM25_long 
75 0 AP890623-0099  121 10.63625 BM25_long 
75 0 AP891116-0090  122 10.63521 BM25_long 
75 0 AP890105-0282  123 10.62847 BM25_long 
75 0 AP891103-0263  124 10.56289 BM25_long 
75 0 AP891105-0089  125 10.56289 BM25_long 
75 0 AP890109-0189  126 10.56249 BM25_long 
75 0 AP891214-0177  127 10.56217 BM25_long 
75 0 AP891006-0094  128 10.55259 BM25_long 
75 0 AP890512-0123  129 10.53746 BM25_long 
75 0 AP890728-0065  130 10.52652 BM25_long 
75 0 AP890329-0026  131 10.51640 BM25_long 
75 0 AP890115-0037  132 10.50303 BM25_long 
75 0 AP890414-0026  133 10.49349 BM25_long 
75 0 AP890714-0209  134 10.48091 BM25_long 
75 0 AP891201-0036  135 10.46549 BM25_long 
75 0 AP890526-0144  136 10.45960 BM25_long 
75 0 AP890616-0018  137 10.45482 BM25_long 
75 0 AP890623-0270  138 10.44968 BM25_long 
75 0 AP890502-0170  139 10.44894 BM25_long 
75 0 AP890720-0043  140 10.43891 BM25_long 
75 0 AP890419-0027  141 10.42492 BM25_long 
75 0 AP890406-0262  142 10.40237 BM25_long 
75 0 AP890508-0174  143 10.38755 BM25_long 
75 0 AP890210-0130  144 10.37368 BM25_long 
75 0 AP890201-0181  145 10.37127 BM25_long 
75 0 AP890522-0332  146 10.31941 BM25_long 
75 0 AP891220-0027  147 10.31012 BM25_long 
75 0 AP890921-0227  148 10.30585 BM25_long 
75 0 AP890301-0186  149 10.29323 BM25_long 
75 0 AP891019-0250  150 10.27979 BM25_long 
75 0 AP891122-0247  151 10.27480 BM25_long 
75 0 AP890622-0199  152 10.26304 BM25_long 
75 0 AP890417-0094  153 10.25777 BM25_long 
75 0 AP890602-0193  154 10.25162 BM25_long 
75 0 AP890726-0139  155 10.24928 BM25_long 
75 0 AP890921-0117  156 10.22665 BM25_long 
75 0 AP890513-0012  157 10.21460 BM25_long 
75 0 AP890316-0025  158 10.20842 BM25_long 
75 0 AP890804-0024  159 10.20380 BM25_long 
75 0 AP890425-0226  160 10.20121 BM25_long 
75 0 AP890425-0119  161 10.19121 BM25_long 
75 0 AP890124-0034  162 10.18634 BM25_long 
75 0 AP890302-0273  163 10.18428 BM25_long 
75 0 AP890720-0122  164 10.18413 BM25_long 
75 0 AP890401-0053  165 10.18062 BM25_long 
75 0 AP890210-0273  166 10.17759 BM25_long 
75 0 AP890419-0232  167 10.17368 BM25_long 
75 0 AP891008-0072  168 10.16916 BM25_long 
75 0 AP890426-0087  169 10.16547 BM25_long 
75 0 AP890901-0077  170 10.16255 BM25_long 
75 0 AP890920-0245  171 10.16091 BM25_long 
75 0 AP891020-0272  172 10.14884 BM25_long 
75 0 AP890819-0088  173 10.14503 BM25_long 
75 0 AP890107-0089  174 10.14062 BM25_long 
75 0 AP890202-0225  175 10.12482 BM25_long 
75 0 AP891006-0022  176 10.12149 BM25_long 
75 0 AP890807-0089  177 10.11909 BM25_long 
75 0 AP890728-0198  178 10.10093 BM25_long 
75 0 AP890401-0088  179 10.09874 BM25_long 
75 0 AP890719-0287  180 10.09779 BM25_long 
75 0 AP890419-0110  181 10.08607 BM25_long 
75 0 AP891001-0080  182 10.08507 BM25_long 
75 0 AP891004-0276  183 10.07777 BM25_long 
75 0 AP890325-0010  184 10.06916 BM25_long 
75 0 AP890628-0257  185 10.06213 BM25_long 
75 0 AP891104-0097  186 10.05755 BM25_long 
75 0 AP891214-0098  187 10.02866 BM25_long 
75 0 AP890112-0028  188 10.02104 BM25_long 
75 0 AP890811-0144  189 10.01400 BM25_long 
75 0 AP890707-0042  190 10.00428 BM25_long 
75 0 AP890829-0046  191 10.00212 BM25_long 
75 0 AP891013-0023  192 9.98375 BM25_long 
75 0 AP891027-0226  193 9.98168 BM25_long 
75 0 AP890601-0027  194 9.97832 BM25_long 
75 0 AP890410-0138  195 9.97813 BM25_long 
75 0 AP891229-0001  196 9.97680 BM25_long 
75 0 AP890913-0225  197 9.96790 BM25_long 
75 0 AP890517-0187  198 9.95604 BM25_long 
75 0 AP890929-0177  199 9.94590 BM25_long 
75 0 AP891110-0253  200 9.94544 BM25_long 
75 0 AP891204-0035  201 9.93933 BM25_long 
75 0 AP891020-0002  202 9.91407 BM25_long 
75 0 AP891110-0117  203 9.91244 BM25_long 
75 0 AP890712-0093  204 9.91172 BM25_long 
75 0 AP890304-0112  205 9.90996 BM25_long 
75 0 AP890311-0031  206 9.90373 BM25_long 
75 0 AP891025-0227  207 9.90017 BM25_long 
75 0 AP890523-0020  208 9.89656 BM25_long 
75 0 AP890830-0091  209 9.89401 BM25_long 
75 0 AP891017-0253  210 9.87353 BM25_long 
75 0 AP890411-0136  211 9.86834 BM25_long 
75 0 AP891117-0246  212 9.86048 BM25_long 
75 0 AP890424-0003  213 9.85993 BM25_long 
75 0 AP890106-0206  214 9.84838 BM25_long 
75 0 AP890110-0248  215 9.83130 BM25_long 
75 0 AP890303-0094  216 9.82929 BM25_long 
75 0 AP890507-0047  217 9.81689 BM25_long 
75 0 AP890412-0039  218 9.80952 BM25_long 
75 0 AP890926-0146  219 9.80882 BM25_long 
75 0 AP891106-0079  220 9.79774 BM25_long 
75 0 AP890524-0002  221 9.79280 BM25_long 
75 0 AP890224-0133  222 9.78634 BM25_long 
75 0 AP890207-0122  223 9.77819 BM25_long 
75 0 AP890308-0223  224 9.77207 BM25_long 
75 0 AP890204-0157  225 9.77084 BM25_long 
75 0 AP890507-0096  226 9.76611 BM25_long 
75 0 AP890203-0016  227 9.76399 BM25_long 
75 0 AP891009-0056  228 9.76325 BM25_long 
75 0 AP890215-0021  229 9.75708 BM25_long 
75 0 AP890111-0114  230 9.75638 BM25_long 
75 0 AP890125-0180  231 9.75339 BM25_long 
75 0 AP891218-0254  232 9.74167 BM25_long 
75 0 AP890111-0142  233 9.74135 BM25_long 
75 0 AP891018-0077  234 9.74080 BM25_long 
75 0 AP890719-0004  235 9.73564 BM25_long 
75 0 AP890131-0205  236 9.72943 BM25_long 
75 0 AP890530-0284  237 9.72330 BM25_long 
75 0 AP890407-0097  238 9.71147 BM25_long 
75 0 AP890105-0080  239 9.71100 BM25_long 
75 0 AP890510-0096  240 9.71093 BM25_long 
75 0 AP890307-0126  241 9.70877 BM25_long 
75 0 AP890425-0156  242 9.70569 BM25_long 
75 0 AP890725-0248  243 9.68796 BM25_long 
75 0 AP890920-0181  244 9.68024 BM25_long 
75 0 AP890410-0013  245 9.67875 BM25_long 
75 0 AP890803-0030  246 9.67250 BM25_long 
75 0 AP890208-0076  247 9.66889 BM25_long 
75 0 AP891122-0075  248 9.66584 BM25_long 
75 0 AP890819-0027  249 9.66412 BM25_long 
75 0 AP890407-0224  250 9.65557 BM25_long 
75 0 AP890125-0187  251 9.65407 BM25_long 
75 0 AP890430-0079  252 9.65368 BM25_long 
75 0 AP890210-0090  253 9.64549 BM25_long 
75 0 AP890315-0063  254 9.63709 BM25_long 
75 0 AP891011-0029  255 9.63051 BM25_long 
75 0 AP890106-0149  256 9.61670 BM25_long 
75 0 AP891102-0032  257 9.59928 BM25_long 
75 0 AP891122-0220  258 9.59720 BM25_long 
75 0 AP890308-0199  259 9.59709 BM25_long 
75 0 AP891025-0215  260 9.57474 BM25_long 
75 0 AP891103-0136  261 9.54910 BM25_long 
75 0 AP890525-0072  262 9.54524 BM25_long 
75 0 AP891127-0177  263 9.54290 BM25_long 
75 0 AP891025-0013  264 9.54250 BM25_long 
75 0 AP890809-0255  265 9.53692 BM25_long 
75 0 AP890901-0163  266 9.53194 BM25_long 
75 0 AP890119-0164  267 9.52820 BM25_long 
75 0 AP890918-0162  268 9.52820 BM25_long 
75 0 AP890713-0257  269 9.51547 BM25_long 
75 0 AP890417-0120  270 9.51321 BM25_long 
75 0 AP890608-0032  271 9.51112 BM25_long 
75 0 AP890103-0109  272 9.50882 BM25_long 
75 0 AP890927-0260  273 9.50847 BM25_long 
75 0 AP891023-0005  274 9.50757 BM25_long 
75 0 AP891010-0112  275 9.50537 BM25_long 
75 0 AP890412-0121  276 9.49731 BM25_long 
75 0 AP890213-0017  277 9.49543 BM25_long 
75 0 AP890210-0149  278 9.49459 BM25_long 
75 0 AP890724-0241  279 9.49304 BM25_long 
75 0 AP891115-0147  280 9.48632 BM25_long 
75 0 AP891102-0065  281 9.48500 BM25_long 
75 0 AP890502-0083  282 9.48436 BM25_long 
75 0 AP890628-0010  283 9.47875 BM25_long 
75 0 AP890601-0382  284 9.47759 BM25_long 
75 0 AP890519-0124  285 9.46124 BM25_long 
75 0 AP891220-0154  286 9.46006 BM25_long 
75 0 AP890524-0175  287 9.45592 BM25_long 
75 0 AP891214-0216  288 9.45192 BM25_long 
75 0 AP890518-0172  289 9.45083 BM25_long 
75 0 AP890531-0137  290 9.44837 BM25_long 
75 0 AP890919-0028  291 9.43372 BM25_long 
75 0 AP890822-0027  292 9.43310 BM25_long 
75 0 AP890109-0054  293 9.43147 BM25_long 
75 0 AP890525-0260  294 9.42379 BM25_long 
75 0 AP890311-0077  295 9.42079 BM25_long 
75 0 AP890906-0216  296 9.42009 BM25_long 
75 0 AP890313-0136  297 9.41981 BM25_long 
75 0 AP890915-0214  298 9.41237 BM25_long 
75 0 AP890731-0244  299 9.41090 BM25_long 
75 0 AP890301-0233  300 9.40722 BM25_long 
75 0 AP891026-0261  301 9.40361 BM25_long 
75 0 AP890307-0027  302 9.39411 BM25_long 
75 0 AP890313-0180  303 9.39326 BM25_long 
75 0 AP890505-0260  304 9.38502 BM25_long 
75 0 AP891013-0110  305 9.38460 BM25_long 
75 0 AP890718-0068  306 9.38331 BM25_long 
75 0 AP890515-0061  307 9.37686 BM25_long 
75 0 AP890610-0023  308 9.36007 BM25_long 
75 0 AP890901-0150  309 9.35498 BM25_long 
75 0 AP890819-0111  310 9.34117 BM25_long 
75 0 AP890819-0087  311 9.33480 BM25_long 
75 0 AP891016-0050  312 9.33431 BM25_long 
75 0 AP890504-0085  313 9.33333 BM25_long 
75 0 AP890615-0190  314 9.33333 BM25_long 
75 0 AP890601-0321  315 9.32203 BM25_long 
75 0 AP890111-0230  316 9.31503 BM25_long 
75 0 AP890718-0081  317 9.31319 BM25_long 
75 0 AP890906-0029  318 9.31319 BM25_long 
75 0 AP891007-0027  319 9.31278 BM25_long 
75 0 AP891015-0046  320 9.30679 BM25_long 
75 0 AP890427-0150  321 9.30638 BM25_long 
75 0 AP890616-0111  322 9.30638 BM25_long 
75 0 AP890803-0185  323 9.29555 BM25_long 
75 0 AP890903-0068  324 9.29482 BM25_long 
75 0 AP890816-0241  325 9.29401 BM25_long 
75 0 AP890309-0032  326 9.27921 BM25_long 
75 0 AP890913-0277  327 9.27423 BM25_long 
75 0 AP890913-0280  328 9.27423 BM25_long 
75 0 AP890913-0292  329 9.27423 BM25_long 
75 0 AP890913-0294  330 9.27423 BM25_long 
75 0 AP891223-0020  331 9.27423 BM25_long 
75 0 AP890823-0188  332 9.26919 BM25_long 
75 0 AP890210-0167  333 9.26882 BM25_long 
75 0 AP890215-0199  334 9.26452 BM25_long 
75 0 AP890110-0167  335 9.26305 BM25_long 
75 0 AP890105-0005  336 9.26039 BM25_long 
75 0 AP890303-0154  337 9.26039 BM25_long 
75 0 AP890321-0009  338 9.25929 BM25_long 
75 0 AP890425-0124  339 9.25301 BM25_long 
75 0 AP891221-0139  340 9.23954 BM25_long 
75 0 AP890717-0013  341 9.22727 BM25_long 
75 0 AP891018-0244  342 9.21888 BM25_long 
75 0 AP890206-0232  343 9.21713 BM25_long 
75 0 AP890301-0246  344 9.21567 BM25_long 
75 0 AP890322-0333  345 9.20753 BM25_long 
75 0 AP890726-0184  346 9.20292 BM25_long 
75 0 AP890502-0115  347 9.20132 BM25_long 
75 0 AP890116-0142  348 9.20129 BM25_long 
75 0 AP890109-0150  349 9.19955 BM25_long 
75 0 AP890112-0243  350 9.19764 BM25_long 
75 0 AP891209-0074  351 9.19764 BM25_long 
75 0 AP890328-0173  352 9.19757 BM25_long 
75 0 AP890313-0144  353 9.19725 BM25_long 
75 0 AP890113-0286  354 9.19663 BM25_long 
75 0 AP890620-0220  355 9.19663 BM25_long 
75 0 AP890617-0089  356 9.19392 BM25_long 
75 0 AP890130-0137  357 9.18861 BM25_long 
75 0 AP890809-0195  358 9.18414 BM25_long 
75 0 AP890208-0126  359 9.18408 BM25_long 
75 0 AP890310-0283  360 9.17831 BM25_long 
75 0 AP890221-0314  361 9.17566 BM25_long 
75 0 AP891110-0013  362 9.17467 BM25_long 
75 0 AP890510-0163  363 9.16761 BM25_long 
75 0 AP891127-0188  364 9.15803 BM25_long 
75 0 AP890124-0129  365 9.15795 BM25_long 
75 0 AP890124-0172  366 9.15757 BM25_long 
75 0 AP891020-0240  367 9.15710 BM25_long 
75 0 AP890202-0307  368 9.15643 BM25_long 
75 0 AP890729-0012  369 9.15320 BM25_long 
75 0 AP891005-0101  370 9.14964 BM25_long 
75 0 AP890329-0038  371 9.14623 BM25_long 
75 0 AP890105-0266  372 9.13989 BM25_long 
75 0 AP890823-0065  373 9.13961 BM25_long 
75 0 AP890406-0188  374 9.13558 BM25_long 
75 0 AP890323-0013  375 9.13200 BM25_long 
75 0 AP891228-0073  376 9.12840 BM25_long 
75 0 AP890515-0076  377 9.12817 BM25_long 
75 0 AP891026-0143  378 9.11794 BM25_long 
75 0 AP890413-0033  379 9.10868 BM25_long 
75 0 AP890217-0153  380 9.09512 BM25_long 
75 0 AP890222-0254  381 9.09512 BM25_long 
75 0 AP890602-0011  382 9.09436 BM25_long 
75 0 AP890821-0237  383 9.09168 BM25_long 
75 0 AP890503-0099  384 9.08963 BM25_long 
75 0 AP890626-0164  385 9.08873 BM25_long 
75 0 AP890421-0198  386 9.08166 BM25_long 
75 0 AP891220-0268  387 9.08063 BM25_long 
75 0 AP891109-0176  388 9.07549 BM25_long 
75 0 AP890819-0161  389 9.06744 BM25_long 
75 0 AP890830-0234  390 9.05965 BM25_long 
75 0 AP890626-0232  391 9.05570 BM25_long 
75 0 AP890324-0147  392 9.04605 BM25_long 
75 0 AP890131-0161  393 9.04210 BM25_long 
75 0 AP890317-0179  394 9.03896 BM25_long 
75 0 AP891213-0239  395 9.03797 BM25_long 
75 0 AP891219-0169  396 9.03431 BM25_long 
75 0 AP891031-0042  397 9.03424 BM25_long 
75 0 AP890505-0092  398 9.03072 BM25_long 
75 0 AP891220-0250  399 9.01957 BM25_long 
75 0 AP890719-0292  400 9.01807 BM25_long 
75 0 AP890304-0097  401 9.01605 BM25_long 
75 0 AP891125-0030  402 9.01385 BM25_long 
75 0 AP891129-0177  403 9.01257 BM25_long 
75 0 AP890216-0161  404 8.99311 BM25_long 
75 0 AP890802-0042  405 8.98584 BM25_long 
75 0 AP890111-0194  406 8.98492 BM25_long 
75 0 AP890630-0177  407 8.98329 BM25_long 
75 0 AP890315-0052  408 8.98274 BM25_long 
75 0 AP890125-0283  409 8.98180 BM25_long 
75 0 AP890221-0165  410 8.97917 BM25_long 
75 0 AP891203-0001  411 8.96554 BM25_long 
75 0 AP890923-0143  412 8.95939 BM25_long 
75 0 AP890614-0030  413 8.95510 BM25_long 
75 0 AP890216-0204  414 8.95393 BM25_long 
75 0 AP890610-0011  415 8.95281 BM25_long 
75 0 AP890620-0269  416 8.95164 BM25_long 
75 0 AP890531-0164  417 8.94868 BM25_long 
75 0 AP890322-0220  418 8.94821 BM25_long 
75 0 AP890212-0064  419 8.94252 BM25_long 
75 0 AP890618-0057  420 8.94224 BM25_long 
75 0 AP890825-0056  421 8.94224 BM25_long 
75 0 AP890103-0026  422 8.93682 BM25_long 
75 0 AP890822-0013  423 8.93039 BM25_long 
75 0 AP890410-0114  424 8.92953 BM25_long 
75 0 AP890629-0073  425 8.92601 BM25_long 
75 0 AP890501-0072  426 8.92385 BM25_long 
75 0 AP891011-0276  427 8.91413 BM25_long 
75 0 AP890606-0108  428 8.91096 BM25_long 
75 0 AP890513-0162  429 8.90989 BM25_long 
75 0 AP890725-0023  430 8.90508 BM25_long 
75 0 AP890824-0091  431 8.90433 BM25_long 
75 0 AP890902-0051  432 8.89338 BM25_long 
75 0 AP890112-0197  433 8.89321 BM25_long 
75 0 AP890107-0138  434 8.88963 BM25_long 
75 0 AP890601-0026  435 8.88963 BM25_long 
75 0 AP890131-0260  436 8.88910 BM25_long 
75 0 AP890510-0260  437 8.88890 BM25_long 
75 0 AP890111-0173  438 8.88739 BM25_long 
75 0 AP890621-0235  439 8.88286 BM25_long 
75 0 AP890701-0108  440 8.88244 BM25_long 
75 0 AP890601-0271  441 8.88090 BM25_long 
75 0 AP891021-0052  442 8.88064 BM25_long 
75 0 AP891018-0304  443 8.88028 BM25_long 
75 0 AP890427-0174  444 8.86881 BM25_long 
75 0 AP891209-0042  445 8.86677 BM25_long 
75 0 AP890501-0130  446 8.86468 BM25_long 
75 0 AP890627-0245  447 8.86426 BM25_long 
75 0 AP890310-0051  448 8.86368 BM25_long 
75 0 AP890309-0274  449 8.86041 BM25_long 
75 0 AP891005-0240  450 8.85974 BM25_long 
75 0 AP891110-0213  451 8.85874 BM25_long 
75 0 AP890126-0227  452 8.85526 BM25_long 
75 0 AP890525-0231  453 8.85366 BM25_long 
75 0 AP890316-0185  454 8.85347 BM25_long 
75 0 AP891017-0143  455 8.85248 BM25_long 
75 0 AP890828-0044  456 8.84898 BM25_long 
75 0 AP890518-0010  457 8.83810 BM25_long 
75 0 AP890622-0052  458 8.83803 BM25_long 
75 0 AP890104-0022  459 8.83412 BM25_long 
75 0 AP890424-0273  460 8.83352 BM25_long 
75 0 AP890809-0063  461 8.83198 BM25_long 
75 0 AP890713-0177  462 8.83071 BM25_long 
75 0 AP890127-0274  463 8.82298 BM25_long 
75 0 AP891227-0044  464 8.82188 BM25_long 
75 0 AP890926-0298  465 8.82170 BM25_long 
75 0 AP890512-0239  466 8.80574 BM25_long 
75 0 AP890322-0110  467 8.80267 BM25_long 
75 0 AP890509-0092  468 8.80094 BM25_long 
75 0 AP890109-0028  469 8.79880 BM25_long 
75 0 AP890325-0077  470 8.79599 BM25_long 
75 0 AP890809-0027  471 8.79561 BM25_long 
75 0 AP890811-0206  472 8.79499 BM25_long 
75 0 AP891222-0071  473 8.79122 BM25_long 
75 0 AP890302-0072  474 8.78881 BM25_long 
75 0 AP891130-0167  475 8.78368 BM25_long 
75 0 AP891218-0186  476 8.78368 BM25_long 
75 0 AP891101-0251  477 8.77897 BM25_long 
75 0 AP891110-0275  478 8.77856 BM25_long 
75 0 AP890113-0083  479 8.77754 BM25_long 
75 0 AP890124-0295  480 8.75918 BM25_long 
75 0 AP890815-0220  481 8.75722 BM25_long 
75 0 AP890216-0293  482 8.75378 BM25_long 
75 0 AP890227-0122  483 8.74682 BM25_long 
75 0 AP890915-0228  484 8.73530 BM25_long 
75 0 AP890912-0204  485 8.73526 BM25_long 
75 0 AP890706-0240  486 8.72844 BM25_long 
75 0 AP890210-0183  487 8.70811 BM25_long 
75 0 AP890101-0002  488 8.70617 BM25_long 
75 0 AP891129-0089  489 8.70590 BM25_long 
75 0 AP890429-0070  490 8.70255 BM25_long 
75 0 AP890630-0242  491 8.70255 BM25_long 
75 0 AP890823-0014  492 8.70255 BM25_long 
75 0 AP890327-0108  493 8.70111 BM25_long 
75 0 AP890309-0013  494 8.69804 BM25_long 
75 0 AP891012-0019  495 8.69734 BM25_long 
75 0 AP891109-0024  496 8.69723 BM25_long 
75 0 AP890728-0276  497 8.69604 BM25_long 
75 0 AP890124-0005  498 8.69482 BM25_long 
75 0 AP891129-0025  499 8.68798 BM25_long 
75 0 AP890712-0042  500 8.67914 BM25_long 
75 0 AP890426-0255  501 8.67627 BM25_long 
75 0 AP890531-0171  502 8.67398 BM25_long 
75 0 AP891202-0030  503 8.65982 BM25_long 
75 0 AP891217-0079  504 8.65959 BM25_long 
75 0 AP890808-0183  505 8.65895 BM25_long 
75 0 AP891108-0148  506 8.65451 BM25_long 
75 0 AP890311-0137  507 8.64542 BM25_long 
75 0 AP890608-0112  508 8.64273 BM25_long 
75 0 AP890407-0039  509 8.64220 BM25_long 
75 0 AP890426-0200  510 8.64063 BM25_long 
75 0 AP890112-0218  511 8.63793 BM25_long 
75 0 AP890517-0030  512 8.63712 BM25_long 
75 0 AP891208-0246  513 8.63603 BM25_long 
75 0 AP890304-0145  514 8.62867 BM25_long 
75 0 AP890306-0068  515 8.62867 BM25_long 
75 0 AP891109-0238  516 8.62766 BM25_long 
75 0 AP890420-0134  517 8.62643 BM25_long 
75 0 AP890519-0261  518 8.62643 BM25_long 
75 0 AP890805-0087  519 8.62589 BM25_long 
