51 0 AP890518-0275    1 20.99845 LMwDS_long 
77 0 AP890829-0063  501 3.80185 LMwDS_long 
77 0 AP890220-0148  502 3.80069 LMwDS_long 
77 0 AP890127-0287  503 3.79739 LMwDS_long 
77 0 AP890728-0248  504 3.79739 LMwDS_long 
77 0 AP890731-0215  505 3.79739 LMwDS_long 
77 0 AP890728-0202  506 3.79709 LMwDS_long 
77 0 AP890609-0203  507 3.79580 LMwDS_long 
77 0 AP890513-0122  508 3.79338 LMwDS_long 
77 0 AP891028-0010  509 3.79122 LMwDS_long 
77 0 AP891213-0158  510 3.78491 LMwDS_long 
77 0 AP890630-0220  511 3.78238 LMwDS_long 
77 0 AP890908-0102  512 3.78167 LMwDS_long 
77 0 AP890921-0135  513 3.77958 LMwDS_long 
77 0 AP890929-0125  514 3.77808 LMwDS_long 
77 0 AP891219-0023  515 3.77668 LMwDS_long 
77 0 AP890706-0077  516 3.76511 LMwDS_long 
77 0 AP890523-0015  517 3.76071 LMwDS_long 
77 0 AP890917-0071  518 3.75940 LMwDS_long 
77 0 AP890425-0156  519 3.75880 LMwDS_long 
77 0 AP890422-0101  520 3.75676 LMwDS_long 
77 0 AP890128-0097  521 3.75240 LMwDS_long 
77 0 AP890706-0030  522 3.74846 LMwDS_long 
77 0 AP890914-0048  523 3.74493 LMwDS_long 
77 0 AP890407-0167  524 3.74489 LMwDS_long 
77 0 AP890501-0015  525 3.73952 LMwDS_long 
77 0 AP891220-0249  526 3.73867 LMwDS_long 
77 0 AP890201-0171  527 3.73818 LMwDS_long 
77 0 AP890601-0276  528 3.73555 LMwDS_long 
77 0 AP891017-0175  529 3.73165 LMwDS_long 
77 0 AP891012-0128  530 3.72913 LMwDS_long 
77 0 AP891012-0164  531 3.72785 LMwDS_long 
77 0 AP890117-0202  532 3.72243 LMwDS_long 
77 0 AP891012-0061  533 3.72076 LMwDS_long 
77 0 AP890412-0175  534 3.71861 LMwDS_long 
77 0 AP890307-0232  535 3.71727 LMwDS_long 
77 0 AP891212-0064  536 3.71548 LMwDS_long 
77 0 AP890103-0233  537 3.71462 LMwDS_long 
77 0 AP890825-0019  538 3.71034 LMwDS_long 
77 0 AP890428-0071  539 3.70935 LMwDS_long 
77 0 AP890617-0089  540 3.70837 LMwDS_long 
77 0 AP890725-0124  541 3.70837 LMwDS_long 
77 0 AP890424-0195  542 3.70721 LMwDS_long 
77 0 AP890114-0075  543 3.70584 LMwDS_long 
77 0 AP891005-0154  544 3.70426 LMwDS_long 
77 0 AP891212-0012  545 3.70426 LMwDS_long 
77 0 AP891004-0059  546 3.70374 LMwDS_long 
77 0 AP890728-0198  547 3.70047 LMwDS_long 
77 0 AP890708-0104  548 3.69793 LMwDS_long 
77 0 AP890608-0178  549 3.69479 LMwDS_long 
77 0 AP891009-0086  550 3.69274 LMwDS_long 
77 0 AP890222-0160  551 3.69252 LMwDS_long 
77 0 AP890315-0192  552 3.69252 LMwDS_long 
77 0 AP890501-0245  553 3.69021 LMwDS_long 
77 0 AP890302-0273  554 3.68872 LMwDS_long 
77 0 AP890203-0245  555 3.68738 LMwDS_long 
77 0 AP890105-0245  556 3.68552 LMwDS_long 
77 0 AP890828-0044  557 3.68543 LMwDS_long 
77 0 AP890215-0112  558 3.68485 LMwDS_long 
77 0 AP890425-0020  559 3.68485 LMwDS_long 
77 0 AP890704-0086  560 3.68485 LMwDS_long 
77 0 AP890727-0129  561 3.68485 LMwDS_long 
77 0 AP890905-0170  562 3.68485 LMwDS_long 
77 0 AP890911-0005  563 3.68485 LMwDS_long 
77 0 AP890712-0010  564 3.68435 LMwDS_long 
77 0 AP891110-0033  565 3.68435 LMwDS_long 
77 0 AP891215-0052  566 3.68435 LMwDS_long 
77 0 AP891116-0046  567 3.68159 LMwDS_long 
77 0 AP890507-0097  568 3.68112 LMwDS_long 
77 0 AP890519-0249  569 3.68041 LMwDS_long 
77 0 AP891019-0170  570 3.67909 LMwDS_long 
77 0 AP891101-0028  571 3.67909 LMwDS_long 
77 0 AP890311-0105  572 3.67251 LMwDS_long 
77 0 AP890726-0047  573 3.67081 LMwDS_long 
77 0 AP890908-0083  574 3.67081 LMwDS_long 
77 0 AP890424-0247  575 3.67012 LMwDS_long 
77 0 AP890109-0189  576 3.66863 LMwDS_long 
77 0 AP891027-0088  577 3.66863 LMwDS_long 
77 0 AP891016-0003  578 3.66001 LMwDS_long 
77 0 AP890117-0020  579 3.65736 LMwDS_long 
77 0 AP890406-0222  580 3.65441 LMwDS_long 
77 0 AP890307-0049  581 3.65373 LMwDS_long 
77 0 AP890105-0164  582 3.65351 LMwDS_long 
77 0 AP891026-0152  583 3.65031 LMwDS_long 
77 0 AP890412-0123  584 3.64997 LMwDS_long 
77 0 AP890819-0026  585 3.64936 LMwDS_long 
77 0 AP890406-0135  586 3.64227 LMwDS_long 
77 0 AP890915-0061  587 3.64088 LMwDS_long 
77 0 AP890204-0086  588 3.63887 LMwDS_long 
77 0 AP891019-0152  589 3.63887 LMwDS_long 
77 0 AP891117-0015  590 3.63868 LMwDS_long 
77 0 AP890424-0095  591 3.63832 LMwDS_long 
77 0 AP890415-0008  592 3.63776 LMwDS_long 
77 0 AP890407-0039  593 3.63434 LMwDS_long 
77 0 AP890612-0292  594 3.63152 LMwDS_long 
77 0 AP890210-0194  595 3.63109 LMwDS_long 
77 0 AP891008-0072  596 3.62997 LMwDS_long 
77 0 AP890209-0129  597 3.62918 LMwDS_long 
77 0 AP890215-0092  598 3.62860 LMwDS_long 
77 0 AP890731-0176  599 3.62857 LMwDS_long 
77 0 AP891108-0137  600 3.62809 LMwDS_long 
77 0 AP890119-0144  601 3.62766 LMwDS_long 
77 0 AP891207-0256  602 3.62758 LMwDS_long 
77 0 AP890905-0200  603 3.62705 LMwDS_long 
77 0 AP890719-0210  604 3.62539 LMwDS_long 
77 0 AP890727-0142  605 3.62348 LMwDS_long 
77 0 AP890329-0107  606 3.61477 LMwDS_long 
77 0 AP890207-0162  607 3.61126 LMwDS_long 
77 0 AP890724-0062  608 3.60950 LMwDS_long 
77 0 AP891013-0023  609 3.60874 LMwDS_long 
77 0 AP890919-0025  610 3.60432 LMwDS_long 
77 0 AP890517-0215  611 3.60372 LMwDS_long 
77 0 AP891118-0164  612 3.60332 LMwDS_long 
77 0 AP890121-0115  613 3.60307 LMwDS_long 
77 0 AP890522-0020  614 3.60215 LMwDS_long 
77 0 AP890127-0146  615 3.59986 LMwDS_long 
77 0 AP890109-0073  616 3.59559 LMwDS_long 
77 0 AP890228-0193  617 3.59559 LMwDS_long 
77 0 AP890209-0214  618 3.59393 LMwDS_long 
77 0 AP890731-0265  619 3.59388 LMwDS_long 
77 0 AP890327-0024  620 3.58363 LMwDS_long 
77 0 AP890522-0312  621 3.58176 LMwDS_long 
77 0 AP890619-0301  622 3.58149 LMwDS_long 
77 0 AP890404-0211  623 3.58136 LMwDS_long 
77 0 AP890509-0278  624 3.58136 LMwDS_long 
77 0 AP890710-0201  625 3.58136 LMwDS_long 
77 0 AP890616-0043  626 3.58109 LMwDS_long 
77 0 AP891106-0079  627 3.58047 LMwDS_long 
77 0 AP890726-0184  628 3.58000 LMwDS_long 
77 0 AP890322-0297  629 3.57660 LMwDS_long 
77 0 AP890222-0169  630 3.57573 LMwDS_long 
77 0 AP890628-0096  631 3.57573 LMwDS_long 
77 0 AP890822-0146  632 3.57397 LMwDS_long 
77 0 AP890315-0302  633 3.57306 LMwDS_long 
77 0 AP890706-0157  634 3.57283 LMwDS_long 
77 0 AP890223-0061  635 3.57137 LMwDS_long 
77 0 AP890706-0081  636 3.57137 LMwDS_long 
77 0 AP890420-0083  637 3.57031 LMwDS_long 
77 0 AP890625-0002  638 3.57031 LMwDS_long 
77 0 AP890626-0052  639 3.57031 LMwDS_long 
77 0 AP890818-0023  640 3.57031 LMwDS_long 
77 0 AP891002-0208  641 3.56417 LMwDS_long 
77 0 AP890323-0014  642 3.56209 LMwDS_long 
77 0 AP890103-0109  643 3.55755 LMwDS_long 
77 0 AP890309-0274  644 3.55755 LMwDS_long 
77 0 AP890125-0173  645 3.55575 LMwDS_long 
77 0 AP890527-0075  646 3.55218 LMwDS_long 
77 0 AP891007-0112  647 3.55218 LMwDS_long 
77 0 AP891109-0131  648 3.54753 LMwDS_long 
77 0 AP891228-0164  649 3.54566 LMwDS_long 
77 0 AP890601-0279  650 3.54200 LMwDS_long 
77 0 AP890803-0288  651 3.54200 LMwDS_long 
77 0 AP890313-0116  652 3.53890 LMwDS_long 
77 0 AP890814-0129  653 3.53890 LMwDS_long 
77 0 AP890830-0076  654 3.53890 LMwDS_long 
77 0 AP890907-0231  655 3.53890 LMwDS_long 
77 0 AP890922-0186  656 3.53890 LMwDS_long 
77 0 AP891019-0274  657 3.53890 LMwDS_long 
77 0 AP890410-0016  658 3.53739 LMwDS_long 
77 0 AP890807-0143  659 3.53739 LMwDS_long 
77 0 AP890918-0208  660 3.53739 LMwDS_long 
77 0 AP891211-0292  661 3.53739 LMwDS_long 
77 0 AP890922-0027  662 3.53666 LMwDS_long 
77 0 AP891209-0104  663 3.53516 LMwDS_long 
77 0 AP890222-0183  664 3.53388 LMwDS_long 
77 0 AP890502-0083  665 3.53131 LMwDS_long 
77 0 AP890413-0182  666 3.52924 LMwDS_long 
77 0 AP891217-0079  667 3.52908 LMwDS_long 
77 0 AP890227-0261  668 3.52753 LMwDS_long 
77 0 AP890327-0190  669 3.52753 LMwDS_long 
77 0 AP890419-0014  670 3.52753 LMwDS_long 
77 0 AP890801-0106  671 3.52753 LMwDS_long 
77 0 AP891019-0093  672 3.52753 LMwDS_long 
77 0 AP890227-0052  673 3.52749 LMwDS_long 
77 0 AP890604-0003  674 3.52422 LMwDS_long 
77 0 AP890311-0128  675 3.52224 LMwDS_long 
77 0 AP890717-0158  676 3.52224 LMwDS_long 
77 0 AP890829-0036  677 3.52203 LMwDS_long 
77 0 AP891207-0038  678 3.52105 LMwDS_long 
77 0 AP890802-0092  679 3.51965 LMwDS_long 
77 0 AP890131-0260  680 3.51882 LMwDS_long 
77 0 AP890822-0202  681 3.51762 LMwDS_long 
77 0 AP890904-0017  682 3.51327 LMwDS_long 
77 0 AP890208-0128  683 3.50977 LMwDS_long 
77 0 AP890921-0154  684 3.50949 LMwDS_long 
77 0 AP890816-0076  685 3.50864 LMwDS_long 
77 0 AP891214-0015  686 3.50864 LMwDS_long 
77 0 AP890301-0233  687 3.50765 LMwDS_long 
77 0 AP890816-0024  688 3.50615 LMwDS_long 
77 0 AP890425-0181  689 3.50511 LMwDS_long 
77 0 AP891127-0154  690 3.50511 LMwDS_long 
77 0 AP890617-0031  691 3.50246 LMwDS_long 
77 0 AP890718-0081  692 3.50246 LMwDS_long 
77 0 AP890119-0080  693 3.50221 LMwDS_long 
77 0 AP891107-0172  694 3.50202 LMwDS_long 
77 0 AP890315-0152  695 3.49986 LMwDS_long 
77 0 AP890707-0146  696 3.49923 LMwDS_long 
77 0 AP890921-0194  697 3.49923 LMwDS_long 
77 0 AP890705-0136  698 3.49799 LMwDS_long 
77 0 AP890922-0235  699 3.49274 LMwDS_long 
77 0 AP890902-0021  700 3.48922 LMwDS_long 
77 0 AP891030-0229  701 3.48874 LMwDS_long 
77 0 AP891018-0185  702 3.48727 LMwDS_long 
77 0 AP890308-0169  703 3.48719 LMwDS_long 
77 0 AP891026-0193  704 3.48493 LMwDS_long 
77 0 AP890708-0136  705 3.48424 LMwDS_long 
77 0 AP890124-0219  706 3.48305 LMwDS_long 
77 0 AP890428-0082  707 3.48305 LMwDS_long 
77 0 AP891004-0279  708 3.48164 LMwDS_long 
77 0 AP890111-0139  709 3.48114 LMwDS_long 
77 0 AP890603-0045  710 3.47932 LMwDS_long 
77 0 AP890123-0201  711 3.47914 LMwDS_long 
77 0 AP891007-0101  712 3.47914 LMwDS_long 
77 0 AP890829-0198  713 3.47872 LMwDS_long 
77 0 AP890407-0182  714 3.47711 LMwDS_long 
77 0 AP890629-0225  715 3.47523 LMwDS_long 
77 0 AP890811-0034  716 3.47523 LMwDS_long 
77 0 AP890109-0248  717 3.47507 LMwDS_long 
77 0 AP890601-0297  718 3.47507 LMwDS_long 
77 0 AP891103-0054  719 3.47507 LMwDS_long 
77 0 AP891101-0057  720 3.47416 LMwDS_long 
77 0 AP890424-0136  721 3.47359 LMwDS_long 
77 0 AP890102-0115  722 3.47023 LMwDS_long 
77 0 AP890908-0236  723 3.46909 LMwDS_long 
77 0 AP891227-0110  724 3.46876 LMwDS_long 
77 0 AP890323-0185  725 3.46696 LMwDS_long 
77 0 AP890315-0189  726 3.46451 LMwDS_long 
77 0 AP890315-0200  727 3.46451 LMwDS_long 
77 0 AP890422-0133  728 3.46444 LMwDS_long 
77 0 AP890222-0037  729 3.46331 LMwDS_long 
77 0 AP890304-0006  730 3.46115 LMwDS_long 
77 0 AP890808-0060  731 3.45774 LMwDS_long 
77 0 AP890316-0243  732 3.45628 LMwDS_long 
77 0 AP890616-0159  733 3.45628 LMwDS_long 
77 0 AP891004-0243  734 3.45628 LMwDS_long 
77 0 AP890330-0233  735 3.45444 LMwDS_long 
77 0 AP890731-0191  736 3.45139 LMwDS_long 
77 0 AP890105-0284  737 3.45030 LMwDS_long 
77 0 AP890302-0154  738 3.44963 LMwDS_long 
77 0 AP890411-0041  739 3.44795 LMwDS_long 
77 0 AP890831-0128  740 3.44795 LMwDS_long 
77 0 AP891127-0142  741 3.44795 LMwDS_long 
77 0 AP891227-0040  742 3.44795 LMwDS_long 
77 0 AP890522-0010  743 3.44645 LMwDS_long 
77 0 AP891228-0022  744 3.44645 LMwDS_long 
77 0 AP890315-0298  745 3.44282 LMwDS_long 
77 0 AP890418-0286  746 3.44282 LMwDS_long 
77 0 AP891012-0027  747 3.44263 LMwDS_long 
77 0 AP890213-0144  748 3.44059 LMwDS_long 
77 0 AP890119-0152  749 3.43712 LMwDS_long 
77 0 AP890119-0239  750 3.43712 LMwDS_long 
77 0 AP890512-0125  751 3.43712 LMwDS_long 
77 0 AP890612-0171  752 3.43712 LMwDS_long 
77 0 AP891117-0137  753 3.43712 LMwDS_long 
77 0 AP891120-0229  754 3.43712 LMwDS_long 
77 0 AP890525-0260  755 3.43711 LMwDS_long 
77 0 AP890130-0016  756 3.43461 LMwDS_long 
77 0 AP890618-0035  757 3.43122 LMwDS_long 
77 0 AP890424-0003  758 3.43029 LMwDS_long 
77 0 AP891221-0115  759 3.42928 LMwDS_long 
77 0 AP890708-0012  760 3.42828 LMwDS_long 
77 0 AP890328-0010  761 3.42682 LMwDS_long 
77 0 AP890212-0094  762 3.42646 LMwDS_long 
77 0 AP890202-0025  763 3.42386 LMwDS_long 
77 0 AP890526-0205  764 3.42386 LMwDS_long 
77 0 AP890601-0002  765 3.42386 LMwDS_long 
77 0 AP890202-0223  766 3.42213 LMwDS_long 
77 0 AP890426-0147  767 3.42213 LMwDS_long 
77 0 AP890505-0082  768 3.42213 LMwDS_long 
77 0 AP890706-0040  769 3.42213 LMwDS_long 
77 0 AP890710-0080  770 3.42213 LMwDS_long 
77 0 AP890712-0154  771 3.42213 LMwDS_long 
77 0 AP890131-0042  772 3.42137 LMwDS_long 
77 0 AP890719-0019  773 3.42137 LMwDS_long 
77 0 AP890806-0006  774 3.42137 LMwDS_long 
77 0 AP890831-0008  775 3.42137 LMwDS_long 
77 0 AP890831-0221  776 3.42137 LMwDS_long 
77 0 AP891128-0041  777 3.42137 LMwDS_long 
77 0 AP890615-0282  778 3.41844 LMwDS_long 
77 0 AP891213-0044  779 3.41844 LMwDS_long 
77 0 AP891002-0053  780 3.41197 LMwDS_long 
77 0 AP890525-0150  781 3.40833 LMwDS_long 
77 0 AP890304-0161  782 3.40624 LMwDS_long 
77 0 AP890531-0072  783 3.40624 LMwDS_long 
77 0 AP891103-0155  784 3.40291 LMwDS_long 
77 0 AP890204-0124  785 3.40116 LMwDS_long 
77 0 AP890119-0097  786 3.39866 LMwDS_long 
77 0 AP890822-0172  787 3.39624 LMwDS_long 
77 0 AP891221-0057  788 3.39241 LMwDS_long 
77 0 AP890313-0091  789 3.38650 LMwDS_long 
77 0 AP890410-0177  790 3.38006 LMwDS_long 
77 0 AP890113-0083  791 3.37986 LMwDS_long 
77 0 AP890411-0133  792 3.37986 LMwDS_long 
77 0 AP891216-0124  793 3.37986 LMwDS_long 
77 0 AP890713-0174  794 3.37969 LMwDS_long 
77 0 AP890123-0264  795 3.37834 LMwDS_long 
77 0 AP890714-0138  796 3.37834 LMwDS_long 
77 0 AP891103-0241  797 3.37834 LMwDS_long 
77 0 AP890527-0100  798 3.37629 LMwDS_long 
77 0 AP890416-0082  799 3.37453 LMwDS_long 
77 0 AP890113-0185  800 3.37449 LMwDS_long 
77 0 AP890424-0255  801 3.37273 LMwDS_long 
77 0 AP890105-0047  802 3.37209 LMwDS_long 
77 0 AP890316-0163  803 3.37209 LMwDS_long 
77 0 AP890629-0026  804 3.37209 LMwDS_long 
77 0 AP891005-0091  805 3.37188 LMwDS_long 
77 0 AP890221-0257  806 3.37170 LMwDS_long 
77 0 AP890228-0092  807 3.37170 LMwDS_long 
77 0 AP890524-0167  808 3.37170 LMwDS_long 
77 0 AP890703-0025  809 3.37170 LMwDS_long 
77 0 AP890711-0226  810 3.37170 LMwDS_long 
77 0 AP890723-0042  811 3.37170 LMwDS_long 
77 0 AP890810-0216  812 3.37170 LMwDS_long 
77 0 AP890916-0167  813 3.37170 LMwDS_long 
77 0 AP891128-0076  814 3.37170 LMwDS_long 
77 0 AP891220-0205  815 3.37170 LMwDS_long 
77 0 AP890512-0239  816 3.37111 LMwDS_long 
77 0 AP890912-0216  817 3.36907 LMwDS_long 
77 0 AP890223-0180  818 3.36882 LMwDS_long 
77 0 AP890606-0152  819 3.36882 LMwDS_long 
77 0 AP890829-0201  820 3.36882 LMwDS_long 
77 0 AP890414-0235  821 3.36860 LMwDS_long 
77 0 AP890209-0262  822 3.36634 LMwDS_long 
77 0 AP890615-0222  823 3.36634 LMwDS_long 
77 0 AP890901-0087  824 3.36631 LMwDS_long 
77 0 AP890908-0158  825 3.36631 LMwDS_long 
77 0 AP890424-0257  826 3.36434 LMwDS_long 
77 0 AP890115-0011  827 3.36424 LMwDS_long 
77 0 AP890407-0163  828 3.36424 LMwDS_long 
77 0 AP891012-0211  829 3.36296 LMwDS_long 
77 0 AP890615-0145  830 3.36078 LMwDS_long 
77 0 AP890621-0213  831 3.35797 LMwDS_long 
77 0 AP890316-0191  832 3.35355 LMwDS_long 
77 0 AP890424-0075  833 3.35355 LMwDS_long 
77 0 AP890727-0020  834 3.34627 LMwDS_long 
77 0 AP890811-0119  835 3.34565 LMwDS_long 
77 0 AP890215-0019  836 3.34539 LMwDS_long 
77 0 AP891101-0031  837 3.34485 LMwDS_long 
77 0 AP890918-0178  838 3.34241 LMwDS_long 
77 0 AP890116-0120  839 3.33760 LMwDS_long 
77 0 AP890413-0100  840 3.33760 LMwDS_long 
77 0 AP890315-0072  841 3.33596 LMwDS_long 
77 0 AP891012-0248  842 3.33214 LMwDS_long 
77 0 AP891002-0089  843 3.32742 LMwDS_long 
77 0 AP891003-0024  844 3.32742 LMwDS_long 
77 0 AP891027-0013  845 3.32742 LMwDS_long 
77 0 AP891204-0277  846 3.32406 LMwDS_long 
77 0 AP890118-0271  847 3.32378 LMwDS_long 
77 0 AP890601-0287  848 3.32378 LMwDS_long 
77 0 AP890718-0080  849 3.32378 LMwDS_long 
77 0 AP890802-0144  850 3.32378 LMwDS_long 
77 0 AP890830-0038  851 3.32378 LMwDS_long 
77 0 AP891203-0072  852 3.32378 LMwDS_long 
77 0 AP890215-0193  853 3.32166 LMwDS_long 
77 0 AP890216-0092  854 3.32166 LMwDS_long 
77 0 AP890415-0107  855 3.32136 LMwDS_long 
77 0 AP890110-0186  856 3.32043 LMwDS_long 
77 0 AP890821-0237  857 3.31992 LMwDS_long 
77 0 AP890117-0194  858 3.31896 LMwDS_long 
77 0 AP890303-0146  859 3.31896 LMwDS_long 
77 0 AP890121-0037  860 3.31764 LMwDS_long 
77 0 AP890215-0028  861 3.31764 LMwDS_long 
77 0 AP890622-0063  862 3.31764 LMwDS_long 
77 0 AP890809-0122  863 3.31764 LMwDS_long 
77 0 AP890327-0238  864 3.31629 LMwDS_long 
77 0 AP890410-0006  865 3.31629 LMwDS_long 
77 0 AP890425-0139  866 3.31629 LMwDS_long 
77 0 AP890619-0202  867 3.31629 LMwDS_long 
77 0 AP890626-0283  868 3.31614 LMwDS_long 
77 0 AP890801-0197  869 3.31614 LMwDS_long 
77 0 AP890903-0086  870 3.31614 LMwDS_long 
77 0 AP890907-0245  871 3.31614 LMwDS_long 
77 0 AP890306-0295  872 3.31508 LMwDS_long 
77 0 AP891213-0106  873 3.31508 LMwDS_long 
77 0 AP890628-0159  874 3.31431 LMwDS_long 
77 0 AP891025-0215  875 3.31059 LMwDS_long 
77 0 AP891002-0173  876 3.31016 LMwDS_long 
77 0 AP890522-0314  877 3.30802 LMwDS_long 
77 0 AP890524-0143  878 3.30802 LMwDS_long 
77 0 AP891019-0260  879 3.30220 LMwDS_long 
77 0 AP891215-0045  880 3.30179 LMwDS_long 
77 0 AP890127-0053  881 3.30107 LMwDS_long 
77 0 AP890728-0038  882 3.30107 LMwDS_long 
77 0 AP890908-0051  883 3.30107 LMwDS_long 
77 0 AP891025-0024  884 3.29866 LMwDS_long 
77 0 AP890227-0015  885 3.29780 LMwDS_long 
77 0 AP890808-0119  886 3.29780 LMwDS_long 
77 0 AP890316-0083  887 3.29604 LMwDS_long 
77 0 AP890721-0022  888 3.29604 LMwDS_long 
77 0 AP890829-0168  889 3.29604 LMwDS_long 
77 0 AP891017-0079  890 3.29604 LMwDS_long 
77 0 AP890518-0010  891 3.29598 LMwDS_long 
77 0 AP890916-0068  892 3.29376 LMwDS_long 
77 0 AP890409-0081  893 3.29329 LMwDS_long 
77 0 AP890915-0122  894 3.29329 LMwDS_long 
77 0 AP890802-0290  895 3.29287 LMwDS_long 
77 0 AP891018-0304  896 3.29287 LMwDS_long 
77 0 AP891219-0226  897 3.29287 LMwDS_long 
77 0 AP890217-0090  898 3.28973 LMwDS_long 
77 0 AP890914-0164  899 3.28973 LMwDS_long 
77 0 AP890525-0055  900 3.28901 LMwDS_long 
77 0 AP890106-0049  901 3.27547 LMwDS_long 
77 0 AP891012-0094  902 3.27547 LMwDS_long 
77 0 AP890107-0093  903 3.27516 LMwDS_long 
77 0 AP890130-0046  904 3.27516 LMwDS_long 
77 0 AP890328-0181  905 3.27516 LMwDS_long 
77 0 AP890626-0202  906 3.27516 LMwDS_long 
77 0 AP890524-0220  907 3.27464 LMwDS_long 
77 0 AP890524-0225  908 3.27464 LMwDS_long 
77 0 AP890830-0091  909 3.27464 LMwDS_long 
77 0 AP890315-0308  910 3.27367 LMwDS_long 
77 0 AP890615-0195  911 3.27367 LMwDS_long 
77 0 AP890328-0080  912 3.27290 LMwDS_long 
77 0 AP890118-0218  913 3.26910 LMwDS_long 
77 0 AP890120-0256  914 3.26899 LMwDS_long 
77 0 AP890119-0044  915 3.26796 LMwDS_long 
77 0 AP890202-0027  916 3.26796 LMwDS_long 
77 0 AP890712-0132  917 3.26796 LMwDS_long 
77 0 AP890617-0139  918 3.26749 LMwDS_long 
77 0 AP890130-0185  919 3.26456 LMwDS_long 
77 0 AP890314-0238  920 3.26456 LMwDS_long 
77 0 AP890322-0231  921 3.26456 LMwDS_long 
77 0 AP890429-0133  922 3.26456 LMwDS_long 
77 0 AP890504-0003  923 3.26456 LMwDS_long 
77 0 AP890523-0192  924 3.26456 LMwDS_long 
77 0 AP890617-0149  925 3.26456 LMwDS_long 
77 0 AP890429-0001  926 3.26296 LMwDS_long 
77 0 AP890505-0126  927 3.26296 LMwDS_long 
77 0 AP891011-0045  928 3.26296 LMwDS_long 
77 0 AP890425-0083  929 3.26150 LMwDS_long 
77 0 AP890827-0015  930 3.26052 LMwDS_long 
77 0 AP890107-0081  931 3.25904 LMwDS_long 
77 0 AP891207-0057  932 3.25866 LMwDS_long 
77 0 AP890215-0199  933 3.24820 LMwDS_long 
77 0 AP890111-0208  934 3.24782 LMwDS_long 
77 0 AP890114-0087  935 3.24592 LMwDS_long 
77 0 AP890721-0217  936 3.24592 LMwDS_long 
77 0 AP890425-0127  937 3.24479 LMwDS_long 
77 0 AP890801-0046  938 3.24434 LMwDS_long 
77 0 AP890915-0064  939 3.24434 LMwDS_long 
77 0 AP890410-0008  940 3.24325 LMwDS_long 
77 0 AP890111-0124  941 3.24205 LMwDS_long 
77 0 AP890606-0015  942 3.24205 LMwDS_long 
77 0 AP890623-0115  943 3.24205 LMwDS_long 
77 0 AP890302-0072  944 3.24102 LMwDS_long 
77 0 AP891028-0102  945 3.24084 LMwDS_long 
77 0 AP891107-0247  946 3.23943 LMwDS_long 
77 0 AP891110-0152  947 3.23914 LMwDS_long 
77 0 AP890323-0013  948 3.23398 LMwDS_long 
77 0 AP890120-0209  949 3.23272 LMwDS_long 
77 0 AP890209-0233  950 3.23272 LMwDS_long 
77 0 AP890213-0030  951 3.23272 LMwDS_long 
77 0 AP890223-0077  952 3.23272 LMwDS_long 
77 0 AP890324-0011  953 3.23272 LMwDS_long 
77 0 AP890706-0232  954 3.23272 LMwDS_long 
77 0 AP890712-0149  955 3.23272 LMwDS_long 
77 0 AP890808-0145  956 3.23272 LMwDS_long 
77 0 AP890910-0001  957 3.23272 LMwDS_long 
77 0 AP890919-0166  958 3.23272 LMwDS_long 
77 0 AP891120-0112  959 3.23272 LMwDS_long 
77 0 AP891129-0075  960 3.23272 LMwDS_long 
77 0 AP891125-0060  961 3.23140 LMwDS_long 
77 0 AP890921-0209  962 3.22661 LMwDS_long 
77 0 AP890810-0029  963 3.22502 LMwDS_long 
77 0 AP891003-0037  964 3.22502 LMwDS_long 
77 0 AP890329-0046  965 3.22457 LMwDS_long 
77 0 AP890630-0134  966 3.22457 LMwDS_long 
77 0 AP891118-0015  967 3.22457 LMwDS_long 
77 0 AP890817-0108  968 3.22329 LMwDS_long 
77 0 AP890417-0158  969 3.22112 LMwDS_long 
77 0 AP890615-0265  970 3.22071 LMwDS_long 
77 0 AP890619-0122  971 3.22071 LMwDS_long 
77 0 AP891106-0118  972 3.22071 LMwDS_long 
77 0 AP890302-0270  973 3.22042 LMwDS_long 
77 0 AP890404-0110  974 3.22042 LMwDS_long 
77 0 AP891115-0024  975 3.21957 LMwDS_long 
77 0 AP890223-0113  976 3.21591 LMwDS_long 
77 0 AP890626-0097  977 3.21591 LMwDS_long 
77 0 AP890819-0007  978 3.21591 LMwDS_long 
77 0 AP890501-0219  979 3.21516 LMwDS_long 
77 0 AP890604-0038  980 3.21502 LMwDS_long 
77 0 AP890726-0081  981 3.21502 LMwDS_long 
77 0 AP890804-0094  982 3.21502 LMwDS_long 
77 0 AP891113-0027  983 3.21502 LMwDS_long 
77 0 AP890207-0216  984 3.21406 LMwDS_long 
77 0 AP890515-0076  985 3.21406 LMwDS_long 
77 0 AP890616-0111  986 3.21406 LMwDS_long 
77 0 AP891011-0276  987 3.21406 LMwDS_long 
77 0 AP890316-0011  988 3.21279 LMwDS_long 
77 0 AP891130-0181  989 3.21092 LMwDS_long 
77 0 AP890103-0135  990 3.20225 LMwDS_long 
77 0 AP890415-0071  991 3.20105 LMwDS_long 
77 0 AP890817-0020  992 3.20061 LMwDS_long 
77 0 AP890702-0013  993 3.19859 LMwDS_long 
77 0 AP890106-0072  994 3.19518 LMwDS_long 
77 0 AP890224-0041  995 3.19518 LMwDS_long 
77 0 AP890524-0168  996 3.19342 LMwDS_long 
77 0 AP890509-0059  997 3.18643 LMwDS_long 
77 0 AP890510-0058  998 3.18643 LMwDS_long 
77 0 AP890119-0085  999 3.18585 LMwDS_long 
