51 0 AP890908-0222    1 8.04724 LMwDS_short 
80 0 AP890204-0152  694 2.48609 LMwDS_short 
80 0 AP890327-0232  695 2.48609 LMwDS_short 
80 0 AP890405-0151  696 2.48609 LMwDS_short 
80 0 AP890503-0045  697 2.48609 LMwDS_short 
80 0 AP890510-0050  698 2.48609 LMwDS_short 
80 0 AP890528-0056  699 2.48609 LMwDS_short 
80 0 AP890529-0131  700 2.48609 LMwDS_short 
80 0 AP890603-0026  701 2.48609 LMwDS_short 
80 0 AP890614-0111  702 2.48609 LMwDS_short 
80 0 AP890616-0157  703 2.48609 LMwDS_short 
80 0 AP890621-0281  704 2.48609 LMwDS_short 
80 0 AP890805-0130  705 2.48609 LMwDS_short 
80 0 AP890807-0020  706 2.48609 LMwDS_short 
80 0 AP891030-0155  707 2.48609 LMwDS_short 
80 0 AP890511-0073  708 2.48484 LMwDS_short 
80 0 AP890828-0031  709 2.48484 LMwDS_short 
80 0 AP891019-0215  710 2.48484 LMwDS_short 
80 0 AP891103-0183  711 2.48484 LMwDS_short 
80 0 AP891121-0189  712 2.48484 LMwDS_short 
80 0 AP891105-0044  713 2.48399 LMwDS_short 
80 0 AP890104-0163  714 2.47724 LMwDS_short 
80 0 AP890403-0024  715 2.47724 LMwDS_short 
80 0 AP890408-0122  716 2.47724 LMwDS_short 
80 0 AP891103-0237  717 2.43791 LMwDS_short 
80 0 AP890208-0180  718 2.43356 LMwDS_short 
80 0 AP890214-0006  719 2.43356 LMwDS_short 
80 0 AP890314-0126  720 2.43258 LMwDS_short 
80 0 AP890526-0082  721 2.43258 LMwDS_short 
80 0 AP890605-0067  722 2.43258 LMwDS_short 
80 0 AP890606-0075  723 2.43258 LMwDS_short 
80 0 AP890619-0139  724 2.43258 LMwDS_short 
80 0 AP890206-0135  725 2.43183 LMwDS_short 
80 0 AP890601-0157  726 2.43183 LMwDS_short 
80 0 AP890601-0255  727 2.43183 LMwDS_short 
80 0 AP890602-0031  728 2.43183 LMwDS_short 
80 0 AP890831-0112  729 2.43183 LMwDS_short 
80 0 AP890124-0174  730 2.43064 LMwDS_short 
80 0 AP890122-0048  731 2.40769 LMwDS_short 
80 0 AP890216-0172  732 2.40769 LMwDS_short 
80 0 AP890308-0126  733 2.40769 LMwDS_short 
80 0 AP890321-0001  734 2.40769 LMwDS_short 
80 0 AP890410-0126  735 2.40769 LMwDS_short 
80 0 AP890515-0125  736 2.40769 LMwDS_short 
80 0 AP890515-0134  737 2.40769 LMwDS_short 
80 0 AP890524-0144  738 2.40769 LMwDS_short 
80 0 AP890617-0056  739 2.40769 LMwDS_short 
80 0 AP890807-0023  740 2.40769 LMwDS_short 
80 0 AP890818-0089  741 2.40769 LMwDS_short 
80 0 AP891004-0098  742 2.40769 LMwDS_short 
80 0 AP890208-0193  743 2.40142 LMwDS_short 
80 0 AP890215-0191  744 2.40142 LMwDS_short 
80 0 AP890302-0186  745 2.40142 LMwDS_short 
80 0 AP890310-0299  746 2.40142 LMwDS_short 
80 0 AP890318-0070  747 2.40142 LMwDS_short 
80 0 AP890504-0208  748 2.40142 LMwDS_short 
80 0 AP890515-0052  749 2.40142 LMwDS_short 
80 0 AP890523-0098  750 2.40142 LMwDS_short 
80 0 AP890523-0131  751 2.40142 LMwDS_short 
80 0 AP890614-0114  752 2.40142 LMwDS_short 
80 0 AP890616-0173  753 2.40142 LMwDS_short 
80 0 AP890712-0198  754 2.40142 LMwDS_short 
80 0 AP890803-0133  755 2.40142 LMwDS_short 
80 0 AP890815-0170  756 2.40142 LMwDS_short 
80 0 AP890826-0127  757 2.40142 LMwDS_short 
80 0 AP890929-0122  758 2.40142 LMwDS_short 
80 0 AP891117-0166  759 2.40142 LMwDS_short 
80 0 AP891128-0164  760 2.40142 LMwDS_short 
80 0 AP891203-0058  761 2.40142 LMwDS_short 
80 0 AP891208-0112  762 2.40142 LMwDS_short 
80 0 AP890428-0104  763 2.39634 LMwDS_short 
80 0 AP890726-0263  764 2.39634 LMwDS_short 
80 0 AP890715-0073  765 2.38904 LMwDS_short 
80 0 AP891105-0071  766 2.38904 LMwDS_short 
80 0 AP890104-0109  767 2.38349 LMwDS_short 
80 0 AP890116-0091  768 2.38349 LMwDS_short 
80 0 AP890209-0078  769 2.38349 LMwDS_short 
80 0 AP890116-0085  770 2.37046 LMwDS_short 
80 0 AP890621-0145  771 2.37046 LMwDS_short 
80 0 AP890101-0030  772 2.36567 LMwDS_short 
80 0 AP890123-0201  773 2.36567 LMwDS_short 
80 0 AP890125-0039  774 2.36567 LMwDS_short 
80 0 AP890209-0028  775 2.36567 LMwDS_short 
80 0 AP890212-0015  776 2.36567 LMwDS_short 
80 0 AP890223-0231  777 2.36567 LMwDS_short 
80 0 AP890507-0053  778 2.36567 LMwDS_short 
80 0 AP890513-0062  779 2.36567 LMwDS_short 
80 0 AP890706-0217  780 2.36567 LMwDS_short 
80 0 AP890906-0233  781 2.36567 LMwDS_short 
80 0 AP890913-0068  782 2.36567 LMwDS_short 
80 0 AP890913-0138  783 2.36567 LMwDS_short 
80 0 AP890921-0163  784 2.36567 LMwDS_short 
80 0 AP890927-0220  785 2.36567 LMwDS_short 
80 0 AP890929-0183  786 2.36567 LMwDS_short 
80 0 AP891023-0100  787 2.36567 LMwDS_short 
80 0 AP891102-0121  788 2.36567 LMwDS_short 
80 0 AP891103-0085  789 2.36567 LMwDS_short 
80 0 AP891103-0177  790 2.36567 LMwDS_short 
80 0 AP891104-0020  791 2.36567 LMwDS_short 
80 0 AP891112-0034  792 2.36567 LMwDS_short 
80 0 AP890106-0009  793 2.35515 LMwDS_short 
80 0 AP890226-0094  794 2.35515 LMwDS_short 
80 0 AP890302-0274  795 2.35515 LMwDS_short 
80 0 AP890518-0005  796 2.35515 LMwDS_short 
80 0 AP890602-0210  797 2.35515 LMwDS_short 
80 0 AP890227-0220  798 2.35000 LMwDS_short 
80 0 AP891022-0001  799 2.35000 LMwDS_short 
80 0 AP890109-0292  800 2.34722 LMwDS_short 
80 0 AP890426-0144  801 2.34722 LMwDS_short 
80 0 AP890609-0024  802 2.34722 LMwDS_short 
80 0 AP890912-0022  803 2.34722 LMwDS_short 
80 0 AP891231-0001  804 2.34722 LMwDS_short 
80 0 AP890124-0051  805 2.34705 LMwDS_short 
80 0 AP891012-0096  806 2.34705 LMwDS_short 
80 0 AP891004-0124  807 2.33791 LMwDS_short 
80 0 AP890418-0252  808 2.33668 LMwDS_short 
80 0 AP891208-0201  809 2.33668 LMwDS_short 
80 0 AP890410-0165  810 2.33386 LMwDS_short 
80 0 AP890523-0056  811 2.33386 LMwDS_short 
80 0 AP890112-0107  812 2.33313 LMwDS_short 
80 0 AP890123-0248  813 2.33313 LMwDS_short 
80 0 AP890207-0166  814 2.33313 LMwDS_short 
80 0 AP890208-0122  815 2.33313 LMwDS_short 
80 0 AP890213-0048  816 2.33313 LMwDS_short 
80 0 AP890306-0206  817 2.33313 LMwDS_short 
80 0 AP890319-0062  818 2.33313 LMwDS_short 
80 0 AP890404-0038  819 2.33313 LMwDS_short 
80 0 AP890419-0168  820 2.33313 LMwDS_short 
80 0 AP890512-0213  821 2.33313 LMwDS_short 
80 0 AP890527-0085  822 2.33313 LMwDS_short 
80 0 AP890601-0123  823 2.33313 LMwDS_short 
80 0 AP890707-0010  824 2.33313 LMwDS_short 
80 0 AP890707-0179  825 2.33313 LMwDS_short 
80 0 AP890708-0013  826 2.33313 LMwDS_short 
80 0 AP890712-0109  827 2.33313 LMwDS_short 
80 0 AP890913-0190  828 2.33313 LMwDS_short 
80 0 AP891001-0061  829 2.33313 LMwDS_short 
80 0 AP891014-0102  830 2.33313 LMwDS_short 
80 0 AP891019-0148  831 2.33313 LMwDS_short 
80 0 AP891030-0217  832 2.33313 LMwDS_short 
80 0 AP891031-0088  833 2.33313 LMwDS_short 
80 0 AP891120-0002  834 2.33313 LMwDS_short 
80 0 AP890825-0029  835 2.32614 LMwDS_short 
80 0 AP890919-0131  836 2.32614 LMwDS_short 
80 0 AP890201-0211  837 2.31685 LMwDS_short 
80 0 AP890203-0018  838 2.31685 LMwDS_short 
80 0 AP890522-0167  839 2.31685 LMwDS_short 
80 0 AP890526-0246  840 2.31685 LMwDS_short 
80 0 AP890911-0140  841 2.31586 LMwDS_short 
80 0 AP890114-0077  842 2.30793 LMwDS_short 
80 0 AP890504-0251  843 2.30793 LMwDS_short 
80 0 AP891031-0184  844 2.30793 LMwDS_short 
80 0 AP890105-0152  845 2.30534 LMwDS_short 
80 0 AP890105-0206  846 2.30534 LMwDS_short 
80 0 AP890128-0125  847 2.30534 LMwDS_short 
80 0 AP890131-0213  848 2.30534 LMwDS_short 
80 0 AP890324-0075  849 2.30534 LMwDS_short 
80 0 AP890325-0064  850 2.30534 LMwDS_short 
80 0 AP890327-0223  851 2.30534 LMwDS_short 
80 0 AP890405-0086  852 2.30534 LMwDS_short 
80 0 AP890414-0074  853 2.30534 LMwDS_short 
80 0 AP890425-0153  854 2.30534 LMwDS_short 
80 0 AP890523-0008  855 2.30534 LMwDS_short 
80 0 AP890526-0177  856 2.30534 LMwDS_short 
80 0 AP890606-0164  857 2.30534 LMwDS_short 
80 0 AP890618-0074  858 2.30534 LMwDS_short 
80 0 AP890621-0188  859 2.30534 LMwDS_short 
80 0 AP890622-0223  860 2.30534 LMwDS_short 
80 0 AP890622-0228  861 2.30534 LMwDS_short 
80 0 AP890718-0059  862 2.30534 LMwDS_short 
80 0 AP890911-0012  863 2.30534 LMwDS_short 
80 0 AP890913-0035  864 2.30534 LMwDS_short 
80 0 AP890913-0084  865 2.30534 LMwDS_short 
80 0 AP891010-0178  866 2.30534 LMwDS_short 
80 0 AP891102-0049  867 2.30534 LMwDS_short 
80 0 AP891112-0062  868 2.30534 LMwDS_short 
80 0 AP890131-0183  869 2.28394 LMwDS_short 
80 0 AP890306-0012  870 2.28118 LMwDS_short 
80 0 AP890616-0057  871 2.28118 LMwDS_short 
80 0 AP890817-0041  872 2.27893 LMwDS_short 
80 0 AP891002-0252  873 2.27893 LMwDS_short 
80 0 AP890327-0130  874 2.27769 LMwDS_short 
80 0 AP890126-0017  875 2.27501 LMwDS_short 
80 0 AP890415-0006  876 2.27501 LMwDS_short 
80 0 AP890129-0070  877 2.27119 LMwDS_short 
80 0 AP890216-0039  878 2.27119 LMwDS_short 
80 0 AP890327-0139  879 2.27119 LMwDS_short 
80 0 AP890408-0053  880 2.27119 LMwDS_short 
80 0 AP890415-0081  881 2.27119 LMwDS_short 
80 0 AP890421-0136  882 2.27119 LMwDS_short 
80 0 AP890424-0027  883 2.27119 LMwDS_short 
80 0 AP890506-0026  884 2.27119 LMwDS_short 
80 0 AP890506-0046  885 2.27119 LMwDS_short 
80 0 AP890507-0073  886 2.27119 LMwDS_short 
80 0 AP890608-0174  887 2.27119 LMwDS_short 
80 0 AP890611-0059  888 2.27119 LMwDS_short 
80 0 AP890725-0063  889 2.27119 LMwDS_short 
80 0 AP890805-0127  890 2.27119 LMwDS_short 
80 0 AP890930-0031  891 2.27119 LMwDS_short 
80 0 AP891004-0214  892 2.27119 LMwDS_short 
80 0 AP891007-0132  893 2.27119 LMwDS_short 
80 0 AP891012-0233  894 2.27119 LMwDS_short 
80 0 AP891012-0235  895 2.27119 LMwDS_short 
80 0 AP891016-0157  896 2.27119 LMwDS_short 
80 0 AP891031-0171  897 2.27119 LMwDS_short 
80 0 AP891110-0164  898 2.27119 LMwDS_short 
80 0 AP891210-0050  899 2.27119 LMwDS_short 
80 0 AP890124-0037  900 2.26543 LMwDS_short 
80 0 AP890126-0211  901 2.26543 LMwDS_short 
80 0 AP890301-0096  902 2.26543 LMwDS_short 
80 0 AP890309-0026  903 2.26543 LMwDS_short 
80 0 AP890409-0060  904 2.26543 LMwDS_short 
80 0 AP890902-0147  905 2.26543 LMwDS_short 
80 0 AP890914-0167  906 2.26543 LMwDS_short 
80 0 AP891207-0150  907 2.26543 LMwDS_short 
80 0 AP891215-0067  908 2.26543 LMwDS_short 
80 0 AP890712-0095  909 2.25388 LMwDS_short 
80 0 AP890110-0021  910 2.23227 LMwDS_short 
80 0 AP890110-0094  911 2.23227 LMwDS_short 
80 0 AP890111-0236  912 2.23227 LMwDS_short 
80 0 AP890116-0160  913 2.23227 LMwDS_short 
80 0 AP890121-0153  914 2.23227 LMwDS_short 
80 0 AP890124-0139  915 2.23227 LMwDS_short 
80 0 AP890127-0018  916 2.23227 LMwDS_short 
80 0 AP890131-0143  917 2.23227 LMwDS_short 
80 0 AP890205-0024  918 2.23227 LMwDS_short 
80 0 AP890210-0211  919 2.23227 LMwDS_short 
80 0 AP890213-0190  920 2.23227 LMwDS_short 
80 0 AP890215-0077  921 2.23227 LMwDS_short 
80 0 AP890217-0004  922 2.23227 LMwDS_short 
80 0 AP890227-0226  923 2.23227 LMwDS_short 
80 0 AP890303-0105  924 2.23227 LMwDS_short 
80 0 AP890306-0009  925 2.23227 LMwDS_short 
80 0 AP890306-0044  926 2.23227 LMwDS_short 
80 0 AP890329-0003  927 2.23227 LMwDS_short 
80 0 AP890412-0144  928 2.23227 LMwDS_short 
80 0 AP890422-0010  929 2.23227 LMwDS_short 
80 0 AP890501-0153  930 2.23227 LMwDS_short 
80 0 AP890501-0180  931 2.23227 LMwDS_short 
80 0 AP890502-0226  932 2.23227 LMwDS_short 
80 0 AP890508-0042  933 2.23227 LMwDS_short 
80 0 AP890511-0056  934 2.23227 LMwDS_short 
80 0 AP890515-0018  935 2.23227 LMwDS_short 
80 0 AP890515-0023  936 2.23227 LMwDS_short 
80 0 AP890529-0028  937 2.23227 LMwDS_short 
80 0 AP890602-0161  938 2.23227 LMwDS_short 
80 0 AP890606-0156  939 2.23227 LMwDS_short 
80 0 AP890612-0165  940 2.23227 LMwDS_short 
80 0 AP890613-0184  941 2.23227 LMwDS_short 
80 0 AP890623-0027  942 2.23227 LMwDS_short 
80 0 AP890701-0132  943 2.23227 LMwDS_short 
80 0 AP890703-0249  944 2.23227 LMwDS_short 
80 0 AP890704-0062  945 2.23227 LMwDS_short 
80 0 AP890712-0073  946 2.23227 LMwDS_short 
80 0 AP890719-0175  947 2.23227 LMwDS_short 
80 0 AP890727-0112  948 2.23227 LMwDS_short 
80 0 AP890813-0027  949 2.23227 LMwDS_short 
80 0 AP890920-0191  950 2.23227 LMwDS_short 
80 0 AP891006-0041  951 2.23227 LMwDS_short 
80 0 AP891016-0061  952 2.23227 LMwDS_short 
80 0 AP891016-0063  953 2.23227 LMwDS_short 
80 0 AP891018-0080  954 2.23227 LMwDS_short 
80 0 AP891021-0051  955 2.23227 LMwDS_short 
80 0 AP891026-0160  956 2.23227 LMwDS_short 
80 0 AP891102-0024  957 2.23227 LMwDS_short 
80 0 AP891116-0107  958 2.23227 LMwDS_short 
80 0 AP891127-0139  959 2.23227 LMwDS_short 
80 0 AP891214-0165  960 2.23227 LMwDS_short 
80 0 AP891223-0092  961 2.23227 LMwDS_short 
80 0 AP891230-0102  962 2.23227 LMwDS_short 
80 0 AP890205-0026  963 2.22718 LMwDS_short 
80 0 AP890207-0092  964 2.22718 LMwDS_short 
80 0 AP890517-0270  965 2.22718 LMwDS_short 
80 0 AP890531-0039  966 2.22718 LMwDS_short 
80 0 AP890815-0188  967 2.22718 LMwDS_short 
80 0 AP890120-0173  968 2.22515 LMwDS_short 
80 0 AP890122-0045  969 2.22076 LMwDS_short 
80 0 AP890203-0021  970 2.22076 LMwDS_short 
80 0 AP890310-0013  971 2.22076 LMwDS_short 
80 0 AP890322-0154  972 2.22076 LMwDS_short 
80 0 AP890325-0047  973 2.22076 LMwDS_short 
80 0 AP890326-0035  974 2.22076 LMwDS_short 
80 0 AP890406-0169  975 2.22076 LMwDS_short 
80 0 AP890410-0047  976 2.22076 LMwDS_short 
80 0 AP890412-0158  977 2.22076 LMwDS_short 
80 0 AP890421-0048  978 2.22076 LMwDS_short 
80 0 AP890502-0232  979 2.22076 LMwDS_short 
80 0 AP890503-0041  980 2.22076 LMwDS_short 
80 0 AP890506-0028  981 2.22076 LMwDS_short 
80 0 AP890508-0030  982 2.22076 LMwDS_short 
80 0 AP890521-0022  983 2.22076 LMwDS_short 
80 0 AP890528-0043  984 2.22076 LMwDS_short 
80 0 AP890529-0085  985 2.22076 LMwDS_short 
80 0 AP890601-0193  986 2.22076 LMwDS_short 
80 0 AP890606-0147  987 2.22076 LMwDS_short 
80 0 AP890609-0043  988 2.22076 LMwDS_short 
80 0 AP890621-0120  989 2.22076 LMwDS_short 
80 0 AP890623-0134  990 2.22076 LMwDS_short 
80 0 AP890627-0164  991 2.22076 LMwDS_short 
80 0 AP890630-0040  992 2.22076 LMwDS_short 
80 0 AP890703-0122  993 2.22076 LMwDS_short 
80 0 AP890715-0023  994 2.22076 LMwDS_short 
80 0 AP890815-0047  995 2.22076 LMwDS_short 
80 0 AP890828-0100  996 2.22076 LMwDS_short 
80 0 AP890910-0005  997 2.22076 LMwDS_short 
80 0 AP890917-0034  998 2.22076 LMwDS_short 
80 0 AP890918-0027  999 2.22076 LMwDS_short 
80 0 AP891003-0009 1000 2.22076 LMwDS_short 
81 0 AP890816-0005    1 12.82587 LMwDS_short 
81 0 AP890602-0075    2 12.12631 LMwDS_short 
81 0 AP891006-0022    3 10.44349 LMwDS_short 
81 0 AP891101-0091    4 9.78637 LMwDS_short 
81 0 AP890607-0102    5 7.60284 LMwDS_short 
81 0 AP890623-0201    6 7.42165 LMwDS_short 
81 0 AP890502-0115    7 7.25380 LMwDS_short 
81 0 AP890124-0186    8 7.05370 LMwDS_short 
81 0 AP890824-0106    9 6.93471 LMwDS_short 
81 0 AP890920-0108   10 6.81798 LMwDS_short 
81 0 AP890920-0188   11 6.35362 LMwDS_short 
81 0 AP890921-0109   12 6.30338 LMwDS_short 
81 0 AP890314-0019   13 6.19680 LMwDS_short 
81 0 AP891026-0255   14 6.06249 LMwDS_short 
81 0 AP891002-0224   15 6.02669 LMwDS_short 
81 0 AP890819-0080   16 6.02465 LMwDS_short 
81 0 AP890916-0047   17 5.94308 LMwDS_short 
81 0 AP890623-0256   18 5.80481 LMwDS_short 
81 0 AP890915-0181   19 5.78497 LMwDS_short 
81 0 AP891004-0053   20 5.72677 LMwDS_short 
81 0 AP890914-0121   21 5.71915 LMwDS_short 
81 0 AP890208-0178   22 5.69668 LMwDS_short 
81 0 AP891015-0014   23 5.69668 LMwDS_short 
81 0 AP890825-0063   24 5.65853 LMwDS_short 
81 0 AP890919-0091   25 5.65853 LMwDS_short 
81 0 AP890920-0166   26 5.62838 LMwDS_short 
81 0 AP890614-0216   27 5.61113 LMwDS_short 
81 0 AP891117-0015   28 5.61113 LMwDS_short 
81 0 AP890816-0218   29 5.52752 LMwDS_short 
81 0 AP890816-0219   30 5.52752 LMwDS_short 
81 0 AP890712-0111   31 5.40422 LMwDS_short 
81 0 AP890716-0031   32 5.37997 LMwDS_short 
81 0 AP891229-0212   33 5.37951 LMwDS_short 
81 0 AP890209-0012   34 5.37071 LMwDS_short 
81 0 AP890110-0282   35 5.35113 LMwDS_short 
81 0 AP890915-0102   36 5.31778 LMwDS_short 
81 0 AP890112-0191   37 5.31121 LMwDS_short 
81 0 AP890314-0214   38 5.26733 LMwDS_short 
81 0 AP890915-0276   39 5.21035 LMwDS_short 
81 0 AP891124-0090   40 5.21035 LMwDS_short 
81 0 AP891208-0293   41 5.21035 LMwDS_short 
81 0 AP890914-0200   42 5.11863 LMwDS_short 
81 0 AP890828-0109   43 5.05778 LMwDS_short 
81 0 AP890908-0195   44 5.05778 LMwDS_short 
81 0 AP890127-0270   45 5.05353 LMwDS_short 
81 0 AP890706-0164   46 5.05353 LMwDS_short 
81 0 AP890913-0261   47 5.05353 LMwDS_short 
81 0 AP890816-0006   48 5.01420 LMwDS_short 
81 0 AP890109-0331   49 5.01232 LMwDS_short 
81 0 AP890705-0117   50 4.99574 LMwDS_short 
81 0 AP890821-0085   51 4.96316 LMwDS_short 
81 0 AP890214-0210   52 4.91232 LMwDS_short 
81 0 AP890622-0099   53 4.91232 LMwDS_short 
81 0 AP891101-0267   54 4.91232 LMwDS_short 
81 0 AP891127-0204   55 4.90333 LMwDS_short 
81 0 AP890830-0092   56 4.87442 LMwDS_short 
81 0 AP890921-0140   57 4.86972 LMwDS_short 
81 0 AP891004-0076   58 4.86351 LMwDS_short 
81 0 AP890717-0163   59 4.86210 LMwDS_short 
81 0 AP890912-0191   60 4.86210 LMwDS_short 
81 0 AP891005-0111   61 4.86210 LMwDS_short 
81 0 AP891006-0066   62 4.86210 LMwDS_short 
81 0 AP891025-0004   63 4.86210 LMwDS_short 
81 0 AP890307-0030   64 4.84402 LMwDS_short 
81 0 AP890609-0256   65 4.84402 LMwDS_short 
81 0 AP890802-0160   66 4.84402 LMwDS_short 
81 0 AP890828-0180   67 4.80579 LMwDS_short 
81 0 AP890327-0205   68 4.77948 LMwDS_short 
81 0 AP891028-0003   69 4.77948 LMwDS_short 
81 0 AP890222-0183   70 4.74316 LMwDS_short 
81 0 AP890611-0037   71 4.74316 LMwDS_short 
81 0 AP890915-0242   72 4.74316 LMwDS_short 
81 0 AP890919-0209   73 4.74316 LMwDS_short 
81 0 AP891005-0001   74 4.71736 LMwDS_short 
81 0 AP890913-0124   75 4.69610 LMwDS_short 
81 0 AP891003-0092   76 4.69436 LMwDS_short 
81 0 AP890101-0021   77 4.67989 LMwDS_short 
81 0 AP890102-0030   78 4.67989 LMwDS_short 
81 0 AP890102-0091   79 4.67989 LMwDS_short 
81 0 AP890713-0093   80 4.67989 LMwDS_short 
81 0 AP890724-0001   81 4.67989 LMwDS_short 
81 0 AP890913-0229   82 4.67989 LMwDS_short 
81 0 AP891006-0067   83 4.67989 LMwDS_short 
81 0 AP891024-0132   84 4.67989 LMwDS_short 
81 0 AP890124-0259   85 4.65064 LMwDS_short 
81 0 AP891017-0211   86 4.65064 LMwDS_short 
81 0 AP890705-0057   87 4.62580 LMwDS_short 
81 0 AP890707-0088   88 4.60148 LMwDS_short 
81 0 AP890829-0070   89 4.60148 LMwDS_short 
81 0 AP890315-0266   90 4.58634 LMwDS_short 
81 0 AP890706-0011   91 4.58634 LMwDS_short 
81 0 AP890720-0266   92 4.58634 LMwDS_short 
81 0 AP890803-0263   93 4.58634 LMwDS_short 
81 0 AP890914-0267   94 4.58634 LMwDS_short 
81 0 AP890918-0018   95 4.58634 LMwDS_short 
81 0 AP890922-0254   96 4.58634 LMwDS_short 
81 0 AP891124-0198   97 4.58634 LMwDS_short 
81 0 AP890714-0066   98 4.57582 LMwDS_short 
81 0 AP891206-0048   99 4.57537 LMwDS_short 
81 0 AP890819-0099  100 4.54321 LMwDS_short 
81 0 AP890821-0011  101 4.54321 LMwDS_short 
81 0 AP890124-0258  102 4.52064 LMwDS_short 
81 0 AP890130-0199  103 4.52064 LMwDS_short 
81 0 AP890622-0222  104 4.50906 LMwDS_short 
81 0 AP890720-0158  105 4.50906 LMwDS_short 
81 0 AP890929-0225  106 4.49770 LMwDS_short 
81 0 AP890826-0086  107 4.49696 LMwDS_short 
81 0 AP890908-0102  108 4.49696 LMwDS_short 
81 0 AP891001-0048  109 4.49696 LMwDS_short 
81 0 AP890719-0203  110 4.47496 LMwDS_short 
81 0 AP890117-0103  111 4.45863 LMwDS_short 
81 0 AP890706-0038  112 4.45863 LMwDS_short 
81 0 AP890708-0040  113 4.45863 LMwDS_short 
81 0 AP890717-0074  114 4.45863 LMwDS_short 
81 0 AP890726-0042  115 4.45863 LMwDS_short 
81 0 AP890831-0116  116 4.36696 LMwDS_short 
81 0 AP890703-0185  117 4.32645 LMwDS_short 
81 0 AP890725-0099  118 4.32645 LMwDS_short 
81 0 AP890822-0028  119 4.32645 LMwDS_short 
81 0 AP890204-0174  120 4.32634 LMwDS_short 
81 0 AP890223-0264  121 4.32634 LMwDS_short 
81 0 AP890313-0016  122 4.32634 LMwDS_short 
81 0 AP890403-0107  123 4.32634 LMwDS_short 
81 0 AP890119-0345  124 4.28327 LMwDS_short 
81 0 AP890120-0249  125 4.28327 LMwDS_short 
81 0 AP891207-0013  126 4.28139 LMwDS_short 
81 0 AP890906-0187  127 4.27754 LMwDS_short 
81 0 AP890523-0162  128 4.25867 LMwDS_short 
81 0 AP890623-0065  129 4.25867 LMwDS_short 
81 0 AP890720-0110  130 4.25867 LMwDS_short 
81 0 AP890911-0161  131 4.25022 LMwDS_short 
81 0 AP891005-0120  132 4.25022 LMwDS_short 
81 0 AP890907-0104  133 4.24804 LMwDS_short 
81 0 AP890908-0155  134 4.24804 LMwDS_short 
81 0 AP890116-0121  135 4.22452 LMwDS_short 
81 0 AP890905-0121  136 4.19349 LMwDS_short 
81 0 AP890911-0088  137 4.19349 LMwDS_short 
81 0 AP890918-0046  138 4.19349 LMwDS_short 
81 0 AP890225-0014  139 4.19277 LMwDS_short 
81 0 AP890522-0049  140 4.19277 LMwDS_short 
81 0 AP890123-0009  141 4.17409 LMwDS_short 
81 0 AP890725-0156  142 4.17409 LMwDS_short 
81 0 AP890925-0111  143 4.17409 LMwDS_short 
81 0 AP890927-0040  144 4.17409 LMwDS_short 
81 0 AP890929-0113  145 4.17409 LMwDS_short 
81 0 AP891108-0182  146 4.16940 LMwDS_short 
81 0 AP890413-0145  147 4.16936 LMwDS_short 
81 0 AP890427-0271  148 4.16936 LMwDS_short 
81 0 AP891024-0265  149 4.16936 LMwDS_short 
81 0 AP890111-0012  150 4.12765 LMwDS_short 
81 0 AP890118-0022  151 4.12765 LMwDS_short 
81 0 AP890120-0015  152 4.12765 LMwDS_short 
81 0 AP890302-0027  153 4.12765 LMwDS_short 
81 0 AP890404-0079  154 4.12765 LMwDS_short 
81 0 AP890422-0133  155 4.12765 LMwDS_short 
81 0 AP890503-0196  156 4.12765 LMwDS_short 
81 0 AP890510-0040  157 4.12765 LMwDS_short 
81 0 AP890524-0117  158 4.12765 LMwDS_short 
81 0 AP890724-0105  159 4.12765 LMwDS_short 
81 0 AP890724-0133  160 4.12765 LMwDS_short 
81 0 AP890821-0060  161 4.12765 LMwDS_short 
81 0 AP890828-0071  162 4.12765 LMwDS_short 
81 0 AP890922-0135  163 4.12765 LMwDS_short 
81 0 AP891009-0137  164 4.12765 LMwDS_short 
81 0 AP891019-0195  165 4.12765 LMwDS_short 
81 0 AP891020-0022  166 4.12765 LMwDS_short 
81 0 AP891120-0180  167 4.12765 LMwDS_short 
81 0 AP891228-0196  168 4.09637 LMwDS_short 
81 0 AP890901-0085  169 4.09568 LMwDS_short 
81 0 AP890930-0034  170 4.09568 LMwDS_short 
81 0 AP890130-0133  171 4.09351 LMwDS_short 
81 0 AP890215-0216  172 4.09351 LMwDS_short 
81 0 AP890301-0163  173 4.09351 LMwDS_short 
81 0 AP890308-0128  174 4.09351 LMwDS_short 
81 0 AP890411-0186  175 4.09351 LMwDS_short 
81 0 AP890412-0032  176 4.09351 LMwDS_short 
81 0 AP890420-0153  177 4.09351 LMwDS_short 
81 0 AP890427-0094  178 4.09351 LMwDS_short 
81 0 AP890513-0111  179 4.09351 LMwDS_short 
81 0 AP890521-0087  180 4.09351 LMwDS_short 
81 0 AP890524-0081  181 4.09351 LMwDS_short 
81 0 AP890526-0159  182 4.09351 LMwDS_short 
81 0 AP890930-0017  183 4.09351 LMwDS_short 
81 0 AP891115-0171  184 4.09351 LMwDS_short 
81 0 AP891126-0048  185 4.09351 LMwDS_short 
81 0 AP891212-0228  186 4.09351 LMwDS_short 
81 0 AP891212-0254  187 4.09351 LMwDS_short 
81 0 AP891225-0035  188 4.09351 LMwDS_short 
81 0 AP890607-0095  189 4.08422 LMwDS_short 
81 0 AP890118-0083  190 4.07885 LMwDS_short 
81 0 AP891130-0129  191 4.07885 LMwDS_short 
