51 0 AP890908-0222    1 10.20738 LMwJMS_short 
74 0 AP890209-0162  729 2.31027 LMwJMS_short 
74 0 AP890209-0167  730 2.31027 LMwJMS_short 
74 0 AP890210-0200  731 2.31027 LMwJMS_short 
74 0 AP890215-0123  732 2.31027 LMwJMS_short 
74 0 AP890216-0019  733 2.31027 LMwJMS_short 
74 0 AP890216-0170  734 2.31027 LMwJMS_short 
74 0 AP890223-0144  735 2.31027 LMwJMS_short 
74 0 AP890226-0039  736 2.31027 LMwJMS_short 
74 0 AP890226-0103  737 2.31027 LMwJMS_short 
74 0 AP890307-0075  738 2.31027 LMwJMS_short 
74 0 AP890323-0142  739 2.31027 LMwJMS_short 
74 0 AP890412-0028  740 2.31027 LMwJMS_short 
74 0 AP890413-0150  741 2.31027 LMwJMS_short 
74 0 AP890414-0183  742 2.31027 LMwJMS_short 
74 0 AP890419-0188  743 2.31027 LMwJMS_short 
74 0 AP890420-0186  744 2.31027 LMwJMS_short 
74 0 AP890501-0110  745 2.31027 LMwJMS_short 
74 0 AP890504-0122  746 2.31027 LMwJMS_short 
74 0 AP890505-0172  747 2.31027 LMwJMS_short 
74 0 AP890507-0066  748 2.31027 LMwJMS_short 
74 0 AP890510-0151  749 2.31027 LMwJMS_short 
74 0 AP890523-0205  750 2.31027 LMwJMS_short 
74 0 AP890524-0050  751 2.31027 LMwJMS_short 
74 0 AP890524-0153  752 2.31027 LMwJMS_short 
74 0 AP890525-0049  753 2.31027 LMwJMS_short 
74 0 AP890601-0251  754 2.31027 LMwJMS_short 
74 0 AP890601-0258  755 2.31027 LMwJMS_short 
74 0 AP890603-0022  756 2.31027 LMwJMS_short 
74 0 AP890607-0223  757 2.31027 LMwJMS_short 
74 0 AP890630-0133  758 2.31027 LMwJMS_short 
74 0 AP890701-0027  759 2.31027 LMwJMS_short 
74 0 AP890706-0168  760 2.31027 LMwJMS_short 
74 0 AP890721-0026  761 2.31027 LMwJMS_short 
74 0 AP890726-0277  762 2.31027 LMwJMS_short 
74 0 AP890729-0113  763 2.31027 LMwJMS_short 
74 0 AP890821-0252  764 2.31027 LMwJMS_short 
74 0 AP890830-0234  765 2.31027 LMwJMS_short 
74 0 AP890831-0130  766 2.31027 LMwJMS_short 
74 0 AP890910-0028  767 2.31027 LMwJMS_short 
74 0 AP890913-0311  768 2.31027 LMwJMS_short 
74 0 AP890926-0187  769 2.31027 LMwJMS_short 
74 0 AP890928-0006  770 2.31027 LMwJMS_short 
74 0 AP890929-0062  771 2.31027 LMwJMS_short 
74 0 AP891002-0072  772 2.31027 LMwJMS_short 
74 0 AP891002-0114  773 2.31027 LMwJMS_short 
74 0 AP891004-0135  774 2.31027 LMwJMS_short 
74 0 AP891011-0045  775 2.31027 LMwJMS_short 
74 0 AP891013-0048  776 2.31027 LMwJMS_short 
74 0 AP891017-0004  777 2.31027 LMwJMS_short 
74 0 AP891017-0169  778 2.31027 LMwJMS_short 
74 0 AP891018-0161  779 2.31027 LMwJMS_short 
74 0 AP891026-0140  780 2.31027 LMwJMS_short 
74 0 AP891027-0110  781 2.31027 LMwJMS_short 
74 0 AP891121-0195  782 2.31027 LMwJMS_short 
74 0 AP891123-0025  783 2.31027 LMwJMS_short 
74 0 AP891221-0086  784 2.31027 LMwJMS_short 
74 0 AP890109-0180  785 2.29172 LMwJMS_short 
74 0 AP890109-0252  786 2.29172 LMwJMS_short 
74 0 AP890111-0188  787 2.29172 LMwJMS_short 
74 0 AP890112-0057  788 2.29172 LMwJMS_short 
74 0 AP890114-0064  789 2.29172 LMwJMS_short 
74 0 AP890115-0027  790 2.29172 LMwJMS_short 
74 0 AP890118-0095  791 2.29172 LMwJMS_short 
74 0 AP890123-0017  792 2.29172 LMwJMS_short 
74 0 AP890125-0063  793 2.29172 LMwJMS_short 
74 0 AP890125-0093  794 2.29172 LMwJMS_short 
74 0 AP890131-0173  795 2.29172 LMwJMS_short 
74 0 AP890206-0038  796 2.29172 LMwJMS_short 
74 0 AP890208-0179  797 2.29172 LMwJMS_short 
74 0 AP890208-0308  798 2.29172 LMwJMS_short 
74 0 AP890210-0142  799 2.29172 LMwJMS_short 
74 0 AP890221-0128  800 2.29172 LMwJMS_short 
74 0 AP890221-0146  801 2.29172 LMwJMS_short 
74 0 AP890222-0037  802 2.29172 LMwJMS_short 
74 0 AP890224-0046  803 2.29172 LMwJMS_short 
74 0 AP890226-0088  804 2.29172 LMwJMS_short 
74 0 AP890310-0042  805 2.29172 LMwJMS_short 
74 0 AP890311-0079  806 2.29172 LMwJMS_short 
74 0 AP890318-0073  807 2.29172 LMwJMS_short 
74 0 AP890323-0025  808 2.29172 LMwJMS_short 
74 0 AP890325-0034  809 2.29172 LMwJMS_short 
74 0 AP890404-0101  810 2.29172 LMwJMS_short 
74 0 AP890406-0012  811 2.29172 LMwJMS_short 
74 0 AP890406-0262  812 2.29172 LMwJMS_short 
74 0 AP890408-0126  813 2.29172 LMwJMS_short 
74 0 AP890412-0017  814 2.29172 LMwJMS_short 
74 0 AP890413-0158  815 2.29172 LMwJMS_short 
74 0 AP890414-0204  816 2.29172 LMwJMS_short 
74 0 AP890417-0119  817 2.29172 LMwJMS_short 
74 0 AP890421-0146  818 2.29172 LMwJMS_short 
74 0 AP890424-0097  819 2.29172 LMwJMS_short 
74 0 AP890502-0159  820 2.29172 LMwJMS_short 
74 0 AP890516-0120  821 2.29172 LMwJMS_short 
74 0 AP890517-0150  822 2.29172 LMwJMS_short 
74 0 AP890521-0008  823 2.29172 LMwJMS_short 
74 0 AP890523-0158  824 2.29172 LMwJMS_short 
74 0 AP890525-0184  825 2.29172 LMwJMS_short 
74 0 AP890526-0238  826 2.29172 LMwJMS_short 
74 0 AP890531-0287  827 2.29172 LMwJMS_short 
74 0 AP890601-0169  828 2.29172 LMwJMS_short 
74 0 AP890601-0375  829 2.29172 LMwJMS_short 
74 0 AP890602-0084  830 2.29172 LMwJMS_short 
74 0 AP890602-0255  831 2.29172 LMwJMS_short 
74 0 AP890607-0202  832 2.29172 LMwJMS_short 
74 0 AP890607-0245  833 2.29172 LMwJMS_short 
74 0 AP890608-0268  834 2.29172 LMwJMS_short 
74 0 AP890609-0248  835 2.29172 LMwJMS_short 
74 0 AP890615-0139  836 2.29172 LMwJMS_short 
74 0 AP890615-0185  837 2.29172 LMwJMS_short 
74 0 AP890619-0149  838 2.29172 LMwJMS_short 
74 0 AP890620-0247  839 2.29172 LMwJMS_short 
74 0 AP890622-0311  840 2.29172 LMwJMS_short 
74 0 AP890623-0136  841 2.29172 LMwJMS_short 
74 0 AP890625-0013  842 2.29172 LMwJMS_short 
74 0 AP890629-0282  843 2.29172 LMwJMS_short 
74 0 AP890705-0046  844 2.29172 LMwJMS_short 
74 0 AP890705-0050  845 2.29172 LMwJMS_short 
74 0 AP890706-0178  846 2.29172 LMwJMS_short 
74 0 AP890707-0239  847 2.29172 LMwJMS_short 
74 0 AP890713-0288  848 2.29172 LMwJMS_short 
74 0 AP890714-0275  849 2.29172 LMwJMS_short 
74 0 AP890716-0099  850 2.29172 LMwJMS_short 
74 0 AP890719-0097  851 2.29172 LMwJMS_short 
74 0 AP890719-0281  852 2.29172 LMwJMS_short 
74 0 AP890720-0233  853 2.29172 LMwJMS_short 
74 0 AP890724-0011  854 2.29172 LMwJMS_short 
74 0 AP890726-0148  855 2.29172 LMwJMS_short 
74 0 AP890731-0247  856 2.29172 LMwJMS_short 
74 0 AP890804-0171  857 2.29172 LMwJMS_short 
74 0 AP890805-0033  858 2.29172 LMwJMS_short 
74 0 AP890808-0030  859 2.29172 LMwJMS_short 
74 0 AP890814-0220  860 2.29172 LMwJMS_short 
74 0 AP890821-0064  861 2.29172 LMwJMS_short 
74 0 AP890821-0095  862 2.29172 LMwJMS_short 
74 0 AP890821-0236  863 2.29172 LMwJMS_short 
74 0 AP890822-0055  864 2.29172 LMwJMS_short 
74 0 AP890822-0112  865 2.29172 LMwJMS_short 
74 0 AP890823-0061  866 2.29172 LMwJMS_short 
74 0 AP890823-0131  867 2.29172 LMwJMS_short 
74 0 AP890823-0236  868 2.29172 LMwJMS_short 
74 0 AP890831-0188  869 2.29172 LMwJMS_short 
74 0 AP890831-0274  870 2.29172 LMwJMS_short 
74 0 AP890906-0144  871 2.29172 LMwJMS_short 
74 0 AP890907-0280  872 2.29172 LMwJMS_short 
74 0 AP890908-0020  873 2.29172 LMwJMS_short 
74 0 AP890908-0258  874 2.29172 LMwJMS_short 
74 0 AP890909-0064  875 2.29172 LMwJMS_short 
74 0 AP890911-0017  876 2.29172 LMwJMS_short 
74 0 AP890911-0083  877 2.29172 LMwJMS_short 
74 0 AP890911-0266  878 2.29172 LMwJMS_short 
74 0 AP890918-0090  879 2.29172 LMwJMS_short 
74 0 AP890918-0219  880 2.29172 LMwJMS_short 
74 0 AP890920-0044  881 2.29172 LMwJMS_short 
74 0 AP890923-0022  882 2.29172 LMwJMS_short 
74 0 AP890928-0051  883 2.29172 LMwJMS_short 
74 0 AP891003-0248  884 2.29172 LMwJMS_short 
74 0 AP891004-0290  885 2.29172 LMwJMS_short 
74 0 AP891006-0205  886 2.29172 LMwJMS_short 
74 0 AP891009-0020  887 2.29172 LMwJMS_short 
74 0 AP891011-0270  888 2.29172 LMwJMS_short 
74 0 AP891013-0097  889 2.29172 LMwJMS_short 
74 0 AP891016-0043  890 2.29172 LMwJMS_short 
74 0 AP891016-0110  891 2.29172 LMwJMS_short 
74 0 AP891019-0329  892 2.29172 LMwJMS_short 
74 0 AP891026-0250  893 2.29172 LMwJMS_short 
74 0 AP891027-0144  894 2.29172 LMwJMS_short 
74 0 AP891027-0213  895 2.29172 LMwJMS_short 
74 0 AP891027-0282  896 2.29172 LMwJMS_short 
74 0 AP891102-0290  897 2.29172 LMwJMS_short 
74 0 AP891107-0008  898 2.29172 LMwJMS_short 
74 0 AP891107-0188  899 2.29172 LMwJMS_short 
74 0 AP891108-0016  900 2.29172 LMwJMS_short 
74 0 AP891109-0298  901 2.29172 LMwJMS_short 
74 0 AP891110-0194  902 2.29172 LMwJMS_short 
74 0 AP891114-0256  903 2.29172 LMwJMS_short 
74 0 AP891115-0157  904 2.29172 LMwJMS_short 
74 0 AP891117-0023  905 2.29172 LMwJMS_short 
74 0 AP891120-0049  906 2.29172 LMwJMS_short 
74 0 AP891122-0044  907 2.29172 LMwJMS_short 
74 0 AP891122-0281  908 2.29172 LMwJMS_short 
74 0 AP891122-0297  909 2.29172 LMwJMS_short 
74 0 AP891127-0264  910 2.29172 LMwJMS_short 
74 0 AP891201-0097  911 2.29172 LMwJMS_short 
74 0 AP891204-0088  912 2.29172 LMwJMS_short 
74 0 AP891207-0239  913 2.29172 LMwJMS_short 
74 0 AP891208-0267  914 2.29172 LMwJMS_short 
74 0 AP891214-0051  915 2.29172 LMwJMS_short 
74 0 AP891215-0241  916 2.29172 LMwJMS_short 
74 0 AP891218-0081  917 2.29172 LMwJMS_short 
74 0 AP891218-0248  918 2.29172 LMwJMS_short 
74 0 AP891219-0191  919 2.29172 LMwJMS_short 
74 0 AP891219-0230  920 2.29172 LMwJMS_short 
74 0 AP891220-0169  921 2.29172 LMwJMS_short 
74 0 AP891221-0125  922 2.29172 LMwJMS_short 
74 0 AP891226-0188  923 2.29172 LMwJMS_short 
74 0 AP890104-0131  924 2.18649 LMwJMS_short 
74 0 AP890105-0152  925 2.18649 LMwJMS_short 
74 0 AP890105-0188  926 2.18649 LMwJMS_short 
74 0 AP890112-0025  927 2.18649 LMwJMS_short 
74 0 AP890116-0134  928 2.18649 LMwJMS_short 
74 0 AP890117-0081  929 2.18649 LMwJMS_short 
74 0 AP890118-0170  930 2.18649 LMwJMS_short 
74 0 AP890119-0152  931 2.18649 LMwJMS_short 
74 0 AP890120-0076  932 2.18649 LMwJMS_short 
74 0 AP890120-0085  933 2.18649 LMwJMS_short 
74 0 AP890120-0135  934 2.18649 LMwJMS_short 
74 0 AP890125-0046  935 2.18649 LMwJMS_short 
74 0 AP890125-0109  936 2.18649 LMwJMS_short 
74 0 AP890125-0263  937 2.18649 LMwJMS_short 
74 0 AP890126-0090  938 2.18649 LMwJMS_short 
74 0 AP890127-0063  939 2.18649 LMwJMS_short 
74 0 AP890127-0144  940 2.18649 LMwJMS_short 
74 0 AP890131-0033  941 2.18649 LMwJMS_short 
74 0 AP890131-0118  942 2.18649 LMwJMS_short 
74 0 AP890203-0087  943 2.18649 LMwJMS_short 
74 0 AP890208-0067  944 2.18649 LMwJMS_short 
74 0 AP890213-0088  945 2.18649 LMwJMS_short 
74 0 AP890215-0131  946 2.18649 LMwJMS_short 
74 0 AP890217-0012  947 2.18649 LMwJMS_short 
74 0 AP890221-0039  948 2.18649 LMwJMS_short 
74 0 AP890223-0169  949 2.18649 LMwJMS_short 
74 0 AP890224-0014  950 2.18649 LMwJMS_short 
74 0 AP890224-0254  951 2.18649 LMwJMS_short 
74 0 AP890225-0033  952 2.18649 LMwJMS_short 
74 0 AP890302-0237  953 2.18649 LMwJMS_short 
74 0 AP890304-0003  954 2.18649 LMwJMS_short 
74 0 AP890306-0054  955 2.18649 LMwJMS_short 
74 0 AP890308-0156  956 2.18649 LMwJMS_short 
74 0 AP890309-0054  957 2.18649 LMwJMS_short 
74 0 AP890310-0188  958 2.18649 LMwJMS_short 
74 0 AP890311-0124  959 2.18649 LMwJMS_short 
74 0 AP890315-0187  960 2.18649 LMwJMS_short 
74 0 AP890318-0122  961 2.18649 LMwJMS_short 
74 0 AP890320-0001  962 2.18649 LMwJMS_short 
74 0 AP890320-0089  963 2.18649 LMwJMS_short 
74 0 AP890324-0180  964 2.18649 LMwJMS_short 
74 0 AP890327-0100  965 2.18649 LMwJMS_short 
74 0 AP890330-0165  966 2.18649 LMwJMS_short 
74 0 AP890401-0125  967 2.18649 LMwJMS_short 
74 0 AP890404-0182  968 2.18649 LMwJMS_short 
74 0 AP890405-0040  969 2.18649 LMwJMS_short 
74 0 AP890410-0072  970 2.18649 LMwJMS_short 
74 0 AP890411-0009  971 2.18649 LMwJMS_short 
74 0 AP890411-0125  972 2.18649 LMwJMS_short 
74 0 AP890411-0171  973 2.18649 LMwJMS_short 
74 0 AP890412-0283  974 2.18649 LMwJMS_short 
74 0 AP890413-0066  975 2.18649 LMwJMS_short 
74 0 AP890414-0206  976 2.18649 LMwJMS_short 
74 0 AP890418-0056  977 2.18649 LMwJMS_short 
74 0 AP890418-0066  978 2.18649 LMwJMS_short 
74 0 AP890421-0097  979 2.18649 LMwJMS_short 
74 0 AP890422-0033  980 2.18649 LMwJMS_short 
74 0 AP890424-0070  981 2.18649 LMwJMS_short 
74 0 AP890426-0178  982 2.18649 LMwJMS_short 
74 0 AP890501-0034  983 2.18649 LMwJMS_short 
74 0 AP890504-0169  984 2.18649 LMwJMS_short 
74 0 AP890504-0182  985 2.18649 LMwJMS_short 
74 0 AP890507-0020  986 2.18649 LMwJMS_short 
74 0 AP890510-0015  987 2.18649 LMwJMS_short 
74 0 AP890512-0122  988 2.18649 LMwJMS_short 
74 0 AP890513-0015  989 2.18649 LMwJMS_short 
74 0 AP890516-0236  990 2.18649 LMwJMS_short 
74 0 AP890516-0242  991 2.18649 LMwJMS_short 
74 0 AP890516-0255  992 2.18649 LMwJMS_short 
74 0 AP890516-0258  993 2.18649 LMwJMS_short 
74 0 AP890519-0176  994 2.18649 LMwJMS_short 
74 0 AP890522-0168  995 2.18649 LMwJMS_short 
74 0 AP890525-0071  996 2.18649 LMwJMS_short 
74 0 AP890531-0118  997 2.18649 LMwJMS_short 
74 0 AP890602-0087  998 2.18649 LMwJMS_short 
74 0 AP890602-0243  999 2.18649 LMwJMS_short 
74 0 AP890602-0247 1000 2.18649 LMwJMS_short 
75 0 AP891024-0027    1 7.50897 LMwJMS_short 
75 0 AP891110-0227    2 7.50897 LMwJMS_short 
75 0 AP891023-0144    3 7.34736 LMwJMS_short 
75 0 AP891110-0090    4 7.14457 LMwJMS_short 
75 0 AP891228-0144    5 7.14457 LMwJMS_short 
75 0 AP891110-0253    6 7.12438 LMwJMS_short 
75 0 AP890407-0144    7 6.83697 LMwJMS_short 
75 0 AP890105-0282    8 6.81637 LMwJMS_short 
75 0 AP890208-0314    9 6.81637 LMwJMS_short 
75 0 AP890209-0218   10 6.81637 LMwJMS_short 
75 0 AP890719-0287   11 6.69872 LMwJMS_short 
75 0 AP891110-0231   12 6.69872 LMwJMS_short 
75 0 AP891222-0235   13 6.69872 LMwJMS_short 
75 0 AP890313-0136   14 6.45221 LMwJMS_short 
75 0 AP890912-0252   15 6.45221 LMwJMS_short 
75 0 AP891004-0276   16 6.45221 LMwJMS_short 
75 0 AP890106-0248   17 6.43204 LMwJMS_short 
75 0 AP890829-0046   18 6.43204 LMwJMS_short 
75 0 AP891026-0261   19 6.43204 LMwJMS_short 
75 0 AP890615-0217   20 6.16505 LMwJMS_short 
75 0 AP890619-0249   21 6.16505 LMwJMS_short 
75 0 AP890210-0273   22 6.00681 LMwJMS_short 
75 0 AP890406-0110   23 6.00681 LMwJMS_short 
75 0 AP890406-0228   24 6.00681 LMwJMS_short 
75 0 AP890412-0121   25 6.00681 LMwJMS_short 
75 0 AP890530-0284   26 6.00681 LMwJMS_short 
75 0 AP891017-0253   27 6.00681 LMwJMS_short 
75 0 AP891110-0230   28 6.00681 LMwJMS_short 
75 0 AP891110-0235   29 6.00681 LMwJMS_short 
75 0 AP891110-0245   30 6.00681 LMwJMS_short 
75 0 AP891110-0248   31 6.00681 LMwJMS_short 
75 0 AP891222-0117   32 6.00681 LMwJMS_short 
75 0 AP890101-0002   33 5.76064 LMwJMS_short 
75 0 AP891213-0239   34 5.76064 LMwJMS_short 
75 0 AP890103-0025   35 5.74050 LMwJMS_short 
75 0 AP890125-0326   36 5.74050 LMwJMS_short 
75 0 AP890502-0115   37 5.74050 LMwJMS_short 
75 0 AP890507-0096   38 5.74050 LMwJMS_short 
75 0 AP890510-0163   39 5.74050 LMwJMS_short 
75 0 AP890516-0159   40 5.74050 LMwJMS_short 
75 0 AP890801-0222   41 5.74050 LMwJMS_short 
75 0 AP890807-0089   42 5.74050 LMwJMS_short 
75 0 AP890908-0083   43 5.74050 LMwJMS_short 
75 0 AP890927-0260   44 5.74050 LMwJMS_short 
75 0 AP890111-0229   45 5.43336 LMwJMS_short 
75 0 AP890118-0274   46 5.43336 LMwJMS_short 
75 0 AP890126-0292   47 5.43336 LMwJMS_short 
75 0 AP890313-0199   48 5.43336 LMwJMS_short 
75 0 AP890413-0023   49 5.43336 LMwJMS_short 
75 0 AP890627-0164   50 5.43336 LMwJMS_short 
75 0 AP890628-0073   51 5.43336 LMwJMS_short 
75 0 AP890908-0236   52 5.43336 LMwJMS_short 
75 0 AP890929-0239   53 5.43336 LMwJMS_short 
75 0 AP891026-0012   54 5.43336 LMwJMS_short 
75 0 AP891110-0260   55 5.43336 LMwJMS_short 
75 0 AP891114-0228   56 5.43336 LMwJMS_short 
75 0 AP891201-0138   57 5.43336 LMwJMS_short 
75 0 AP891214-0087   58 5.43336 LMwJMS_short 
75 0 AP891019-0250   59 5.31612 LMwJMS_short 
75 0 AP890110-0292   60 5.07063 LMwJMS_short 
75 0 AP890118-0312   61 5.07063 LMwJMS_short 
75 0 AP890228-0214   62 5.07063 LMwJMS_short 
75 0 AP890412-0221   63 5.07063 LMwJMS_short 
75 0 AP890421-0266   64 5.07063 LMwJMS_short 
75 0 AP890508-0250   65 5.07063 LMwJMS_short 
75 0 AP890512-0231   66 5.07063 LMwJMS_short 
75 0 AP890519-0262   67 5.07063 LMwJMS_short 
75 0 AP890521-0015   68 5.07063 LMwJMS_short 
75 0 AP890614-0254   69 5.07063 LMwJMS_short 
75 0 AP890619-0265   70 5.07063 LMwJMS_short 
75 0 AP890725-0248   71 5.07063 LMwJMS_short 
75 0 AP890919-0207   72 5.07063 LMwJMS_short 
75 0 AP891101-0251   73 5.07063 LMwJMS_short 
75 0 AP891110-0272   74 5.07063 LMwJMS_short 
75 0 AP891215-0278   75 5.07063 LMwJMS_short 
75 0 AP890601-0203   76 4.62787 LMwJMS_short 
75 0 AP890616-0179   77 4.62787 LMwJMS_short 
75 0 AP890619-0213   78 4.62787 LMwJMS_short 
75 0 AP890622-0015   79 4.62787 LMwJMS_short 
75 0 AP891128-0176   80 4.62787 LMwJMS_short 
76 0 AP890628-0139    1 10.80064 LMwJMS_short 
76 0 AP890109-0102    2 8.68501 LMwJMS_short 
76 0 AP890719-0198    3 8.30107 LMwJMS_short 
76 0 AP890726-0090    4 8.02144 LMwJMS_short 
76 0 AP890707-0178    5 7.96380 LMwJMS_short 
76 0 AP890520-0022    6 7.72125 LMwJMS_short 
76 0 AP890415-0058    7 7.57111 LMwJMS_short 
76 0 AP890125-0144    8 7.38928 LMwJMS_short 
76 0 AP890307-0002    9 7.24103 LMwJMS_short 
76 0 AP891207-0039   10 7.21436 LMwJMS_short 
76 0 AP890612-0185   11 7.19658 LMwJMS_short 
76 0 AP891220-0214   12 7.01724 LMwJMS_short 
76 0 AP890703-0107   13 6.90319 LMwJMS_short 
76 0 AP890906-0140   14 6.90319 LMwJMS_short 
76 0 AP890621-0094   15 6.85267 LMwJMS_short 
76 0 AP890711-0009   16 6.85267 LMwJMS_short 
76 0 AP890808-0034   17 6.84417 LMwJMS_short 
76 0 AP890502-0223   18 6.77017 LMwJMS_short 
76 0 AP891128-0056   19 6.77017 LMwJMS_short 
76 0 AP890130-0166   20 6.70696 LMwJMS_short 
76 0 AP890308-0116   21 6.68028 LMwJMS_short 
76 0 AP890722-0081   22 6.68028 LMwJMS_short 
76 0 AP890605-0058   23 6.59154 LMwJMS_short 
76 0 AP890106-0179   24 6.46751 LMwJMS_short 
76 0 AP891129-0229   25 6.40047 LMwJMS_short 
76 0 AP891002-0232   26 6.37493 LMwJMS_short 
76 0 AP891224-0045   27 6.37493 LMwJMS_short 
76 0 AP890213-0174   28 6.36310 LMwJMS_short 
76 0 AP891213-0058   29 6.36310 LMwJMS_short 
76 0 AP890308-0200   30 6.34501 LMwJMS_short 
76 0 AP890419-0047   31 6.29018 LMwJMS_short 
76 0 AP890115-0009   32 6.25967 LMwJMS_short 
76 0 AP890121-0026   33 6.25967 LMwJMS_short 
76 0 AP890512-0160   34 6.20055 LMwJMS_short 
76 0 AP890112-0149   35 6.19663 LMwJMS_short 
76 0 AP890731-0025   36 6.17482 LMwJMS_short 
76 0 AP890405-0001   37 6.17042 LMwJMS_short 
76 0 AP890708-0034   38 6.17042 LMwJMS_short 
76 0 AP890519-0194   39 6.16828 LMwJMS_short 
76 0 AP890913-0112   40 6.16686 LMwJMS_short 
76 0 AP890830-0181   41 6.06636 LMwJMS_short 
76 0 AP890103-0133   42 6.01079 LMwJMS_short 
76 0 AP891217-0044   43 5.95704 LMwJMS_short 
76 0 AP890714-0067   44 5.95041 LMwJMS_short 
76 0 AP890915-0015   45 5.95041 LMwJMS_short 
76 0 AP890927-0023   46 5.95041 LMwJMS_short 
76 0 AP890522-0271   47 5.94477 LMwJMS_short 
76 0 AP890527-0140   48 5.94477 LMwJMS_short 
76 0 AP891030-0042   49 5.92487 LMwJMS_short 
76 0 AP891220-0048   50 5.92487 LMwJMS_short 
76 0 AP890913-0111   51 5.92334 LMwJMS_short 
76 0 AP890124-0223   52 5.78617 LMwJMS_short 
76 0 AP890605-0096   53 5.74169 LMwJMS_short 
76 0 AP891123-0030   54 5.72533 LMwJMS_short 
76 0 AP890109-0201   55 5.71120 LMwJMS_short 
76 0 AP890124-0084   56 5.71120 LMwJMS_short 
76 0 AP890830-0127   57 5.71120 LMwJMS_short 
76 0 AP890227-0304   58 5.70603 LMwJMS_short 
76 0 AP890418-0027   59 5.68816 LMwJMS_short 
76 0 AP890419-0027   60 5.68816 LMwJMS_short 
76 0 AP891018-0039   61 5.67825 LMwJMS_short 
76 0 AP890811-0081   62 5.65235 LMwJMS_short 
76 0 AP890120-0201   63 5.64405 LMwJMS_short 
76 0 AP890629-0197   64 5.64405 LMwJMS_short 
76 0 AP890828-0189   65 5.64405 LMwJMS_short 
76 0 AP890902-0075   66 5.64405 LMwJMS_short 
76 0 AP890624-0131   67 5.62468 LMwJMS_short 
76 0 AP890121-0151   68 5.61604 LMwJMS_short 
76 0 AP890131-0026   69 5.61604 LMwJMS_short 
76 0 AP890430-0035   70 5.61604 LMwJMS_short 
76 0 AP890522-0185   71 5.61604 LMwJMS_short 
76 0 AP890607-0040   72 5.59897 LMwJMS_short 
76 0 AP890411-0038   73 5.59051 LMwJMS_short 
76 0 AP890427-0019   74 5.59051 LMwJMS_short 
76 0 AP890918-0101   75 5.58788 LMwJMS_short 
76 0 AP891003-0093   76 5.58788 LMwJMS_short 
76 0 AP891014-0140   77 5.58788 LMwJMS_short 
76 0 AP891102-0034   78 5.58788 LMwJMS_short 
76 0 AP891219-0056   79 5.58788 LMwJMS_short 
76 0 AP890221-0252   80 5.56891 LMwJMS_short 
76 0 AP890522-0014   81 5.56891 LMwJMS_short 
76 0 AP891106-0211   82 5.56891 LMwJMS_short 
76 0 AP891211-0163   83 5.56552 LMwJMS_short 
76 0 AP890502-0303   84 5.55865 LMwJMS_short 
76 0 AP891031-0231   85 5.55289 LMwJMS_short 
76 0 AP890628-0084   86 5.54265 LMwJMS_short 
76 0 AP891029-0034   87 5.54265 LMwJMS_short 
76 0 AP890725-0104   88 5.50519 LMwJMS_short 
76 0 AP891002-0310   89 5.49342 LMwJMS_short 
76 0 AP891104-0087   90 5.49342 LMwJMS_short 
76 0 AP890127-0069   91 5.44952 LMwJMS_short 
76 0 AP890301-0121   92 5.44149 LMwJMS_short 
76 0 AP890404-0098   93 5.44149 LMwJMS_short 
76 0 AP890501-0066   94 5.44149 LMwJMS_short 
76 0 AP890624-0110   95 5.44149 LMwJMS_short 
76 0 AP891103-0218   96 5.44149 LMwJMS_short 
76 0 AP891212-0173   97 5.43244 LMwJMS_short 
76 0 AP890128-0075   98 5.40189 LMwJMS_short 
76 0 AP890114-0142   99 5.40069 LMwJMS_short 
76 0 AP890413-0052  100 5.40069 LMwJMS_short 
76 0 AP890828-0233  101 5.40069 LMwJMS_short 
76 0 AP890127-0021  102 5.38403 LMwJMS_short 
76 0 AP890125-0323  103 5.36584 LMwJMS_short 
76 0 AP890828-0143  104 5.32521 LMwJMS_short 
76 0 AP891014-0113  105 5.30342 LMwJMS_short 
76 0 AP890228-0052  106 5.29032 LMwJMS_short 
76 0 AP890503-0067  107 5.29032 LMwJMS_short 
76 0 AP891219-0055  108 5.29032 LMwJMS_short 
76 0 AP890719-0225  109 5.28111 LMwJMS_short 
76 0 AP890719-0087  110 5.24957 LMwJMS_short 
76 0 AP891115-0215  111 5.24944 LMwJMS_short 
76 0 AP891120-0164  112 5.24944 LMwJMS_short 
76 0 AP891122-0086  113 5.24944 LMwJMS_short 
76 0 AP890109-0211  114 5.23251 LMwJMS_short 
76 0 AP890227-0031  115 5.23251 LMwJMS_short 
76 0 AP890104-0076  116 5.21883 LMwJMS_short 
76 0 AP890118-0275  117 5.21199 LMwJMS_short 
76 0 AP890406-0256  118 5.21199 LMwJMS_short 
76 0 AP890430-0022  119 5.21199 LMwJMS_short 
76 0 AP890722-0115  120 5.21199 LMwJMS_short 
76 0 AP890207-0127  121 5.20803 LMwJMS_short 
76 0 AP891005-0290  122 5.20803 LMwJMS_short 
76 0 AP890118-0283  123 5.18835 LMwJMS_short 
76 0 AP890510-0109  124 5.18835 LMwJMS_short 
76 0 AP891025-0024  125 5.18835 LMwJMS_short 
76 0 AP890727-0255  126 5.17918 LMwJMS_short 
76 0 AP890915-0156  127 5.17918 LMwJMS_short 
76 0 AP891211-0096  128 5.17918 LMwJMS_short 
76 0 AP891215-0051  129 5.17918 LMwJMS_short 
